quote_id,customer_id,product_name,session_id,quote_created_at,amount_requested_zar,term_months,monthly_instalment_zar,total_fees_interest_zar,total_repayable_zar,calculator_source
1801,952,,1156,2025-03-19 10:13:16,10089.64,4,2984.9,1849.95,11939.59,partner
1802,1931,FASTA Cash Loan,5492,2026-01-05 09:16:51,15598.67,2,9547.51,3496.35,19095.02,partner
1803,152,FASTA Repeat Customer Loan,,2025-12-05 07:22:35,2611.68,2,1580.81,549.94,3161.62,website
1804,1698,FASTA Cash Loan,4654,2026-02-13 13:33:59,10194.72,6,2132.01,2597.32,12792.04,agent
1805,1357,,6612,2026-03-09 18:20:39,2060.99,6,418.64,450.83,2511.82,
1806,415,FASTA Repeat Customer Loan,4240,2026-04-27 09:38:07,14986.54,2,9305.25,3623.96,18610.5,website
1807,1934,,,2025-08-24 19:21:42,1041.82,4,308.34,191.53,1233.35,agent
1808,501,FASTA Cash Loan,7682,2026-01-10 20:53:57,2077.08,1,2464.99,387.91,2464.99,agent
1809,320,FASTA Cash Loan,4915,2025-12-16 17:53:33,15489.07,3,6406.52,3730.5,19219.57,website
1810,465,FASTA Repeat Customer Loan,6122,2026-01-14 15:33:49,497.63,5,125.39,129.3,626.93,website
1811,517,FASTA Cash Loan,259,2025-01-05 18:39:42,15642.35,3,6396.96,3548.54,19190.89,app
1812,641,,4724,2025-10-24 13:38:57,7714.2,2,4882.71,2051.23,9765.43,agent
1813,1981,FASTA Repeat Customer Loan,3074,2026-03-07 17:58:16,14319.86,6,2977.72,3546.44,17866.3,app
1814,137,FASTA Cash Loan,6169,2025-06-08 10:21:16,4943.66,6,990.47,999.17,5942.83,agent
1815,88,FASTA Cash Loan,752,2025-07-07 18:54:01,2618.16,4,784.57,520.11,3138.27,
1816,545,FASTA Cash Loan,,2026-05-16 15:38:22,11961.43,4,3659.08,2674.91,14636.34,app
1817,1443,,3959,2026-06-16 14:23:13,12458.97,6,2478.89,2414.37,14873.34,
1818,1779,FASTA Repeat Customer Loan,,2025-10-03 13:22:54,12154.04,6,2554.63,3173.72,15327.76,
1819,1014,FASTA Repeat Customer Loan,,2025-06-13 22:08:04,14719.2,3,5831.26,2774.59,17493.79,
1820,1696,FASTA Cash Loan,3183,2026-04-26 09:19:03,1478.48,6,314.83,410.51,1888.99,agent
1821,1682,FASTA Cash Loan,,2026-02-19 18:05:27,488.95,2,293.97,98.99,587.94,
1822,1852,FASTA Cash Loan,1528,2026-05-12 20:30:29,14986.84,5,3603.52,3030.74,18017.58,app
1823,1806,FASTA Repeat Customer Loan,5332,2026-03-08 20:47:51,8344.22,5,1977.41,1542.84,9887.06,partner
1824,1939,FASTA Repeat Customer Loan,,2025-06-15 20:36:52,14476.86,1,17434.12,2957.26,17434.12,
1825,138,FASTA Cash Loan,,2025-11-18 11:18:53,970.73,4,298.16,221.91,,
1826,1549,FASTA Repeat Customer Loan,1145,2025-07-20 19:21:21,4852.54,2,2904.01,955.47,5808.01,website
1827,1909,FASTA Cash Loan,2972,2025-03-19 18:05:54,12142.24,5,2921.74,2466.46,14608.7,
1828,1563,FASTA Cash Loan,1913,2026-02-03 15:53:29,-1486.67,1,,358.09,1844.76,agent
1829,796,FASTA Repeat Customer Loan,,2026-01-27 16:22:36,4832.44,3,1956.2,1036.16,5868.6,app
1830,208,FASTA Cash Loan,5936,2026-04-09 11:31:25,8360.99,5,2000.6,1642.03,10003.02,app
1831,614,FASTA Cash Loan,79,2025-06-21 12:45:22,1552.51,4,485.03,387.61,1940.12,
1832,97,,7177,2026-03-11 07:15:48,1525.37,3,601.28,278.47,1803.84,app
1833,1975,FASTA Cash Loan,6960,2025-12-23 11:17:19,5179.63,4,,1319.01,6498.64,app
1834,874,FASTA Cash Loan,5602,2025-09-04 08:03:12,3335.29,6,680.4,,4082.39,
1835,264,,4347,2026-03-26 21:00:20,3208.46,2,2011.18,,4022.35,
1836,490,FASTA Repeat Customer Loan,1898,2025-04-27 19:10:18,997.06,5,249.62,251.05,1248.11,
1837,408,,3833,2026-05-17 08:23:39,489.29,5,116.94,95.41,584.7,partner
1838,1895,FASTA Cash Loan,7787,2025-09-03 18:31:11,9769.57,4,3039.4,2388.02,12157.59,app
1839,1674,,3772,2026-05-08 18:24:18,2426.52,6,514.82,662.41,3088.93,website
1840,1176,FASTA Repeat Customer Loan,,2025-08-03 09:42:48,1045.38,1,1234.91,189.53,1234.91,app
1841,1080,FASTA Repeat Customer Loan,3103,2025-06-27 17:44:12,501.79,2,317.39,133.0,634.79,
1842,1108,FASTA Repeat Customer Loan,2379,2026-01-09 15:02:42,7769.95,3,3074.49,1453.51,9223.46,
1843,6,,2044,2025-11-12 08:38:11,9774.11,3,3997.41,2218.13,11992.24,
1844,1014,,693,2025-08-07 19:32:56,-1904.99,6,376.03,351.18,2256.17,
1845,1227,FASTA Cash Loan,7387,2025-10-24 11:35:29,960.21,3,404.72,253.95,1214.16,app
1846,791,,1301,2026-04-27 09:41:40,986.16,5,245.28,240.22,1226.38,partner
1847,1253,,6951,2025-03-29 15:25:16,485.5,4,143.55,88.71,574.21,agent
1848,1548,FASTA Cash Loan,2866,2025-11-06 16:45:38,10262.94,5,2465.51,2064.63,12327.57,agent
1849,530,,2638,2026-06-05 14:17:36,10059.66,4,2974.85,1839.74,11899.4,
1850,906,,2947,2025-02-27 21:11:54,3288.05,6,682.81,808.82,4096.87,app
1851,684,,3260,2025-12-12 12:45:31,1445.59,4,456.6,380.8,1826.39,app
1852,655,FASTA Cash Loan,,2025-04-06 18:25:10,1446.76,5,362.17,364.11,1810.87,app
1853,1809,FASTA Cash Loan,,2025-06-10 12:02:14,10290.46,6,2035.39,1921.91,12212.37,website
1854,1242,FASTA Repeat Customer Loan,5825,2025-05-20 19:44:57,4929.45,4,1529.03,1186.67,6116.12,
1855,440,,6486,2025-03-28 20:34:38,9731.45,6,1990.35,2210.65,11942.1,partner
1856,1115,,6656,2026-02-08 21:28:06,985.54,5,232.65,177.7,1163.24,
1857,332,,6122,2025-11-15 15:49:44,3314.36,2,1972.21,630.07,3944.43,agent
1858,626,,,2025-11-05 12:09:17,1047.61,5,254.69,225.86,1273.47,partner
1859,427,FASTA Cash Loan,,2025-04-17 19:00:33,1038.73,6,209.37,217.48,1256.21,website
1860,743,FASTA Cash Loan,3700,2025-02-14 14:15:11,-8119.13,4,2563.91,2136.52,10255.65,
1861,1018,,,2026-01-14 09:04:01,15437.68,6,3055.32,2894.22,18331.9,
1862,1432,,721,2026-06-11 16:12:20,522.5,6,103.5,98.51,,agent
1863,709,,6379,2025-06-13 19:43:11,9979.8,4,3142.24,2589.16,12568.96,app
1864,1940,,4325,2025-05-10 16:44:55,2395.12,5,570.57,457.75,2852.87,partner
1865,1620,FASTA Repeat Customer Loan,5771,2025-12-05 10:49:15,1428.74,1,1786.33,357.59,1786.33,website
1866,1159,FASTA Cash Loan,1195,2025-07-23 11:31:40,8266.73,3,3449.47,2081.67,10348.4,app
1867,1626,FASTA Repeat Customer Loan,7356,2025-12-26 12:01:03,5030.14,2,2969.36,908.57,5938.71,app
1868,1964,FASTA Repeat Customer Loan,5401,2025-02-01 19:51:49,481.33,1,614.85,133.52,614.85,
1869,1569,FASTA Repeat Customer Loan,5750,2025-11-28 22:23:33,523.78,2,325.11,126.45,650.23,website
1870,335,,7806,2025-08-08 12:26:57,2071.47,6,426.94,490.15,2561.62,
1871,513,,5346,2026-02-23 20:25:08,2539.63,4,762.72,511.25,3050.88,partner
1872,840,FASTA Cash Loan,1233,2025-09-07 07:03:40,8140.13,4,2594.98,2239.78,10379.91,
1873,716,,2216,2025-01-30 16:20:42,14985.33,4,4633.43,3548.4,18533.73,partner
1874,1170,,5479,2025-04-11 21:08:19,11888.78,6,2520.83,3236.21,15124.99,agent
1875,1262,FASTA Cash Loan,5849,2025-05-30 12:05:51,14435.74,6,2978.03,3432.41,17868.15,partner
1876,1772,FASTA Cash Loan,7016,2026-02-27 21:12:59,477.26,6,99.2,117.97,595.23,app
1877,977,FASTA Cash Loan,4149,2025-10-21 10:11:48,1490.31,3,613.58,350.44,1840.75,
1878,1481,FASTA Repeat Customer Loan,2044,2025-05-13 16:32:19,1967.88,1,2444.32,476.44,2444.32,
1879,273,FASTA Repeat Customer Loan,3050,2026-05-29 22:10:21,2580.01,5,658.31,711.52,,app
1880,631,FASTA Repeat Customer Loan,5042,2025-07-03 07:00:11,4877.11,1,5974.51,1097.4,5974.51,website
1881,1883,FASTA Cash Loan,6238,2025-06-20 12:35:15,968.64,2,575.96,183.29,1151.93,agent
1882,1676,,6045,2025-10-30 19:54:45,1028.89,3,408.94,,1226.81,partner
1883,1653,FASTA Cash Loan,3820,2025-07-09 16:39:30,2072.71,5,498.47,419.65,2492.36,website
1884,1135,FASTA Repeat Customer Loan,4309,2025-05-17 07:43:16,3198.84,1,4059.89,861.05,4059.89,
1885,347,FASTA Cash Loan,5900,2025-03-04 11:42:39,8331.33,5,2014.42,1740.79,10072.12,app
1886,17,,,2025-12-25 22:50:48,3218.4,4,1014.0,837.59,4055.99,agent
1887,327,FASTA Cash Loan,5792,2025-10-26 10:32:37,1524.4,6,,401.08,1925.48,website
1888,118,,,2025-12-07 13:43:39,507.33,1,646.57,139.24,646.57,app
1889,564,FASTA Repeat Customer Loan,6282,2025-10-11 18:41:02,15223.49,4,4610.57,3218.78,18442.27,app
1890,1770,FASTA Repeat Customer Loan,1533,2026-05-22 07:58:43,486.0,4,154.67,132.67,618.67,app
1891,923,FASTA Repeat Customer Loan,3386,2026-04-19 16:14:29,8209.85,2,4885.8,1561.75,9771.6,website
1892,891,FASTA Repeat Customer Loan,4518,2026-03-04 07:52:53,2070.73,2,1241.2,,2482.4,partner
1893,1105,,1692,2026-03-15 22:22:34,1512.45,2,925.92,339.39,,website
1894,1805,,2874,2026-04-11 14:32:32,1016.23,2,603.99,191.75,1207.98,partner
1895,927,FASTA Cash Loan,,2025-10-12 10:35:17,15309.92,6,3177.43,3754.69,19064.61,agent
1896,550,FASTA Cash Loan,1135,2025-11-16 19:34:38,14536.37,4,4329.82,2782.89,17319.26,website
1897,790,FASTA Cash Loan,4235,2025-10-02 22:40:25,989.73,3,402.0,216.27,1206.0,app
1898,1969,,,2026-06-13 10:10:52,1034.44,4,311.52,211.64,1246.08,website
1899,857,,2208,2025-10-25 07:45:30,1030.98,2,659.09,287.21,1318.19,
1900,1434,FASTA Repeat Customer Loan,5912,2026-02-16 09:44:20,5112.88,2,3192.82,1272.76,6385.64,
1901,502,,,2026-03-28 13:54:38,8236.28,6,1692.87,1920.96,10157.24,
1902,1951,FASTA Cash Loan,3867,2025-05-17 08:02:17,3300.3,3,1403.34,909.71,4210.01,app
1903,660,,3420,2026-04-16 16:52:46,479.08,6,96.91,102.39,581.47,
1904,730,FASTA Cash Loan,6498,2026-03-18 19:31:29,1466.54,5,352.22,294.55,1761.09,website
1905,820,,958,2025-09-15 08:25:00,2076.72,5,507.43,460.44,2537.16,agent
1906,1904,FASTA Repeat Customer Loan,,2026-02-07 08:16:23,3279.14,4,991.92,688.52,3967.66,partner
1907,487,FASTA Cash Loan,1126,2026-03-25 15:47:43,11694.33,2,7018.32,2342.31,14036.64,
1908,1420,FASTA Cash Loan,,2026-02-23 21:01:29,2501.99,6,520.99,623.96,3125.95,agent
1909,911,,471,2025-08-12 12:31:45,9534.37,6,1890.56,1809.01,,
1910,284,FASTA Cash Loan,3360,2025-12-16 12:17:19,11664.97,6,2408.32,2784.96,14449.93,website
1911,411,FASTA Cash Loan,2972,2026-01-25 20:38:04,1476.44,5,362.76,337.38,1813.82,
1912,694,FASTA Repeat Customer Loan,7604,2026-02-26 18:04:16,490.88,2,308.49,126.1,616.98,partner
1913,592,FASTA Cash Loan,,2026-05-20 12:39:58,2060.24,4,640.15,500.35,2560.59,agent
1914,453,FASTA Repeat Customer Loan,6144,2025-11-23 11:28:51,3281.35,4,,765.95,4047.3,app
1915,1337,FASTA Repeat Customer Loan,3640,2025-05-29 08:08:02,498.11,2,313.67,129.24,627.35,website
1916,1533,,,2025-07-21 18:04:11,8162.98,1,10274.2,2111.22,10274.2,
1917,1804,,4197,2025-08-13 13:10:42,8091.17,3,3390.28,2079.68,10170.85,
1918,1990,FASTA Repeat Customer Loan,4956,2025-12-26 08:16:49,2525.24,1,3018.9,493.66,3018.9,website
1919,871,FASTA Cash Loan,7288,2025-07-06 18:13:24,3396.72,1,4068.64,671.92,4068.64,agent
1920,1383,FASTA Cash Loan,7079,2025-09-13 10:43:21,11767.48,4,3479.4,2150.14,13917.62,website
1921,1088,FASTA Cash Loan,4008,2025-02-10 21:33:43,4773.27,4,1430.98,950.66,,partner
1922,1768,FASTA Cash Loan,5858,2025-11-12 08:09:00,15746.73,3,6680.17,4293.79,20040.52,partner
1923,19,,,2025-03-18 10:00:52,966.68,2,593.91,221.13,1187.81,website
1924,906,FASTA Repeat Customer Loan,6610,2026-06-10 18:28:08,4917.54,5,1247.57,1320.31,6237.85,partner
1925,549,,3866,2025-07-12 21:20:46,1027.08,5,243.99,192.89,1219.97,agent
1926,565,FASTA Repeat Customer Loan,5193,2025-02-13 12:57:44,9987.59,6,2086.27,2530.0,12517.59,agent
1927,1226,FASTA Cash Loan,,2025-06-02 09:22:25,9872.21,4,2972.13,2016.32,11888.53,app
1928,1524,FASTA Cash Loan,7287,2026-03-22 11:24:07,8109.36,4,2446.28,1675.76,9785.12,
1929,1178,FASTA Repeat Customer Loan,3220,2025-07-25 13:36:12,2489.41,3,1006.85,531.15,3020.56,website
1930,613,,1270,2025-10-18 12:08:20,3443.69,5,817.23,642.47,4086.16,partner
1931,1611,FASTA Cash Loan,4525,2026-05-26 13:32:12,2038.44,5,497.24,447.78,2486.22,partner
1932,13,FASTA Repeat Customer Loan,1703,2025-06-30 08:15:24,14312.77,3,,2992.05,17304.82,agent
1933,1887,FASTA Cash Loan,1018,2025-02-20 19:20:40,1484.46,2,902.81,321.16,1805.62,agent
1934,1286,,3676,2025-08-08 19:29:51,1025.76,4,325.31,275.49,1301.25,
1935,1429,,7378,2025-03-22 09:36:58,12327.18,6,2496.15,2649.72,14976.9,partner
1936,333,FASTA Repeat Customer Loan,,2026-05-24 16:24:17,14379.51,2,8685.93,2992.35,17371.86,agent
1937,818,,363,2026-05-18 10:52:22,2605.99,6,523.76,536.59,3142.58,
1938,1439,FASTA Cash Loan,1969,2025-11-16 14:50:34,499.05,5,127.57,138.8,637.85,
1939,1236,FASTA Repeat Customer Loan,3591,2026-04-09 16:05:54,7912.09,2,4871.07,1830.05,9742.14,
1940,1442,FASTA Repeat Customer Loan,2068,2025-09-13 10:30:33,14808.5,6,2978.15,3060.38,17868.88,agent
1941,1692,FASTA Repeat Customer Loan,7280,2025-07-02 12:35:56,1008.23,6,210.15,252.64,1260.87,
1942,950,FASTA Cash Loan,5523,2025-01-28 13:01:59,9823.52,4,2933.13,1909.01,11732.53,
1943,879,,7210,2025-08-16 16:13:03,8304.13,1,10047.76,1743.63,10047.76,
1944,1524,FASTA Repeat Customer Loan,3981,2026-02-19 15:05:12,14628.36,4,4470.97,3255.5,17883.86,
1945,929,,7497,2026-05-26 17:16:18,1044.67,4,319.95,235.13,1279.8,app
1946,17,FASTA Cash Loan,5530,2026-04-01 21:23:38,1467.65,1,1739.89,,1739.89,
1947,610,,5611,2025-03-07 15:56:50,3230.77,2,1909.77,588.77,3819.54,agent
1948,761,FASTA Repeat Customer Loan,5016,2025-01-30 18:00:25,510.36,5,130.2,140.62,650.98,website
1949,1561,FASTA Cash Loan,1061,2026-03-17 19:35:58,961.94,1,1183.3,221.36,1183.3,app
1950,299,FASTA Cash Loan,3221,2026-04-12 17:58:45,15132.56,4,4719.63,3745.98,18878.54,
1951,1671,FASTA Cash Loan,7822,2025-02-02 15:59:51,1025.28,1,1260.69,235.41,1260.69,website
1952,587,,722,2026-05-12 16:25:00,5237.83,4,1582.71,1093.01,6330.84,partner
1953,1066,,4615,2026-03-28 12:27:46,5001.89,2,3051.59,1101.28,6103.17,agent
1954,1938,,5199,2026-05-24 07:43:23,2576.49,4,798.56,617.74,3194.23,
1955,1005,FASTA Cash Loan,6896,2025-10-30 07:19:41,15240.65,1,19373.22,4132.57,19373.22,
1956,320,FASTA Cash Loan,2834,2026-01-15 19:06:25,9578.31,5,2305.14,1947.37,11525.68,website
1957,199,FASTA Cash Loan,1177,2025-03-09 14:46:31,8036.43,3,3184.79,1517.93,9554.36,
1958,793,FASTA Cash Loan,3982,2025-06-29 14:55:36,1539.57,4,483.61,394.85,1934.42,
1959,1960,,166,2026-03-27 17:26:47,1534.69,5,377.09,350.76,1885.45,
1960,120,,248,2025-05-02 14:41:51,1520.22,2,900.33,280.44,1800.66,
1961,1760,FASTA Repeat Customer Loan,6420,2025-11-25 09:45:34,2581.02,5,624.11,539.53,3120.55,agent
1962,687,FASTA Cash Loan,2220,2026-02-25 12:30:37,2573.56,6,522.9,563.86,3137.42,website
1963,182,FASTA Repeat Customer Loan,3677,2025-04-28 15:49:37,1487.51,5,371.24,368.69,1856.2,website
1964,1796,,4855,2025-12-08 21:41:05,-3265.4,3,1344.68,768.63,4034.03,partner
1965,345,FASTA Repeat Customer Loan,2930,2025-04-30 10:03:29,8110.91,4,2438.8,1644.28,9755.19,partner
1966,26,FASTA Cash Loan,4720,2025-06-12 11:21:05,2544.25,2,1503.25,462.24,3006.49,
1967,876,FASTA Cash Loan,1516,2025-11-22 08:11:37,499.12,2,315.74,132.37,631.49,partner
1968,955,FASTA Cash Loan,6245,2025-02-28 14:13:52,11699.64,1,14305.04,2605.4,14305.04,website
1969,254,,7572,2026-05-05 11:13:54,5098.92,1,6037.45,938.53,6037.45,partner
1970,1319,FASTA Cash Loan,6310,2025-05-06 11:32:08,1932.62,4,601.5,473.4,2406.02,app
1971,652,FASTA Repeat Customer Loan,6234,2025-01-08 10:45:45,14466.55,3,6142.14,3959.88,18426.43,website
1972,643,FASTA Cash Loan,7166,2025-05-02 08:03:02,8380.45,3,3432.99,1918.53,10298.98,partner
1973,982,FASTA Repeat Customer Loan,5928,2025-03-26 12:32:55,3209.46,3,1307.4,712.73,3922.19,agent
1974,1028,,,2026-03-08 09:42:09,2447.28,5,602.11,563.25,3010.53,
1975,1237,FASTA Repeat Customer Loan,6635,2025-07-22 13:58:51,10137.58,3,4311.87,2798.03,12935.61,website
1976,302,FASTA Cash Loan,7996,2025-09-23 14:22:16,1011.24,3,429.23,276.46,1287.7,
1977,252,,2403,2025-05-04 22:30:37,2535.95,2,1609.24,682.54,3218.49,website
1978,1992,FASTA Cash Loan,5885,2026-05-19 07:57:05,5033.83,6,1060.48,1329.08,6362.91,
1979,1818,,214,2025-06-19 21:20:10,2392.14,2,1482.6,573.05,2965.19,website
1980,1366,FASTA Cash Loan,1618,2025-01-28 13:26:16,975.6,5,241.3,230.9,1206.5,
1981,1786,FASTA Cash Loan,3334,2025-08-22 08:04:16,5066.02,2,3147.06,1228.1,6294.12,website
1982,1114,,6329,2026-01-14 21:51:12,-15317.29,4,4811.64,3929.29,19246.58,partner
1983,1438,FASTA Cash Loan,6259,2025-08-29 21:56:42,514.7,1,634.78,120.08,634.78,website
1984,1232,FASTA Cash Loan,3416,2025-08-12 20:51:16,8260.1,5,2017.5,1827.38,10087.48,website
1985,1519,FASTA Repeat Customer Loan,5820,2025-04-02 07:20:12,1992.57,3,802.73,415.61,2408.18,agent
1986,562,FASTA Repeat Customer Loan,6123,2025-01-19 14:08:28,12558.03,3,5249.22,3189.62,15747.65,agent
1987,916,FASTA Cash Loan,1968,2026-04-28 07:29:03,509.52,1,608.17,98.65,608.17,website
1988,823,,3612,2026-02-20 18:26:48,7702.17,6,1555.04,1628.06,9330.23,website
1989,1351,FASTA Repeat Customer Loan,3396,2025-07-14 22:42:09,2431.63,2,1531.08,630.52,3062.15,app
1990,606,FASTA Repeat Customer Loan,5188,2025-09-02 13:12:21,12487.62,1,14889.89,2402.27,14889.89,partner
1991,1756,FASTA Cash Loan,139,2026-05-07 21:22:06,499.92,6,101.88,111.37,611.29,
1992,474,FASTA Repeat Customer Loan,2178,2025-06-15 21:01:16,523.42,2,325.64,127.87,651.29,
1993,18,FASTA Repeat Customer Loan,1895,2025-11-16 19:35:38,9785.31,3,3895.5,1901.19,11686.5,
1994,1614,FASTA Cash Loan,1461,2026-05-02 10:27:35,3143.29,1,3803.03,659.74,3803.03,partner
1995,1018,,3110,2025-12-21 07:21:34,7984.41,3,3372.76,2133.88,10118.29,partner
1996,1828,FASTA Repeat Customer Loan,516,2026-04-12 07:23:59,2567.79,4,766.45,498.03,3065.82,partner
1997,1744,FASTA Cash Loan,3657,2025-12-28 17:18:55,518.38,4,153.05,93.82,,agent
1998,1362,FASTA Repeat Customer Loan,4974,2025-09-17 13:20:15,3458.43,6,710.08,802.04,4260.47,agent
1999,429,,,2025-03-20 08:59:15,1475.18,1,1828.1,352.92,1828.1,app
2000,1700,FASTA Repeat Customer Loan,3817,2025-08-15 20:51:41,4888.27,2,2943.98,,,
2001,979,FASTA Repeat Customer Loan,7817,2026-03-01 09:46:11,14579.83,4,4342.53,2790.29,17370.12,partner
2002,374,,5402,2025-04-25 15:19:43,2081.45,5,506.73,452.2,2533.65,website
2003,1853,FASTA Cash Loan,2958,2025-08-25 22:32:20,9967.6,2,6038.11,2108.62,12076.22,partner
2004,1880,,,2025-04-06 12:52:04,9747.85,2,5958.92,2169.99,11917.84,agent
2005,1314,,3642,2026-03-22 13:33:12,2549.72,5,614.43,522.41,3072.13,app
2006,1131,,4108,2025-03-19 09:17:26,4882.42,2,3117.14,1351.87,6234.29,app
2007,466,FASTA Repeat Customer Loan,2383,2026-02-14 16:14:35,9695.27,2,6019.34,2343.42,12038.69,
2008,1824,FASTA Cash Loan,2762,2025-12-24 19:02:59,1048.11,2,669.0,289.89,1338.0,partner
2009,1142,,4473,2026-05-28 17:41:28,983.92,3,417.43,268.38,1252.3,agent
2010,436,FASTA Repeat Customer Loan,5140,2026-02-06 17:48:34,2607.47,1,3189.83,582.36,3189.83,app
2011,755,FASTA Cash Loan,2186,2025-08-06 18:19:00,4752.59,5,1195.9,1226.93,5979.52,
2012,1686,,2095,2026-03-06 09:09:05,1433.78,4,442.09,334.56,1768.34,website
2013,1181,FASTA Repeat Customer Loan,2935,2025-09-20 18:48:50,-9838.49,5,2506.84,2695.71,12534.2,agent
2014,1022,FASTA Cash Loan,3662,2026-02-07 14:39:00,4905.43,5,1172.37,956.42,5861.85,
2015,626,FASTA Repeat Customer Loan,,2026-05-20 17:22:53,2011.85,4,638.31,541.38,2553.23,agent
2016,516,FASTA Cash Loan,1900,2025-09-19 22:35:32,-9763.92,3,4124.51,2609.6,12373.52,agent
2017,247,,3254,2025-06-28 11:25:03,1016.0,4,308.7,218.81,1234.81,app
2018,556,FASTA Cash Loan,,2026-05-05 21:51:25,508.3,4,156.02,115.78,624.08,website
2019,1821,FASTA Repeat Customer Loan,7160,2025-10-23 16:53:46,494.39,6,97.72,91.93,586.32,website
2020,1222,FASTA Repeat Customer Loan,1393,2026-03-14 22:13:37,1432.4,4,425.55,269.8,1702.2,website
2021,58,FASTA Cash Loan,,2025-01-22 19:12:50,1540.35,2,928.33,316.3,1856.65,website
2022,1796,FASTA Cash Loan,5064,2026-02-12 07:03:15,14590.66,2,9292.28,3993.9,18584.56,website
2023,1302,FASTA Repeat Customer Loan,4484,2025-10-30 15:42:49,14543.8,1,18393.23,3849.43,18393.23,
2024,1148,,2837,2025-03-12 10:04:02,7649.74,2,4517.31,1384.88,9034.62,website
2025,1752,,4261,2025-06-18 10:10:25,1966.74,6,412.83,510.27,2477.01,
2026,108,,299,2025-06-08 17:07:24,2410.98,4,764.42,646.72,3057.7,partner
2027,457,FASTA Cash Loan,650,2025-03-04 08:21:14,4929.74,3,1989.42,1038.52,5968.26,partner
2028,1600,FASTA Repeat Customer Loan,3396,2026-05-24 20:46:56,1905.15,5,480.24,496.03,2401.18,website
2029,699,FASTA Cash Loan,2415,2026-06-07 13:10:16,1466.68,3,592.45,310.68,,
2030,755,FASTA Repeat Customer Loan,441,2025-12-28 08:29:11,14458.14,5,3603.15,3557.63,18015.77,app
2031,1975,FASTA Cash Loan,4836,2025-12-10 19:03:03,2023.4,6,406.24,414.04,2437.44,
2032,464,FASTA Repeat Customer Loan,,2025-01-12 14:10:47,9818.56,6,1999.86,2180.62,11999.18,app
2033,368,FASTA Repeat Customer Loan,7433,2026-04-13 15:07:49,2508.23,1,3155.39,647.16,3155.39,
2034,44,FASTA Cash Loan,5043,2026-03-12 07:56:45,1445.35,1,1731.7,286.35,1731.7,app
2035,1913,FASTA Cash Loan,6181,2025-05-01 07:23:15,2056.41,3,870.48,555.02,2611.43,agent
2036,1629,FASTA Repeat Customer Loan,,2025-04-26 20:19:26,1018.25,3,401.68,186.8,1205.05,
2037,299,FASTA Repeat Customer Loan,2850,2025-09-02 19:41:29,5057.22,4,1514.98,1002.7,6059.92,agent
2038,1029,,5093,2026-06-06 18:57:32,1943.65,5,496.27,537.68,2481.33,partner
2039,7,,2353,2025-01-11 18:31:52,5179.23,4,1655.41,1442.42,6621.65,app
2040,578,FASTA Repeat Customer Loan,2596,2026-05-30 08:24:24,1448.94,2,882.86,316.79,1765.73,agent
2041,1521,FASTA Repeat Customer Loan,6677,2026-01-03 17:49:42,3438.45,2,2139.24,840.02,4278.47,agent
2042,1866,FASTA Cash Loan,2421,2026-04-26 13:39:44,7754.81,3,3129.59,1633.95,9388.76,app
2043,1655,,,2026-01-20 12:48:34,1955.61,3,774.32,367.34,2322.95,app
2044,1415,FASTA Repeat Customer Loan,4248,2025-08-24 21:16:10,8216.79,3,3232.11,1479.55,9696.34,
2045,222,,6507,2026-04-30 14:38:26,1515.87,2,966.99,418.11,1933.98,app
2046,972,,1560,2026-02-22 07:27:20,12573.39,6,2473.64,2268.43,14841.82,website
2047,699,,3274,2026-05-09 12:32:52,1567.12,5,398.38,,1991.88,agent
2048,1743,FASTA Repeat Customer Loan,4898,2025-01-18 07:15:36,4757.49,1,6059.03,1301.54,6059.03,website
2049,1230,FASTA Cash Loan,6647,2026-03-08 14:21:17,1546.84,6,312.68,329.24,1876.08,app
2050,1611,FASTA Repeat Customer Loan,887,2025-04-25 11:21:26,1547.99,3,611.4,286.21,1834.2,agent
2051,1436,FASTA Cash Loan,4222,2025-11-26 08:40:59,15705.37,3,6254.58,3058.36,18763.73,partner
2052,1485,FASTA Repeat Customer Loan,1718,2026-03-26 11:04:40,-3295.74,2,2094.6,893.45,4189.19,app
2053,364,,6164,2026-04-26 07:44:29,15746.13,2,9317.01,2887.89,18634.02,website
2054,951,FASTA Cash Loan,2454,2026-05-27 21:17:35,11746.2,1,14591.4,2845.2,14591.4,agent
2055,362,FASTA Cash Loan,7707,2025-07-03 08:31:54,496.43,6,105.17,134.58,631.01,app
2056,1664,FASTA Repeat Customer Loan,5752,2025-10-28 16:07:03,-5211.62,3,2223.5,1458.88,6670.5,
2057,897,FASTA Repeat Customer Loan,3396,2025-08-23 15:39:28,12258.12,1,15682.99,3424.87,15682.99,
2058,336,,6023,2025-12-02 18:20:59,1463.72,4,441.15,300.9,1764.62,
2059,1876,FASTA Cash Loan,,2025-12-06 22:43:53,11574.66,1,14528.0,2953.34,14528.0,
2060,1732,FASTA Cash Loan,4377,2025-01-21 21:30:30,8273.62,1,10097.05,1823.43,10097.05,app
2061,688,,7117,2025-03-29 17:43:41,-9600.57,2,5790.32,1980.07,11580.64,
2062,728,FASTA Cash Loan,1952,2026-05-27 14:22:55,1009.63,6,201.2,197.54,1207.17,website
2063,1142,FASTA Cash Loan,7548,2026-02-08 13:49:25,519.55,6,104.14,105.27,624.82,
