payment_id,loan_id,schedule_id,payment_date,payment_amount_zar,payment_method,payment_status,bank_reference,naedo_run_id
2913,1099,3200,2026-05-19,304.21,Manual EFT,FAILED,BANKREF-56961439,
2914,872,7933,21/03/2026,2681.12,debit order,success,BANKREF-40855681,NAEDO-510847
2915,1550,7337,31/10/2026,3806.01,debit order,SUCCESS,BANKREF-05843679,NAEDO-458101
2916,208,4530,2025-04-18,2106.02,Card,failed,BANKREF-36427944,
2917,1071,8555,21/06/2026,2599.61,Card,failed,BANKREF-71311919,
2918,1500,,2026-11-25,2087.81,debit order,PENDING,BANKREF-38848249,
2919,684,2781,2025-12-22,533.54,debit order,FAILED,,
2920,1327,8525,2026-01-17,2977.37,Manual EFT,success,BANKREF-71329485,
2921,950,169,2026-07-14,3115.37,debit order,PENDING,BANKREF-75416932,NAEDO-587970
2922,524,7254,2025-04-17,729.32,debit order,REVERSED,BANKREF-79743619,NAEDO-632755
2923,1762,1373,2025-02-08,306.82,Cash Deposit,failed,BANKREF-43763702,
2924,946,3080,2026-07-20,2645.74,Manual EFT,PENDING,BANKREF-26673879,
2925,1039,6063,2026-06-29,3985.74,Card,FAILED,BANKREF-46455528,NAEDO-357033
2926,756,,2026-08-01,4408.13,Card,SUCCESS,BANKREF-73261051,
2927,1655,,2026-09-24,4607.91,Cash Deposit,REVERSED,BANKREF-29256970,NAEDO-927518
2928,1508,3320,2025-08-30,2329.28,Cash Deposit,REVERSED,BANKREF-48249132,NAEDO-934552
2929,1009,2148,2025-10-13,4779.79,Cash Deposit,REVERSED,BANKREF-44986654,
2930,1633,8990,2026-08-20,1079.24,debit order,REVERSED,BANKREF-46764879,
2931,1800,5432,2026-01-20,754.57,Debit Order,SUCCESS,,
2932,616,1549,2026-02-04,2160.94,debit order,SUCCESS,BANKREF-72542167,NAEDO-848251
2933,1034,3118,2025-05-09,4981.24,Card,SUCCESS,BANKREF-34276787,NAEDO-377488
2934,1080,165,2025-12-10,1408.91,Cash Deposit,REVERSED,BANKREF-05514284,NAEDO-230825
2935,90,6,08-03-2025,2010.95,debit order,PENDING,,NAEDO-861964
2936,245,1412,2025-09-13,2894.08,Manual EFT,failed,BANKREF-12453233,NAEDO-361803
2937,1549,2340,2026-04-30,4424.66,Debit Order,FAILED,,NAEDO-218060
2938,953,7370,2025-08-19,2691.8,Card,PENDING,,
2939,961,6197,2026-06-20,3547.27,debit order,success,BANKREF-93846084,
2940,1516,3094,2025-02-28,4647.39,Card,REVERSED,BANKREF-10922029,
2941,55,4507,2025-09-07,4123.63,Cash Deposit,SUCCESS,BANKREF-23310785,
2942,194,4985,2025-05-06,758.28,Debit Order,FAILED,BANKREF-22764777,NAEDO-346764
2943,207,,28 Nov 2025,4234.21,Debit Order,REVERSED,BANKREF-83089467,NAEDO-786091
2944,1694,999,2025-07-27,4647.6,Manual EFT,success,,
2945,1725,5936,2025-08-14,4211.45,Manual EFT,success,BANKREF-75512883,
2946,531,4871,2025-02-28,3078.62,Cash Deposit,REVERSED,BANKREF-70153346,
2947,1278,4461,2026-05-25,4895.53,Cash Deposit,SUCCESS,BANKREF-32123316,NAEDO-488798
2948,1373,1653,2025-03-12,2036.18,Debit Order,PENDING,BANKREF-91075348,NAEDO-965456
2949,662,4382,05-24-2025,1807.61,Debit Order,SUCCESS,,NAEDO-238295
2950,835,5778,2025-07-25,3702.4,Debit Order,PENDING,BANKREF-21920512,
2951,1056,833,2025-02-03,3855.86,Manual EFT,PENDING,BANKREF-35196465,
2952,413,1906,2025-05-03,4128.49,debit order,PENDING,BANKREF-14861916,
2953,600,3333,21 Feb 2025,398.72,Card,SUCCESS,BANKREF-16540947,
2954,96,1079,2025-05-03,368.58,Debit Order,failed,BANKREF-28551495,NAEDO-511198
2955,131,5168,2025-05-30,2747.59,Card,FAILED,BANKREF-33537214,
2956,1513,2471,07 Apr 2026,3574.37,Cash Deposit,failed,BANKREF-11922493,
2957,318,6577,2026-08-20,2517.61,Manual EFT,FAILED,BANKREF-55623703,NAEDO-169333
2958,630,2261,2026-10-28,2330.77,debit order,SUCCESS,BANKREF-27028826,NAEDO-130749
2959,426,2370,2025-05-21,3124.49,Cash Deposit,SUCCESS,BANKREF-66590232,
2960,1375,575,2025-06-10,683.12,Card,SUCCESS,,
2961,1279,1818,2026-01-11,2837.77,Debit Order,PENDING,BANKREF-04163720,
2962,1784,6017,2025-09-02,3818.01,debit order,SUCCESS,BANKREF-56146748,NAEDO-498669
2963,106,,2025-10-03,3818.3,Card,PENDING,BANKREF-98379576,
2964,658,5773,2026-05-09,3910.97,Debit Order,success,BANKREF-15371130,NAEDO-674217
2965,931,,2026-04-19,3893.71,Manual EFT,PENDING,BANKREF-43066052,
2966,89,8781,2025-09-15,313.04,debit order,success,BANKREF-49514145,NAEDO-925530
2967,988,445,20260416,1033.21,debit order,PENDING,BANKREF-78266441,
2968,1450,,2026-01-28,2547.9,Cash Deposit,success,BANKREF-43919215,NAEDO-551443
2969,120,1385,2026-02-21,256.2,Manual EFT,FAILED,BANKREF-43740663,NAEDO-767584
2970,201,84,2026-04-10,3082.46,Manual EFT,SUCCESS,BANKREF-61582497,NAEDO-412245
2971,1409,23,2026-03-31,2730.77,Manual EFT,failed,BANKREF-21905578,NAEDO-969730
2972,354,4792,10 Feb 2026,1154.31,Manual EFT,failed,,NAEDO-455071
2973,1618,7783,2025-09-09,1810.13,Card,failed,BANKREF-23270275,NAEDO-193033
2974,878,2229,2025-04-16,1912.58,Debit Order,REVERSED,BANKREF-42231207,NAEDO-194726
2975,1081,4309,2025-07-01,4243.21,Cash Deposit,FAILED,BANKREF-39053160,
2976,60,8843,20260321,3291.62,Manual EFT,REVERSED,BANKREF-28150981,
2977,1522,,20260705,2108.14,Cash Deposit,success,BANKREF-63621101,NAEDO-926093
2978,71,1247,2025-06-27,4256.33,Debit Order,PENDING,BANKREF-55843108,NAEDO-684226
2979,46,7826,2026-08-06,4517.1,Manual EFT,success,BANKREF-00170461,
2980,280,,2025-06-13,1867.43,Manual EFT,failed,BANKREF-65545137,NAEDO-660260
2981,90,4607,2025-10-25,4281.67,Card,failed,BANKREF-98403883,
2982,261,3518,2025-10-30,3723.86,Card,REVERSED,BANKREF-49553113,
2983,982,8176,2025-04-26,4501.81,Manual EFT,REVERSED,BANKREF-63982453,
2984,1538,8005,2025-07-26,1256.89,Debit Order,SUCCESS,BANKREF-59217170,
2985,464,6640,05-27-2025,3778.81,Card,FAILED,BANKREF-87361573,
2986,448,6442,2025-03-18,4635.45,Cash Deposit,PENDING,BANKREF-65002966,
2987,1677,6875,2025-02-26,3344.0,Debit Order,success,BANKREF-08069384,NAEDO-642228
2988,129,,2026-04-10,1395.18,Debit Order,REVERSED,BANKREF-35338407,
2989,1678,498,2025-03-13,3456.84,Cash Deposit,failed,BANKREF-37965896,
2990,1559,8444,20261025,1416.15,debit order,success,,NAEDO-765579
2991,234,7767,2025-02-21,1571.01,Debit Order,PENDING,BANKREF-01709245,NAEDO-982325
2992,166,366,2025-09-25,4989.96,Debit Order,failed,BANKREF-53726007,NAEDO-140315
2993,1293,2267,2025-07-12,3981.28,Debit Order,success,BANKREF-87759792,NAEDO-339691
2994,925,1993,2026-01-01,1502.84,Card,FAILED,BANKREF-40418418,
2995,727,3345,2026-06-27,3174.14,Cash Deposit,FAILED,BANKREF-23159933,NAEDO-510516
2996,1517,7707,20250311,4509.0,Debit Order,FAILED,BANKREF-73173793,
2997,1586,5334,2026-06-25,758.94,Cash Deposit,failed,BANKREF-31231946,NAEDO-900972
2998,341,8331,2026-06-14,1542.03,Manual EFT,SUCCESS,BANKREF-42985442,
2999,1133,2183,2025-10-26,2058.53,debit order,REVERSED,BANKREF-36328199,
3000,1343,5704,2026-06-04,4377.33,Cash Deposit,FAILED,,
3001,1553,1779,2025-10-24,3440.66,Debit Order,FAILED,BANKREF-40553785,
3002,75,6251,2025-06-16,3212.11,Cash Deposit,PENDING,BANKREF-12462571,NAEDO-601254
3003,1134,1359,2025-03-14,1272.84,debit order,failed,BANKREF-32540528,
3004,1582,8586,2026-07-19,1949.77,debit order,FAILED,,
3005,1566,8987,2026-07-16,3696.88,Manual EFT,failed,BANKREF-87651584,NAEDO-768349
3006,1559,6281,2025-08-19,2805.76,Debit Order,FAILED,BANKREF-17141398,NAEDO-752055
3007,637,8963,2025-02-05,3683.29,Debit Order,FAILED,BANKREF-83298745,
3008,1550,3322,2025-02-08,2511.47,Debit Order,FAILED,BANKREF-21547994,
3009,803,1107,2026-05-23,4843.03,debit order,SUCCESS,BANKREF-69282211,
3010,400,3749,2025-07-09,2872.61,Card,PENDING,BANKREF-17565100,
3011,1783,8365,2026-10-20,4482.18,Cash Deposit,PENDING,BANKREF-63833074,
3012,1009,2868,2025-02-28,1928.55,Cash Deposit,SUCCESS,BANKREF-36675371,
3013,666,,2025-10-27,2560.5,Cash Deposit,PENDING,BANKREF-37476581,
3014,697,8859,2025-02-24,2391.65,debit order,failed,,NAEDO-924919
3015,80,3865,2026-01-25,4893.13,Cash Deposit,PENDING,BANKREF-04413083,
3016,1732,5817,2025-06-21,4941.34,Cash Deposit,PENDING,BANKREF-21157825,NAEDO-254199
3017,1352,6278,2025-06-18,3479.16,Card,REVERSED,,
3018,1586,7015,2026-02-22,936.25,debit order,failed,BANKREF-13500246,
3019,987,6632,2025-08-23,2657.05,Debit Order,PENDING,BANKREF-73617852,
3020,155,1967,2026-06-11,3101.76,Card,PENDING,BANKREF-91403368,NAEDO-840225
3021,441,1922,2026-05-20,3370.67,debit order,failed,BANKREF-26415489,
3022,1791,5400,2026-01-23,4231.84,Card,PENDING,BANKREF-67465844,
3023,569,2799,2025-10-19,988.95,Debit Order,SUCCESS,,
3024,320,3319,2025-02-15,1679.22,Manual EFT,REVERSED,BANKREF-89696339,NAEDO-185563
3025,1390,4791,2025-06-23,339.05,Debit Order,SUCCESS,BANKREF-06579855,
3026,1243,3377,2025-08-20,4626.41,Card,PENDING,BANKREF-88021685,
3027,670,8212,2026-02-03,609.61,debit order,FAILED,BANKREF-88474369,NAEDO-769762
3028,1236,1751,2025-09-14,270.87,Cash Deposit,FAILED,BANKREF-55479514,NAEDO-289600
3029,296,1794,2026-01-04,2412.55,Cash Deposit,success,BANKREF-60238476,
3030,462,7206,2025-03-31,1649.54,Cash Deposit,failed,BANKREF-27013041,
3031,1697,3104,2025-11-14,-3100.09,Manual EFT,failed,BANKREF-72266869,NAEDO-668504
3032,1719,1441,2026-03-02,4089.61,Debit Order,failed,BANKREF-71777583,
3033,1640,3772,2025-12-09,2024.97,Cash Deposit,SUCCESS,BANKREF-07337656,
3034,1024,3471,20261004,3547.6,Debit Order,REVERSED,,NAEDO-616745
3035,470,8209,2025-06-21,2278.96,Card,SUCCESS,BANKREF-07461727,
3036,340,8932,30 Apr 2025,3545.41,Debit Order,failed,BANKREF-70700545,
3037,1494,7701,2026-06-29,4389.99,Debit Order,REVERSED,BANKREF-43962926,
3038,1421,1027,2025-07-30,3840.61,Cash Deposit,REVERSED,BANKREF-46455070,
3039,1217,4652,2026-07-24,3898.66,Cash Deposit,FAILED,BANKREF-28082846,
3040,1081,3670,2025-05-18,3539.36,Manual EFT,REVERSED,BANKREF-34690320,
3041,443,1642,2026-01-09,605.11,Manual EFT,FAILED,BANKREF-46166474,
3042,1234,700,2025-05-04,4926.43,Manual EFT,success,BANKREF-39217010,NAEDO-181103
3043,315,8089,2026-04-14,1100.36,Debit Order,SUCCESS,BANKREF-65641076,NAEDO-181544
3044,836,1742,2026-04-23,3794.54,Manual EFT,PENDING,BANKREF-66751498,
3045,661,1619,2025-07-24,3949.0,debit order,FAILED,BANKREF-42708681,NAEDO-456161
3046,527,6233,2026-01-04,3750.57,Debit Order,REVERSED,,
3047,1717,5580,2026-04-16,2204.96,Card,REVERSED,BANKREF-66945801,NAEDO-455166
3048,917,4405,2026-06-01,3159.79,debit order,PENDING,BANKREF-00463713,NAEDO-576924
3049,1040,1726,2026-01-27,2449.67,Debit Order,SUCCESS,BANKREF-20845583,NAEDO-490200
3050,742,2236,2026-07-02,4010.43,debit order,success,BANKREF-51243637,NAEDO-861244
3051,1740,5300,2025-03-07,464.93,Cash Deposit,PENDING,BANKREF-30179196,
3052,327,,2026-02-08,1130.1,Cash Deposit,PENDING,BANKREF-30531225,
3053,1458,5594,2025-10-01,971.21,Manual EFT,success,BANKREF-92603277,NAEDO-150805
3054,1696,5602,2025-02-09,1568.71,Manual EFT,REVERSED,BANKREF-48013019,
3055,1180,5828,2025-12-09,3623.56,Cash Deposit,FAILED,BANKREF-72405448,
3056,188,5094,03/04/2025,3013.65,Cash Deposit,success,BANKREF-14475465,
3057,1187,4359,29/05/2025,2072.57,Manual EFT,success,,NAEDO-221875
3058,1224,5601,20260727,621.54,Cash Deposit,FAILED,BANKREF-50067404,NAEDO-750888
3059,1584,5369,2025-05-05,4927.7,Manual EFT,SUCCESS,BANKREF-17589613,
3060,556,8504,2025-09-29,3527.97,debit order,success,BANKREF-86180333,
3061,742,,2025-05-30,2330.89,Debit Order,FAILED,BANKREF-07508555,
3062,1756,1025,2025-03-21,4789.74,Cash Deposit,FAILED,BANKREF-52238263,
3063,1719,2989,2026-09-24,2249.28,debit order,success,BANKREF-22340780,NAEDO-389747
3064,356,7553,2026-01-13,674.9,Debit Order,FAILED,BANKREF-92069728,
3065,1614,4161,2026-02-06,-2023.41,Manual EFT,success,BANKREF-79416900,NAEDO-984131
3066,497,137,2025-07-10,-316.15,debit order,REVERSED,BANKREF-76693181,NAEDO-660788
3067,1232,7203,2026-05-19,4385.57,Card,failed,BANKREF-42995381,
3068,1037,7805,2026-06-29,3742.64,Debit Order,FAILED,BANKREF-46105170,NAEDO-448774
3069,446,2262,2026-05-19,1975.85,Card,failed,BANKREF-36760591,
3070,1565,659,2026-02-23,4718.65,debit order,REVERSED,BANKREF-10153566,
3071,1664,5194,2025-03-03,4204.05,Cash Deposit,FAILED,BANKREF-94340900,NAEDO-205253
3072,924,,14/06/2025,2187.88,debit order,FAILED,BANKREF-36026205,NAEDO-808241
3073,401,5510,2026-03-18,3321.17,Manual EFT,SUCCESS,BANKREF-92979155,NAEDO-138879
3074,1082,7106,2026-01-10,622.04,Debit Order,success,BANKREF-51123854,NAEDO-381095
3075,1000,4880,2025-12-01,4399.17,Debit Order,FAILED,BANKREF-40020490,
3076,1686,7836,2025-11-28,4344.57,debit order,REVERSED,BANKREF-74743992,
3077,1790,2531,2025-11-20,4066.08,Manual EFT,SUCCESS,BANKREF-15604893,
3078,923,7974,2025-08-08,-2052.49,debit order,FAILED,BANKREF-86275984,
3079,514,5018,2026-06-11,2837.32,debit order,failed,BANKREF-73366817,
3080,253,4021,2026-05-27,2177.72,Manual EFT,FAILED,BANKREF-51015240,NAEDO-581349
3081,1457,6427,2025-02-23,663.57,Manual EFT,REVERSED,,
3082,823,2069,2025-03-23,1732.82,Cash Deposit,PENDING,BANKREF-78391507,NAEDO-576435
3083,758,5233,2025-03-27,-2580.63,debit order,REVERSED,,
3084,1708,2365,2026-07-06,3564.38,Card,failed,BANKREF-27907647,
3085,1291,4031,2025-02-03,-1574.2,Card,success,BANKREF-67790374,NAEDO-279572
3086,1315,1263,13 Jul 2025,4514.17,Cash Deposit,FAILED,BANKREF-26144615,
3087,316,6024,20250204,3770.28,debit order,SUCCESS,BANKREF-87417849,
3088,817,3551,2025-08-24,1641.83,Cash Deposit,PENDING,BANKREF-20458936,
3089,1619,2598,2025-08-14,4265.27,Cash Deposit,PENDING,BANKREF-11468219,NAEDO-164067
3090,965,8480,2025-03-19,570.31,Cash Deposit,REVERSED,,
3091,1605,7326,2025-06-19,2373.18,Debit Order,PENDING,BANKREF-99491686,NAEDO-946094
3092,1355,1887,2026-03-25,4715.56,Card,PENDING,BANKREF-32769158,NAEDO-787812
3093,914,1936,2025-03-27,3833.08,Manual EFT,failed,BANKREF-15741085,
3094,813,1878,2025-10-08,1234.6,debit order,SUCCESS,BANKREF-04336339,
3095,310,5597,20250620,4124.6,Debit Order,success,,
3096,767,2161,2026-03-18,3669.67,Debit Order,REVERSED,BANKREF-36364969,
3097,1579,1639,2026-06-07,4971.66,Manual EFT,success,BANKREF-12221222,
3098,1453,1385,2025-12-11,2407.28,Card,SUCCESS,BANKREF-39736402,
3099,1262,8851,2026-06-30,4235.53,Debit Order,FAILED,BANKREF-14459272,NAEDO-676292
3100,1391,5816,2025-06-08,3391.6,debit order,success,,
3101,320,4708,2025-08-03,3686.72,debit order,PENDING,BANKREF-82595356,
3102,698,5218,2026-06-10,3381.19,Manual EFT,SUCCESS,BANKREF-10077741,
3103,251,,2025-09-03,442.76,debit order,REVERSED,BANKREF-37004064,
3104,1659,,2025-08-27,2760.83,Cash Deposit,success,BANKREF-38881870,
3105,233,,2026-03-10,3687.52,Card,success,BANKREF-13113895,
3106,408,7191,2025-05-06,1407.52,debit order,PENDING,BANKREF-34375227,
3107,517,2359,2026-01-03,483.11,Card,FAILED,BANKREF-49062792,NAEDO-501014
3108,322,8089,2026-04-24,2178.67,Manual EFT,failed,,
3109,335,8596,01 Mar 2025,3091.2,Cash Deposit,FAILED,BANKREF-32683539,
3110,989,8602,2026-07-31,833.77,Cash Deposit,success,BANKREF-39664189,NAEDO-624564
3111,1742,8886,2025-08-29,3610.55,Cash Deposit,SUCCESS,BANKREF-95954728,
3112,522,3743,2026-06-01,2241.7,Manual EFT,REVERSED,BANKREF-73994234,
3113,294,1144,2025-12-03,2742.56,Cash Deposit,failed,BANKREF-75365254,
3114,145,5959,2026-03-01,258.67,Manual EFT,failed,BANKREF-50776549,
3115,1044,7069,2026-06-24,1700.99,Card,FAILED,BANKREF-16953336,
3116,572,4488,2025-12-01,1122.84,Debit Order,success,BANKREF-79363331,NAEDO-304845
3117,1364,4702,2026-02-10,4545.47,Debit Order,REVERSED,BANKREF-90428120,
3118,1696,5285,2026-07-17,3124.5,Cash Deposit,failed,BANKREF-63182700,
3119,1514,,2025-05-09,1374.98,Manual EFT,SUCCESS,BANKREF-40838567,
3120,1416,4579,2025-06-19,723.85,debit order,success,BANKREF-41341820,NAEDO-359887
3121,564,,2026-10-29,4828.9,Card,SUCCESS,BANKREF-43011622,NAEDO-385663
3122,139,4308,2025-11-25,879.09,Debit Order,failed,BANKREF-28217357,
3123,859,284,2026-08-25,1161.6,Debit Order,success,BANKREF-73861659,NAEDO-491863
3124,237,8598,2026-03-26,1988.74,debit order,failed,BANKREF-58380442,
3125,712,2594,2025-02-12,2145.67,Cash Deposit,PENDING,BANKREF-71109966,
3126,38,5824,2026-05-16,3226.93,Manual EFT,failed,BANKREF-87679312,NAEDO-198249
3127,442,2126,2026-03-17,2008.48,Card,REVERSED,BANKREF-91795867,NAEDO-774190
3128,1796,3467,2025-04-13,3827.83,Manual EFT,REVERSED,BANKREF-67762755,
3129,449,6241,16/04/2026,-1747.98,Debit Order,SUCCESS,BANKREF-35482172,NAEDO-465593
3130,271,2637,2025-10-30,3534.35,Manual EFT,REVERSED,BANKREF-15533172,
3131,1678,5168,2026-01-22,2727.3,Card,REVERSED,BANKREF-22182802,
3132,887,721,2026-01-16,3040.39,Manual EFT,failed,BANKREF-21235071,
3133,567,5360,2025-04-24,3673.75,Card,FAILED,BANKREF-23451491,NAEDO-266042
3134,1089,8733,2025-08-11,4062.11,Debit Order,failed,BANKREF-87599395,NAEDO-212854
3135,482,8788,2026-02-10,531.4,Cash Deposit,success,BANKREF-05721593,NAEDO-435211
3136,1623,5395,06-16-2025,666.92,Manual EFT,failed,BANKREF-38762190,NAEDO-645651
3137,1562,3921,2025-04-11,2049.39,Manual EFT,FAILED,BANKREF-48166835,NAEDO-375924
3138,997,6031,2026-03-07,1775.6,Manual EFT,success,BANKREF-84696202,NAEDO-506955
3139,815,4008,2025-11-03,876.01,debit order,FAILED,BANKREF-09724610,
3140,858,1412,2025-09-01,1202.31,debit order,SUCCESS,BANKREF-60774917,
3141,149,6177,2025-02-13,1829.07,Card,SUCCESS,BANKREF-06154884,
3142,717,8655,2025-10-01,4899.85,Cash Deposit,success,BANKREF-28739430,
3143,735,1670,2026-06-30,4685.44,Debit Order,PENDING,BANKREF-90323470,
3144,1667,4414,2026-04-29,2409.05,Cash Deposit,REVERSED,BANKREF-33316545,NAEDO-420739
3145,1038,2313,16/11/2025,4214.61,Cash Deposit,FAILED,BANKREF-26283957,
3146,282,8068,2026-05-21,359.02,Card,failed,BANKREF-54395618,
3147,218,1384,2026-01-04,4140.66,debit order,success,BANKREF-33552041,
3148,253,5187,2026-07-14,4216.94,Cash Deposit,failed,BANKREF-28443773,
3149,1103,1230,2026-02-26,-2772.72,Debit Order,FAILED,BANKREF-70801552,
3150,1443,8075,2025-06-22,4516.38,Manual EFT,FAILED,BANKREF-51789478,
3151,1253,5328,2025-11-01,3557.37,debit order,SUCCESS,,
3152,572,2518,2025-10-06,495.84,Manual EFT,failed,BANKREF-03219894,
3153,177,2759,2025-04-24,1106.97,debit order,REVERSED,BANKREF-38931026,
3154,414,2730,2025-08-14,414.92,debit order,PENDING,BANKREF-01329001,NAEDO-707503
3155,1146,2672,20260224,242.26,Debit Order,FAILED,BANKREF-72496328,
3156,1530,,2026-01-30,1469.63,Manual EFT,REVERSED,BANKREF-30971049,NAEDO-830189
3157,1585,7062,2025-10-02,2754.37,debit order,REVERSED,BANKREF-53186987,
3158,735,5380,2025-10-15,4724.14,Debit Order,failed,BANKREF-64332867,NAEDO-574583
3159,1600,5764,2026-07-22,1581.95,Debit Order,SUCCESS,BANKREF-03396855,NAEDO-941830
3160,1380,6015,2025-03-11,2935.92,Debit Order,SUCCESS,BANKREF-83532938,
3161,32,5620,2025-02-15,-3297.77,Debit Order,FAILED,,NAEDO-610892
3162,418,,2025-07-27,497.31,Manual EFT,SUCCESS,,
3163,1310,1646,2026-04-15,2436.66,Manual EFT,success,BANKREF-85248608,
3164,1600,3371,2025-09-11,2449.14,Card,SUCCESS,BANKREF-85609477,
3165,1165,2236,2025-09-20,851.61,Manual EFT,success,,
3166,200,684,2026-03-12,4957.79,Cash Deposit,FAILED,BANKREF-75608725,
3167,343,8915,2025-11-23,3664.42,Cash Deposit,PENDING,BANKREF-83355330,NAEDO-627139
3168,737,3638,2025-10-24,1191.57,Debit Order,failed,BANKREF-11773323,NAEDO-115692
3169,892,4549,2026-01-20,2739.79,Debit Order,REVERSED,BANKREF-68250043,
3170,2,3530,2025-07-05,3025.7,Debit Order,SUCCESS,,
3171,911,5727,2026-04-12,229.18,debit order,PENDING,BANKREF-89907850,
3172,1596,7584,2026-07-24,3439.16,debit order,REVERSED,BANKREF-31421819,NAEDO-627012
3173,1338,5830,2026-06-26,1681.49,debit order,REVERSED,BANKREF-64786005,
3174,482,7052,2026-07-06,888.98,Card,success,BANKREF-66861873,
3175,846,5841,2026-05-15,1074.38,Card,failed,BANKREF-89750003,NAEDO-940475
3176,1237,,20250817,472.36,Cash Deposit,success,BANKREF-17989597,
3177,1089,5761,2026-09-16,1329.23,Debit Order,REVERSED,BANKREF-62902505,NAEDO-381836
3178,477,3543,2025-04-05,2266.95,Debit Order,SUCCESS,,
3179,343,370,2026-05-24,628.95,Cash Deposit,success,BANKREF-66600077,
3180,933,5522,2025-10-11,4559.53,Card,failed,BANKREF-85196366,
3181,1576,8463,2025-06-05,986.25,Cash Deposit,success,BANKREF-73323103,NAEDO-267136
3182,919,2919,2026-03-12,878.35,Debit Order,FAILED,BANKREF-78820329,
3183,1611,2885,2025-11-01,4818.25,debit order,FAILED,BANKREF-88949888,NAEDO-162128
3184,1122,2629,12 May 2025,-2085.55,Cash Deposit,REVERSED,BANKREF-37174938,
3185,103,8993,2025-10-18,413.12,Cash Deposit,success,BANKREF-98243214,
3186,342,,2025-05-04,1483.73,debit order,REVERSED,BANKREF-42029876,NAEDO-674778
3187,948,6527,2026-05-06,1963.6,Debit Order,REVERSED,BANKREF-13279305,NAEDO-947116
3188,164,3375,2025-03-22,2087.9,debit order,failed,BANKREF-86960540,NAEDO-532082
3189,805,698,2025-04-29,3982.25,Manual EFT,failed,BANKREF-27163132,
3190,1366,2458,2025-06-30,3719.08,debit order,REVERSED,BANKREF-04154071,NAEDO-277167
3191,1264,5545,2025-06-17,1881.25,Debit Order,SUCCESS,BANKREF-16854610,NAEDO-462616
3192,1504,5321,2025-10-24,2191.21,Card,success,BANKREF-17335588,NAEDO-728939
3193,1212,2685,2025-03-24,4770.6,Card,failed,,NAEDO-921192
3194,760,8925,2026-01-31,1147.59,Card,success,BANKREF-36167168,NAEDO-158487
3195,903,8767,2025-04-07,3682.62,Manual EFT,REVERSED,BANKREF-15806557,NAEDO-988185
3196,856,6416,2025-08-08,1848.98,Manual EFT,REVERSED,BANKREF-83744135,
3197,1164,6348,20260723,1249.76,Manual EFT,FAILED,BANKREF-54894393,NAEDO-255974
3198,1272,2504,2025-10-18,1901.31,Manual EFT,REVERSED,BANKREF-21642207,NAEDO-847685
3199,1109,1565,2026-06-12,3328.06,Manual EFT,REVERSED,BANKREF-44463384,NAEDO-940001
3200,1106,3565,2025-06-27,-520.02,debit order,SUCCESS,BANKREF-11720659,NAEDO-960473
3201,148,374,2025-09-12,3244.43,Debit Order,success,BANKREF-92537703,
3202,20,4801,2026-12-20,4807.19,Manual EFT,FAILED,BANKREF-07245460,
3203,857,,2025-03-11,4961.07,Debit Order,success,,
3204,1341,6881,2025-12-28,535.3,Cash Deposit,FAILED,BANKREF-35350203,NAEDO-374153
3205,1548,,2026-07-07,1430.52,Debit Order,PENDING,BANKREF-66085694,
3206,136,8020,2026-02-20,785.63,Debit Order,success,BANKREF-47064093,
3207,557,4172,2026-05-16,2178.83,Card,failed,,NAEDO-632649
3208,840,6550,2025-02-25,3303.21,Cash Deposit,success,BANKREF-02857899,
3209,290,7588,2026-02-08,2131.83,Debit Order,success,BANKREF-75000971,NAEDO-327698
3210,1476,6820,2025-09-25,4319.4,Debit Order,FAILED,BANKREF-80852219,
3211,791,4368,2025-03-01,371.01,Manual EFT,PENDING,BANKREF-48122190,
3212,709,7230,2025-06-03,2888.57,Manual EFT,success,BANKREF-77730018,
3213,1316,8113,2026-02-04,1853.15,Card,PENDING,BANKREF-90707111,NAEDO-372511
3214,369,2704,2025-10-22,4176.06,Debit Order,SUCCESS,BANKREF-55138477,
3215,1423,6081,2026-05-20,3144.37,debit order,success,BANKREF-55715442,
3216,1769,2150,2026-04-15,1919.96,debit order,SUCCESS,BANKREF-21368114,
3217,818,7351,2026-02-19,2371.33,Cash Deposit,PENDING,BANKREF-47612425,
3218,1663,6816,2026-10-02,4782.75,Debit Order,REVERSED,BANKREF-94948297,
3219,612,6380,2026-06-29,4534.38,Cash Deposit,success,BANKREF-89332990,
3220,1619,8486,2026-07-06,4726.08,debit order,SUCCESS,,NAEDO-718094
3221,1404,8199,2025-04-10,1404.53,Manual EFT,success,BANKREF-60107688,
3222,1100,4492,16/03/2026,3281.75,Cash Deposit,REVERSED,BANKREF-64710227,
3223,1048,7624,2025-04-26,4746.13,Cash Deposit,SUCCESS,BANKREF-76448800,
3224,187,2194,2026-04-02,3475.33,Debit Order,REVERSED,,
3225,1526,8542,2026-02-12,3995.39,debit order,failed,BANKREF-52533431,
3226,1330,4501,2026-06-11,4503.48,Debit Order,REVERSED,BANKREF-37902064,
3227,1365,1496,2025-02-11,703.97,Debit Order,SUCCESS,BANKREF-36092250,
3228,239,3074,2025-11-20,1127.73,Card,REVERSED,,
3229,1423,2604,2025-03-27,242.97,Debit Order,failed,BANKREF-35685631,NAEDO-345080
3230,876,3325,04/01/2026,1199.46,Card,success,BANKREF-83752285,NAEDO-539794
3231,733,7736,04-06-2025,1266.12,Card,FAILED,BANKREF-64266679,
