credit_check_id,application_id,bureau_name,credit_score,risk_band,enquiry_result,checked_at,adverse_listings_count,total_open_accounts,total_judgements
693,2545,Demo Credit Bureau,479,HIGH,REFER,2025-10-24 12:58:27,1,14,2
694,2970,Compuscan,368,VERY_HIGH,REFER,2025-04-20 11:27:09,2,5,2
695,2317,TransUnion,517,VERY_HIGH,PASS,2025-01-24 11:48:48,2,2,
696,2508,Compuscan,,,ERROR,2025-12-05 17:56:50,4,1,0
697,2901,Compuscan,660,LOW,Fail,2026-01-07 11:27:51,4,15,0
698,273,Experian,505,VERY_HIGH,pass,2026-05-03 11:15:05,3,7,1
699,3180,TransUnion,449,VERY_HIGH,REFER,2025-11-01 17:19:50,3,,
700,2010,Demo Credit Bureau,746,Low,ERROR,2025-09-11 17:11:20,0,14,
701,2512,TransUnion,461,VERY_HIGH,Fail,2025-03-23 09:41:35,4,13,0
702,1556,,595,MEDIUM,ERROR,2026-04-26 18:50:46,4,12,
703,3175,Demo Credit Bureau,686,Low,pass,2025-05-30 09:33:25,3,5,3
704,1195,Compuscan,639,MEDIUM,pass,2026-03-20 13:29:34,5,11,0
705,1568,Experian,470,VERY_HIGH,Fail,2025-04-13 21:49:52,5,15,3
706,3133,Experian,770,LOW,pass,2025-01-14 17:01:01,0,6,
707,200,,,,PASS,2025-09-05 22:33:12,2,1,0
708,2503,Demo Credit Bureau,560,HIGH,pass,2025-10-14 14:26:18,0,1,0
709,3194,,479,VERY_HIGH,Fail,2025-06-30 11:28:58,1,12,3
710,1681,,829,low,PASS,2025-09-02 16:06:06,0,,0
711,680,Compuscan,532,VERY_HIGH,pass,2025-03-02 20:34:52,4,8,2
712,1852,Experian,600,MEDIUM,ERROR,2026-04-16 07:09:46,,8,1
713,2500,Demo Credit Bureau,,MEDIUM,pass,2025-09-07 14:37:26,,9,0
714,1158,,369,VERY_HIGH,REFER,2026-01-21 20:39:57,0,6,3
715,1945,,366,HIGH,FAIL,2025-02-12 09:05:59,0,4,3
716,801,,585,MEDIUM,pass,2025-04-22 22:37:40,,8,2
717,1897,Demo Credit Bureau,301,VERY_HIGH,PASS,2025-09-17 15:52:11,3,,0
718,491,Compuscan,467,HIGH,ERROR,2026-04-14 17:27:12,2,6,2
719,801,,,VERY_HIGH,PASS,2025-06-16 11:03:02,5,12,
720,1674,Compuscan,560,HIGH,REFER,2026-02-09 21:21:27,4,7,3
721,1942,,342,VERY_HIGH,ERROR,2025-07-30 19:02:34,3,13,
722,2063,,495,HIGH,ERROR,2025-02-11 08:27:12,3,8,0
723,2160,Demo Credit Bureau,843,low,pass,2026-05-23 22:12:54,5,7,2
724,2204,,604,MEDIUM,pass,2026-04-04 15:38:09,1,11,2
725,163,Compuscan,556,HIGH,pass,2025-04-23 09:21:09,,2,1
726,637,Demo Credit Bureau,490,VERY_HIGH,ERROR,2026-03-21 20:52:48,3,8,
727,1230,Experian,641,MEDIUM,Fail,2025-10-05 10:42:45,3,9,3
728,1646,,632,MEDIUM,REFER,2026-03-14 21:41:40,0,4,0
729,2604,TransUnion,702,Low,pass,2025-01-20 15:25:43,4,2,
730,1336,TransUnion,793,LOW,PASS,2026-05-20 16:01:52,1,7,0
731,594,Experian,508,VERY_HIGH,pass,2026-03-06 07:56:20,1,0,
732,1893,Demo Credit Bureau,,,Fail,2026-04-08 20:38:10,0,13,1
733,1031,,717,LOW,ERROR,2026-04-27 12:50:52,5,,1
734,1691,Compuscan,363,VERY_HIGH,pass,2026-01-14 09:28:39,2,6,
735,3155,,332,HIGH,pass,2025-10-30 20:20:52,4,13,
736,1901,Demo Credit Bureau,417,HIGH,Fail,2025-11-20 07:53:36,,2,3
737,2511,,360,HIGH,FAIL,2026-05-16 18:58:10,2,14,1
738,1821,Compuscan,401,HIGH,pass,2025-10-07 18:23:26,3,4,1
739,1830,,315,HIGH,REFER,2025-04-06 09:17:10,4,4,2
740,2654,Demo Credit Bureau,542,VERY_HIGH,PASS,2025-07-10 17:36:02,,11,
741,515,,823,LOW,Fail,2025-10-15 18:49:17,3,11,2
742,2852,TransUnion,795,LOW,Fail,2025-10-17 22:03:56,4,10,0
743,1293,,761,Low,pass,2026-05-29 16:28:06,0,9,0
744,1968,Compuscan,356,HIGH,ERROR,2025-08-09 12:28:18,,6,1
745,1441,,342,VERY_HIGH,FAIL,2025-01-01 13:56:50,3,13,
746,3165,TransUnion,566,HIGH,ERROR,2025-09-11 16:37:00,1,12,2
747,2505,,325,VERY_HIGH,Fail,2025-12-07 16:09:54,4,7,0
748,268,Experian,349,HIGH,pass,2026-04-01 10:06:13,1,2,1
749,2828,Compuscan,812,LOW,pass,2025-06-22 10:38:28,4,13,1
750,1604,Compuscan,623,MEDIUM,Fail,2025-06-24 17:06:24,3,,3
751,934,,,LOW,FAIL,2025-09-25 09:32:08,1,4,2
752,1399,Demo Credit Bureau,594,MEDIUM,ERROR,2026-01-17 12:49:20,,9,0
753,512,Compuscan,383,VERY_HIGH,ERROR,2025-03-25 13:03:24,5,10,3
754,1485,TransUnion,716,Low,REFER,2026-05-18 17:58:48,5,4,2
755,1417,,306,HIGH,Fail,2025-03-21 10:57:13,4,9,3
756,348,Compuscan,410,VERY_HIGH,PASS,2025-10-27 19:32:01,3,4,
757,2604,Demo Credit Bureau,793,LOW,ERROR,2025-11-10 11:00:03,3,12,0
758,362,,661,low,REFER,2025-06-13 20:27:02,4,10,0
759,2045,TransUnion,674,Low,PASS,2025-09-23 15:37:51,2,15,2
760,2050,,,VERY_HIGH,FAIL,2025-10-14 18:26:52,4,8,2
761,2303,Experian,796,low,FAIL,2025-07-05 13:29:50,3,14,
762,1250,Demo Credit Bureau,483,HIGH,Fail,2026-03-18 19:15:01,,2,0
763,3032,Demo Credit Bureau,629,MEDIUM,pass,2025-02-10 22:12:24,3,8,2
764,1523,,396,VERY_HIGH,ERROR,2025-08-25 16:45:33,,2,3
765,2384,Demo Credit Bureau,465,VERY_HIGH,FAIL,2025-03-13 12:02:38,2,5,0
766,3054,Experian,763,Low,REFER,2025-03-09 11:58:30,3,3,2
767,2071,Experian,610,MEDIUM,ERROR,2025-09-19 07:33:13,1,15,3
768,2525,Demo Credit Bureau,540,VERY_HIGH,pass,2025-11-15 16:13:17,5,,2
769,2237,Compuscan,461,VERY_HIGH,PASS,2026-02-10 22:54:32,4,,
770,1325,Experian,711,low,Fail,2025-05-22 07:14:45,4,2,
771,2773,Compuscan,836,low,pass,2025-12-11 12:38:19,0,4,0
772,2716,Demo Credit Bureau,469,HIGH,PASS,2026-01-27 13:34:09,2,5,3
773,2099,Experian,836,LOW,FAIL,2026-02-22 20:50:10,4,,2
774,1509,Demo Credit Bureau,384,HIGH,pass,2025-09-18 12:56:04,,8,2
775,2726,Demo Credit Bureau,354,VERY_HIGH,pass,2026-03-21 07:45:20,3,3,
776,2649,Experian,412,HIGH,Fail,2025-12-26 17:33:57,0,1,0
777,2167,Compuscan,632,MEDIUM,PASS,2025-10-16 08:38:12,3,7,3
778,1497,Compuscan,343,HIGH,REFER,2025-09-29 07:51:08,4,5,3
779,2279,Demo Credit Bureau,813,LOW,pass,2025-11-10 22:26:07,3,8,2
780,1605,Experian,457,HIGH,pass,2025-11-21 16:44:26,0,1,3
781,2214,Demo Credit Bureau,744,LOW,pass,2025-09-30 08:39:35,4,14,0
782,2051,TransUnion,713,low,Fail,2026-02-12 13:58:31,0,6,3
783,3114,,591,MEDIUM,REFER,2026-03-11 17:33:45,5,0,3
784,2028,Demo Credit Bureau,583,MEDIUM,PASS,2026-03-26 22:19:07,,1,3
785,2352,TransUnion,326,VERY_HIGH,PASS,2025-08-03 16:58:39,0,4,0
786,2633,Compuscan,393,HIGH,FAIL,2025-07-27 21:51:52,5,13,0
787,2039,Compuscan,480,VERY_HIGH,PASS,2025-12-25 19:44:09,1,5,1
788,1309,TransUnion,,VERY_HIGH,REFER,2025-07-15 19:01:12,5,14,2
789,2880,Experian,807,low,FAIL,2026-02-10 18:11:38,2,8,3
790,1359,TransUnion,320,VERY_HIGH,PASS,2025-01-07 16:03:38,3,6,3
791,2050,Demo Credit Bureau,528,VERY_HIGH,pass,2025-03-07 16:12:44,1,6,
792,3178,TransUnion,620,MEDIUM,ERROR,2025-06-24 09:02:45,5,12,0
793,2383,Experian,422,HIGH,FAIL,2025-05-16 18:31:04,0,5,0
794,511,,339,VERY_HIGH,ERROR,2025-03-05 11:51:34,0,13,3
795,1015,,472,VERY_HIGH,PASS,2026-04-13 09:30:32,,,
796,905,Experian,519,VERY_HIGH,FAIL,2025-02-04 17:07:49,,,
797,3113,,361,VERY_HIGH,Fail,2026-02-25 10:26:17,5,,3
798,2787,,636,MEDIUM,ERROR,2026-03-01 18:25:12,0,14,3
799,2244,Compuscan,524,VERY_HIGH,pass,2026-05-20 16:23:56,4,2,
800,1414,Demo Credit Bureau,462,VERY_HIGH,FAIL,2025-04-23 12:54:29,3,15,2
801,830,Experian,469,HIGH,pass,2025-10-12 11:08:19,2,5,1
802,202,TransUnion,697,low,REFER,2025-10-06 19:13:46,0,9,
803,1765,,707,LOW,pass,2025-08-31 16:08:15,,13,1
804,355,Compuscan,433,HIGH,REFER,2025-04-27 16:33:07,2,13,2
805,999,Demo Credit Bureau,338,HIGH,pass,2026-05-03 09:03:40,3,12,1
806,1107,,725,LOW,PASS,2026-03-07 15:50:16,2,6,0
807,1519,TransUnion,323,HIGH,pass,2026-04-26 21:58:16,5,3,0
808,715,TransUnion,641,MEDIUM,FAIL,2025-05-14 16:54:34,1,3,
809,1705,,,HIGH,Fail,2026-02-07 15:53:24,1,13,2
810,1451,TransUnion,739,LOW,ERROR,2025-09-12 14:46:50,5,6,3
811,1558,Compuscan,,low,PASS,2026-04-03 22:50:50,5,10,
812,3198,TransUnion,318,VERY_HIGH,ERROR,2025-07-15 16:36:00,4,2,2
813,2961,Demo Credit Bureau,645,MEDIUM,ERROR,2026-03-15 08:07:15,5,15,3
814,1636,Compuscan,688,low,ERROR,2025-03-15 20:40:24,3,3,1
815,496,Compuscan,834,LOW,pass,2025-03-05 19:53:11,4,7,2
816,488,Demo Credit Bureau,722,Low,pass,2025-04-13 20:09:05,4,10,2
817,407,TransUnion,400,HIGH,REFER,2025-05-22 11:14:33,2,,3
818,1716,,480,HIGH,PASS,2025-11-13 22:58:20,5,11,2
819,985,Compuscan,650,LOW,REFER,2025-01-10 11:18:06,1,,0
820,1630,,603,MEDIUM,pass,2025-06-15 20:01:38,,13,1
821,1544,Demo Credit Bureau,847,low,PASS,2025-07-10 12:01:19,4,5,
822,919,,733,Low,Fail,2025-07-12 08:26:39,5,0,2
823,405,TransUnion,335,VERY_HIGH,REFER,2025-08-12 10:07:24,1,9,1
824,1850,Experian,806,Low,ERROR,2025-01-03 14:44:46,4,7,0
825,2554,Compuscan,418,HIGH,FAIL,2025-06-19 10:48:21,0,13,3
826,1204,TransUnion,532,HIGH,FAIL,2025-06-12 18:43:02,4,11,0
827,2537,,581,MEDIUM,Fail,2025-06-20 15:47:08,0,15,1
828,3036,TransUnion,590,MEDIUM,FAIL,2026-01-22 13:32:33,0,3,
829,57,Experian,460,VERY_HIGH,REFER,2025-05-09 08:15:18,4,10,3
830,187,TransUnion,600,MEDIUM,pass,2025-05-19 07:57:13,2,10,0
831,677,Demo Credit Bureau,572,VERY_HIGH,FAIL,2025-07-23 12:41:06,0,6,1
832,1015,TransUnion,646,MEDIUM,REFER,2026-03-22 07:44:31,3,,3
833,1496,Demo Credit Bureau,659,low,PASS,2025-10-17 09:51:36,0,14,
834,1215,TransUnion,681,Low,FAIL,2026-01-16 17:13:08,1,,
835,2131,Experian,309,HIGH,Fail,2025-10-19 21:32:06,5,12,1
836,1588,Experian,333,HIGH,PASS,2026-04-26 09:12:18,,9,2
837,1755,TransUnion,426,HIGH,PASS,2025-04-28 18:50:40,5,15,0
838,1738,Experian,313,HIGH,PASS,2026-06-10 13:59:58,0,13,0
839,103,,709,low,pass,2026-04-24 22:32:26,5,,
840,1242,Experian,756,LOW,Fail,2025-07-15 11:36:03,3,11,3
841,465,,601,MEDIUM,ERROR,2026-03-28 07:23:27,1,1,
842,761,TransUnion,661,low,FAIL,2025-03-09 16:15:01,3,6,2
843,1975,Compuscan,,VERY_HIGH,pass,2026-04-02 13:31:20,2,15,3
844,1076,Experian,414,HIGH,REFER,2025-12-25 09:52:12,3,2,2
845,195,Demo Credit Bureau,402,HIGH,REFER,2026-05-03 14:33:39,1,5,2
846,1672,TransUnion,474,HIGH,pass,2025-01-14 10:42:48,0,3,1
847,3041,Demo Credit Bureau,326,VERY_HIGH,pass,2025-04-29 21:13:47,,2,1
848,325,TransUnion,757,low,FAIL,2025-08-12 16:26:27,4,3,
849,1463,TransUnion,521,VERY_HIGH,REFER,2025-08-29 16:05:17,0,1,3
850,748,,787,low,pass,2025-03-20 14:52:12,0,10,1
851,466,,645,MEDIUM,PASS,2026-05-06 17:52:46,5,1,3
852,2501,TransUnion,596,MEDIUM,FAIL,2026-03-08 13:59:29,3,6,3
853,1390,Compuscan,547,HIGH,Fail,2025-05-16 07:32:39,1,2,2
854,2870,Demo Credit Bureau,545,VERY_HIGH,PASS,2025-01-10 08:37:48,5,15,3
855,518,,612,MEDIUM,REFER,2025-06-05 08:24:53,3,6,3
856,181,Demo Credit Bureau,544,HIGH,Fail,2025-12-17 22:47:14,5,10,0
857,2418,Compuscan,592,MEDIUM,REFER,2026-02-04 11:07:10,4,3,2
858,2957,Experian,,,REFER,2025-08-12 14:51:04,1,13,0
859,1321,Demo Credit Bureau,694,low,FAIL,2025-08-04 12:58:09,3,7,3
860,608,TransUnion,722,Low,REFER,2025-02-12 16:40:56,,15,2
861,897,Compuscan,446,HIGH,pass,2025-04-08 16:07:14,5,10,2
862,1300,Demo Credit Bureau,608,MEDIUM,pass,2026-02-09 13:57:32,2,6,3
863,1422,Demo Credit Bureau,486,HIGH,Fail,2026-05-18 07:14:11,5,15,0
864,1640,,594,MEDIUM,Fail,2026-05-16 09:17:06,4,13,1
865,327,Demo Credit Bureau,426,VERY_HIGH,PASS,2026-02-19 10:45:17,3,12,0
866,851,,301,VERY_HIGH,FAIL,2026-05-12 09:04:08,3,10,2
867,791,Experian,411,HIGH,ERROR,2025-05-23 11:54:20,1,11,3
868,1325,Experian,782,Low,Fail,2026-01-21 13:43:12,3,10,
869,1207,Demo Credit Bureau,,HIGH,FAIL,2025-12-20 18:28:43,3,9,
870,2915,Experian,593,MEDIUM,Fail,2026-04-27 10:41:14,4,2,2
871,1051,Demo Credit Bureau,752,LOW,Fail,2025-03-17 10:25:19,5,,1
872,581,TransUnion,544,VERY_HIGH,PASS,2025-06-27 13:53:15,,8,1
873,2148,TransUnion,729,LOW,ERROR,2025-01-14 11:46:27,0,14,2
874,2928,,764,LOW,ERROR,2025-11-27 21:57:19,4,,
875,1222,Experian,433,VERY_HIGH,FAIL,2025-03-08 19:45:16,,4,0
876,1935,Demo Credit Bureau,470,VERY_HIGH,PASS,2025-03-31 07:55:11,0,15,3
877,1982,Compuscan,425,HIGH,REFER,2025-05-26 15:30:58,0,10,0
878,1305,TransUnion,535,HIGH,REFER,2025-07-17 13:37:50,,5,0
879,2046,Compuscan,820,low,Fail,2025-01-28 14:15:51,3,15,3
880,1693,Experian,683,LOW,pass,2025-06-12 14:51:50,0,4,0
881,434,TransUnion,706,low,FAIL,2025-05-09 17:54:38,0,7,3
882,8,TransUnion,344,VERY_HIGH,Fail,2025-09-14 19:29:04,0,12,1
883,2058,,709,Low,ERROR,2025-12-22 18:48:19,4,,
884,1593,Experian,,,FAIL,2025-09-26 21:17:24,1,,0
885,328,TransUnion,642,MEDIUM,FAIL,2026-02-17 19:29:48,1,3,0
886,130,TransUnion,688,LOW,Fail,2025-04-22 20:40:30,2,5,1
887,709,Experian,411,HIGH,FAIL,2025-01-29 07:30:09,0,5,2
888,1802,Demo Credit Bureau,629,MEDIUM,ERROR,2025-05-26 07:28:25,4,9,1
889,2295,Experian,421,VERY_HIGH,Fail,2025-09-29 19:58:19,2,1,0
890,1374,Experian,,HIGH,Fail,2025-02-07 12:09:02,4,15,
891,1615,Demo Credit Bureau,656,low,pass,2025-02-22 22:00:56,0,14,0
892,3021,TransUnion,632,MEDIUM,REFER,2025-10-02 14:57:09,5,0,3
893,716,Demo Credit Bureau,537,VERY_HIGH,FAIL,2025-06-29 22:46:33,1,,1
894,1045,Demo Credit Bureau,581,MEDIUM,REFER,2025-04-16 17:39:40,4,0,0
895,2462,,433,VERY_HIGH,FAIL,2026-02-16 14:08:35,,8,0
896,134,Compuscan,848,Low,PASS,2026-05-16 08:12:21,5,3,
897,2450,TransUnion,825,low,FAIL,2025-07-08 14:43:39,1,2,3
898,1037,,,,ERROR,2025-09-24 22:27:34,0,,1
899,1885,Compuscan,385,VERY_HIGH,PASS,2026-06-09 08:45:46,4,14,1
900,959,Demo Credit Bureau,377,VERY_HIGH,Fail,2025-10-04 20:51:00,,5,3
901,130,Demo Credit Bureau,682,low,pass,2026-01-17 16:47:21,2,0,2
902,1982,,684,Low,Fail,2025-07-09 09:04:40,5,,1
903,1548,,745,LOW,ERROR,2025-09-20 12:23:54,3,1,0
904,2114,Compuscan,733,LOW,REFER,2025-10-07 18:45:52,4,14,
905,2822,TransUnion,801,low,ERROR,2025-09-20 18:44:52,,7,
906,3112,TransUnion,834,low,FAIL,2025-09-04 19:45:04,,1,
907,888,TransUnion,,,REFER,2026-03-13 21:34:45,1,10,0
908,1919,TransUnion,335,VERY_HIGH,pass,2025-06-04 16:30:03,2,0,1
909,1884,Compuscan,350,HIGH,REFER,2026-04-17 09:16:21,0,1,1
910,2483,Compuscan,729,low,PASS,2025-04-18 14:10:31,0,6,0
911,2214,Demo Credit Bureau,,low,pass,2025-04-11 16:19:59,3,2,1
912,1441,Demo Credit Bureau,840,low,REFER,2026-04-20 12:23:33,1,15,1
913,1675,Demo Credit Bureau,603,MEDIUM,REFER,2025-10-05 19:30:18,1,14,0
914,1475,Compuscan,435,HIGH,pass,2025-04-12 10:56:39,3,5,3
915,1791,,372,HIGH,PASS,2025-03-30 16:59:21,2,7,0
916,666,Compuscan,572,HIGH,REFER,2025-04-12 19:57:24,0,4,1
917,2452,TransUnion,545,VERY_HIGH,Fail,2026-05-22 13:42:03,3,15,0
918,521,,764,Low,pass,2025-09-30 22:06:02,,14,2
919,2554,Experian,726,Low,FAIL,2026-01-11 12:33:50,5,0,
920,2551,Experian,,LOW,Fail,2025-09-29 13:48:58,2,3,1
921,1853,TransUnion,,MEDIUM,pass,2025-01-12 08:52:55,1,12,
922,533,,531,VERY_HIGH,Fail,2025-11-11 22:29:53,5,10,0
923,718,Demo Credit Bureau,,,Fail,2025-06-19 07:54:13,1,,0
924,1782,Experian,682,low,Fail,2025-09-29 09:02:16,5,14,3
925,410,Experian,695,Low,PASS,2025-05-10 17:29:04,4,11,2
926,1994,Experian,357,HIGH,PASS,2026-05-31 17:22:52,0,3,2
927,2449,Compuscan,463,HIGH,ERROR,2026-01-05 10:31:21,1,9,1
928,2903,Demo Credit Bureau,402,VERY_HIGH,PASS,2025-07-26 12:23:03,2,14,2
929,2315,Compuscan,,,FAIL,2025-11-25 08:57:23,4,11,1
930,2229,Experian,386,HIGH,PASS,2026-04-23 07:06:44,5,7,3
931,96,,798,LOW,PASS,2025-01-09 17:49:48,1,,1
932,1983,Compuscan,657,Low,pass,2025-08-25 19:07:37,2,8,0
933,2409,TransUnion,680,LOW,FAIL,2025-03-16 21:22:00,3,,
934,608,Compuscan,474,HIGH,REFER,2025-06-14 22:06:28,2,10,2
935,82,Compuscan,597,MEDIUM,REFER,2026-04-22 19:06:16,5,3,2
936,2292,,547,VERY_HIGH,ERROR,2025-11-21 20:02:04,3,9,1
937,2126,Experian,405,HIGH,PASS,2026-06-10 19:17:28,,7,3
938,2382,Compuscan,,,FAIL,2026-03-20 10:33:47,0,6,3
939,2889,,370,VERY_HIGH,ERROR,2025-01-17 18:59:44,5,8,3
940,1962,,661,low,pass,2026-03-21 09:17:41,1,2,1
941,540,Experian,660,LOW,pass,2025-12-07 18:53:31,0,13,2
942,2125,Demo Credit Bureau,819,LOW,PASS,2025-05-21 16:33:34,3,13,1
943,1619,Compuscan,581,MEDIUM,pass,2025-07-26 12:58:35,3,6,
944,392,TransUnion,816,Low,REFER,2025-01-30 19:09:43,5,13,2
945,1249,TransUnion,673,low,pass,2025-10-15 12:13:09,,0,2
946,3109,Experian,817,Low,REFER,2026-03-27 17:07:34,1,15,1
947,1210,Compuscan,832,Low,pass,2026-04-05 18:00:26,3,9,2
948,380,Demo Credit Bureau,401,HIGH,FAIL,2025-04-28 11:29:54,1,3,1
949,934,Experian,447,VERY_HIGH,PASS,2025-03-09 17:34:55,0,7,3
950,1236,Demo Credit Bureau,771,Low,FAIL,2025-09-19 08:08:00,2,11,3
951,3194,TransUnion,841,Low,ERROR,2025-09-26 20:52:32,0,14,2
952,1861,,349,VERY_HIGH,ERROR,2025-10-29 17:23:20,0,7,0
953,1996,TransUnion,783,low,FAIL,2025-01-22 13:26:11,2,8,3
954,682,Compuscan,834,low,FAIL,2025-03-22 16:28:00,0,14,2
955,1887,,388,HIGH,Fail,2026-02-21 21:54:57,3,11,
956,343,TransUnion,574,VERY_HIGH,REFER,2025-10-18 15:21:57,5,,2
957,3037,Demo Credit Bureau,608,MEDIUM,PASS,2025-05-07 13:59:54,1,,0
958,2750,Experian,385,VERY_HIGH,PASS,2025-07-08 22:41:45,5,15,0
959,1289,,384,HIGH,Fail,2025-08-10 09:41:02,4,,1
960,252,TransUnion,717,LOW,pass,2025-01-16 21:56:28,4,14,
961,1151,Experian,636,MEDIUM,PASS,2025-02-04 11:25:40,,11,2
962,1441,,670,low,PASS,2025-04-04 22:56:44,4,12,3
963,2497,,715,Low,ERROR,2025-01-14 09:49:27,,13,
964,460,Experian,696,Low,FAIL,2025-11-29 21:15:00,3,,3
965,637,TransUnion,516,HIGH,Fail,2026-01-31 22:30:34,2,15,1
966,3144,TransUnion,794,Low,REFER,2026-06-11 07:56:02,2,10,2
967,245,,471,HIGH,Fail,2025-07-20 21:49:30,3,1,2
968,2550,Experian,473,VERY_HIGH,PASS,2026-03-22 12:09:08,0,15,2
969,175,,,LOW,PASS,2025-07-14 22:38:51,5,3,3
970,16,Demo Credit Bureau,759,low,FAIL,2026-04-17 09:42:08,3,15,2
971,559,,735,Low,pass,2025-02-03 18:24:39,5,15,1
972,3026,TransUnion,356,HIGH,FAIL,2026-06-11 07:21:36,5,14,3
973,3149,Experian,408,HIGH,FAIL,2025-08-28 09:22:12,,9,3
974,1422,,343,VERY_HIGH,Fail,2026-01-25 20:36:59,3,,1
975,2024,,666,low,FAIL,2025-02-22 15:46:09,1,14,3
976,299,Experian,656,low,pass,2025-07-11 08:49:58,,2,2
977,277,,526,HIGH,pass,2025-09-08 19:44:15,2,10,2
978,1064,,307,HIGH,PASS,2025-05-01 19:19:58,5,15,0
979,30,Demo Credit Bureau,458,VERY_HIGH,pass,2025-07-07 21:53:48,5,5,
980,691,Demo Credit Bureau,,VERY_HIGH,Fail,2026-01-22 20:00:52,3,4,1
981,646,TransUnion,843,Low,pass,2025-07-12 16:43:18,4,,
982,1592,Experian,617,MEDIUM,Fail,2026-05-10 21:06:34,4,9,2
983,525,TransUnion,621,MEDIUM,ERROR,2026-05-09 21:56:17,0,1,0
984,1573,Compuscan,740,Low,ERROR,2025-07-13 08:04:58,1,9,0
985,1570,Compuscan,324,VERY_HIGH,Fail,2025-09-20 13:29:18,0,11,2
986,202,Demo Credit Bureau,506,HIGH,pass,2026-03-05 10:42:48,,1,1
987,1054,Demo Credit Bureau,369,HIGH,FAIL,2025-08-13 16:57:18,0,2,2
988,749,Compuscan,,,PASS,2025-08-30 20:36:08,5,,2
989,2463,Demo Credit Bureau,692,Low,Fail,2026-03-28 12:58:44,3,7,3
990,1910,Compuscan,828,Low,REFER,2026-03-14 21:36:07,3,3,2
991,744,,700,low,Fail,2026-04-11 08:57:13,4,5,1
992,238,,393,VERY_HIGH,Fail,2025-09-11 11:06:36,1,,0
993,381,TransUnion,753,low,ERROR,2025-04-07 15:48:10,1,,0
994,2364,Experian,630,MEDIUM,pass,2026-05-13 11:04:58,5,7,3
995,794,TransUnion,,VERY_HIGH,Fail,2025-05-05 20:00:58,4,14,0
996,1772,Experian,510,VERY_HIGH,ERROR,2026-05-18 11:53:08,3,1,1
997,582,Compuscan,564,VERY_HIGH,Fail,2025-08-07 09:18:37,1,3,0
998,3023,TransUnion,444,HIGH,PASS,2025-06-01 17:19:18,3,7,0
999,2294,,425,HIGH,FAIL,2025-02-12 14:29:02,4,7,
1000,2557,Demo Credit Bureau,568,HIGH,Fail,2025-06-15 18:21:37,5,8,
1001,3077,Compuscan,775,low,REFER,2025-05-10 18:02:24,5,14,1
1002,3192,TransUnion,,MEDIUM,FAIL,2026-06-06 15:17:52,,5,0
1003,1804,,420,VERY_HIGH,ERROR,2026-02-19 07:02:39,0,11,1
1004,866,Compuscan,832,LOW,pass,2026-04-14 22:34:12,5,3,3
1005,1841,,492,VERY_HIGH,ERROR,2025-10-22 13:18:26,3,1,0
1006,1378,Demo Credit Bureau,573,VERY_HIGH,REFER,2026-04-27 16:24:12,1,15,0
1007,1147,Demo Credit Bureau,722,low,FAIL,2026-06-14 14:15:09,,4,1
1008,1289,Demo Credit Bureau,750,Low,PASS,2025-12-03 19:30:13,4,2,1
1009,2936,Experian,446,HIGH,FAIL,2025-11-25 20:27:36,2,7,
1010,1178,Experian,808,Low,ERROR,2025-02-08 12:56:31,4,,3
1011,1765,,498,VERY_HIGH,ERROR,2026-06-13 19:08:05,5,4,0
1012,1216,Demo Credit Bureau,672,low,pass,2025-03-13 12:41:07,2,4,3
1013,2531,Experian,539,HIGH,ERROR,2026-06-15 07:53:16,3,12,2
1014,1592,Demo Credit Bureau,393,VERY_HIGH,PASS,2025-05-19 19:56:18,1,7,2
1015,1131,TransUnion,500,VERY_HIGH,Fail,2025-02-11 21:22:28,4,6,1
1016,743,Compuscan,,Low,FAIL,2025-10-14 09:32:38,0,13,3
1017,211,,546,VERY_HIGH,ERROR,2026-04-17 21:05:11,3,3,1
1018,737,Compuscan,808,LOW,PASS,2026-06-02 07:45:18,2,8,3
1019,835,Demo Credit Bureau,656,low,FAIL,2025-10-07 09:11:41,2,10,3
1020,1669,Experian,343,VERY_HIGH,PASS,2025-03-22 14:23:25,2,15,2
1021,1452,Compuscan,346,VERY_HIGH,REFER,2026-06-12 12:22:51,4,13,2
1022,1805,,436,HIGH,Fail,2026-03-13 11:35:58,,5,3
1023,2319,Demo Credit Bureau,,HIGH,ERROR,2026-01-02 22:18:25,5,11,0
1024,1161,Compuscan,369,VERY_HIGH,PASS,2025-01-07 21:42:13,2,10,3
1025,650,Demo Credit Bureau,527,HIGH,Fail,2025-06-06 07:58:47,5,2,1
1026,2174,,674,Low,Fail,2025-04-12 11:26:03,3,,0
1027,327,Demo Credit Bureau,674,Low,PASS,2025-07-27 09:04:17,,6,
1028,1641,TransUnion,,HIGH,PASS,2025-07-20 16:57:50,1,7,
1029,2600,Compuscan,456,HIGH,REFER,2026-02-01 15:30:24,4,15,0
1030,2806,,672,LOW,PASS,2026-02-12 07:38:20,2,4,3
1031,1428,Demo Credit Bureau,638,MEDIUM,PASS,2025-07-20 12:25:43,,9,0
1032,1810,Experian,750,LOW,FAIL,2026-04-07 20:31:50,4,12,3
1033,814,Experian,539,HIGH,PASS,2026-01-09 14:02:30,2,14,1
1034,1177,Compuscan,789,Low,FAIL,2025-09-06 12:08:04,5,10,
1035,2963,Experian,633,MEDIUM,pass,2025-12-29 22:03:47,1,15,0
1036,389,Experian,790,Low,pass,2026-01-20 22:02:55,5,13,2
