fee_charge_id,loan_id,fee_type,fee_amount_zar,fee_date,waived_flag
1106,1451,SERVICE FEE,30.32,2025-11-20,0
1107,373,Service Fee,243.28,2025-09-05,0
1108,1289,Collection Fee,274.68,2025-10-23,0
1109,1134,initiation fee,218.0,2025-11-28,0
1110,996,Late Payment Fee,115.06,2025-08-09,0
1111,979,SERVICE FEE,459.09,2025-09-05,1
1112,686,Collection Fee,358.28,2025-01-21,0
1113,247,Service Fee,238.95,2025-12-18,1
1114,7,Dishonour Fee,367.91,2026-02-17,0
1115,180,initiation fee,460.22,2026-01-17,0
1116,555,Dishonour Fee,166.17,2026-03-18,0
1117,1035,initiation fee,492.97,2026-05-10,0
1118,217,Late Payment Fee,281.63,2025-05-18,0
1119,798,Late Payment Fee,259.67,2025-01-27,0
1120,1572,Initiation Fee,406.43,2025-06-18,0
1121,319,Dishonour Fee,47.05,21 May 2026,0
1122,36,Service Fee,166.9,05-23-2025,0
1123,1472,SERVICE FEE,279.25,2025-06-17,0
1124,1523,SERVICE FEE,297.94,20260523,0
1125,1130,Service Fee,183.31,2025-09-09,0
1126,44,Dishonour Fee,205.21,2025-03-17,0
1127,633,Collection Fee,312.14,2025-05-18,0
1128,1711,Late Payment Fee,347.44,06-09-2026,0
1129,1382,SERVICE FEE,62.17,2025-08-14,0
1130,550,Collection Fee,73.95,2025-05-03,0
1131,1672,initiation fee,251.03,2025-03-29,0
1132,219,Initiation Fee,148.2,2025-01-01,0
1133,66,Service Fee,274.95,2025-09-12,0
1134,124,Service Fee,177.39,2025-04-10,0
1135,1180,initiation fee,120.0,2026-06-12,0
1136,1385,SERVICE FEE,150.65,2025-06-19,0
1137,986,Collection Fee,169.02,23 Oct 2025,1
1138,1760,Collection Fee,209.89,2025-06-08,1
1139,1229,Initiation Fee,344.66,2025-06-21,0
1140,521,Initiation Fee,304.67,2025-03-31,0
1141,1781,Late Payment Fee,,2025-12-15,0
1142,1505,Dishonour Fee,318.42,2026-05-26,0
1143,1663,Initiation Fee,106.55,2026-04-21,0
1144,1469,SERVICE FEE,267.65,2025-08-23,0
1145,1704,Late Payment Fee,82.19,2026-03-07,0
1146,63,Service Fee,240.35,2025-12-30,0
1147,1619,Late Payment Fee,287.44,2025-02-03,0
1148,1470,SERVICE FEE,496.22,2026-05-19,0
1149,1606,initiation fee,269.97,2026-01-16,1
1150,47,Service Fee,432.3,2026-02-27,0
1151,1521,SERVICE FEE,206.33,2026-04-29,0
1152,194,Dishonour Fee,241.98,2025-11-14,1
1153,1706,SERVICE FEE,202.18,2025-11-24,0
1154,1552,Dishonour Fee,336.24,2025-06-18,1
1155,1042,SERVICE FEE,295.16,20250129,0
1156,1412,SERVICE FEE,422.62,2025-11-19,0
1157,906,initiation fee,299.88,2025-10-05,1
1158,1198,Dishonour Fee,101.14,2025-02-23,0
1159,598,Initiation Fee,460.27,2025-09-22,1
1160,1404,Service Fee,442.72,2025-05-18,1
1161,733,initiation fee,189.73,2026-05-07,0
1162,966,Initiation Fee,284.52,2025-06-26,1
1163,1719,Late Payment Fee,423.89,2025-10-17,0
1164,602,Initiation Fee,268.32,2026-02-18,0
1165,165,initiation fee,318.99,2026-01-01,0
1166,663,Dishonour Fee,347.05,2025-03-08,1
1167,1218,Service Fee,224.22,2025-03-07,0
1168,568,Late Payment Fee,50.59,2025-12-06,0
1169,74,Dishonour Fee,194.78,2026-01-05,0
1170,1732,initiation fee,494.34,2025-08-29,0
1171,1573,SERVICE FEE,99.21,2025-01-16,1
1172,786,Initiation Fee,102.55,2025-05-21,0
1173,1525,Service Fee,491.82,2025-03-24,1
1174,275,Late Payment Fee,67.41,2026-01-25,1
1175,1010,initiation fee,215.16,31/05/2025,0
1176,1762,Late Payment Fee,367.53,2026-02-23,0
1177,814,Late Payment Fee,329.47,2025-09-02,0
1178,1516,Service Fee,54.2,2025-10-09,0
1179,1429,Service Fee,427.18,2025-09-19,0
1180,1730,Service Fee,147.01,2025-04-26,0
1181,1187,Collection Fee,148.41,2025-11-27,0
1182,1244,initiation fee,36.24,2025-02-26,0
1183,298,SERVICE FEE,383.57,2025-10-19,0
1184,1529,initiation fee,70.87,2025-08-16,0
1185,886,Dishonour Fee,40.84,20260511,1
1186,1138,Collection Fee,467.43,2025-10-16,0
1187,302,initiation fee,140.1,2025-10-30,0
1188,1203,Dishonour Fee,154.03,2026-04-30,0
1189,488,Dishonour Fee,442.6,2025-02-28,1
1190,1235,Dishonour Fee,433.31,2025-11-08,1
1191,1684,initiation fee,-143.66,2025-09-09,0
1192,9,Dishonour Fee,64.28,2026-02-19,0
1193,1213,Initiation Fee,499.05,2025-09-15,0
1194,1663,SERVICE FEE,170.27,2025-06-02,0
1195,83,Service Fee,266.34,2025-04-13,0
1196,1324,initiation fee,448.79,20260305,0
1197,1224,Initiation Fee,396.45,2025-04-26,1
1198,1302,Dishonour Fee,40.44,2026-03-08,1
1199,601,Dishonour Fee,48.07,2025-04-23,0
1200,284,Collection Fee,317.82,2026-05-26,0
1201,1034,Initiation Fee,-496.99,2025-02-16,1
1202,163,Dishonour Fee,26.18,2025-07-24,0
1203,1278,Service Fee,158.45,2025-02-19,0
1204,515,Initiation Fee,333.12,2025-08-21,0
1205,751,Dishonour Fee,145.81,2025-07-28,1
1206,637,initiation fee,-194.56,20251008,0
1207,856,Dishonour Fee,338.6,2025-05-20,1
1208,900,Initiation Fee,94.36,2026-01-04,0
1209,1753,Collection Fee,290.83,2025-02-07,1
1210,51,Late Payment Fee,410.2,2025-05-04,0
1211,1571,SERVICE FEE,224.26,2025-11-20,0
1212,1399,SERVICE FEE,188.93,2025-09-19,0
1213,1007,Late Payment Fee,499.52,2026-02-18,1
1214,530,Dishonour Fee,320.72,2025-12-30,1
1215,1563,Service Fee,243.37,2025-06-11,0
1216,801,Collection Fee,485.68,2025-11-26,0
1217,1173,SERVICE FEE,361.22,2025-07-29,0
1218,765,SERVICE FEE,175.77,2025-11-13,0
1219,1718,Dishonour Fee,278.48,2025-08-14,1
1220,1500,initiation fee,457.7,2025-12-22,0
1221,293,Dishonour Fee,173.81,2025-01-22,0
1222,80,SERVICE FEE,320.09,2025-12-28,1
1223,205,Initiation Fee,42.83,2026-02-10,0
1224,1687,Late Payment Fee,-252.95,2026-04-09,1
1225,1457,Initiation Fee,97.27,2026-01-03,0
1226,230,Late Payment Fee,300.14,2025-07-21,0
1227,106,Dishonour Fee,-247.7,2025-11-26,1
1228,1664,initiation fee,388.17,2026-04-21,0
1229,296,initiation fee,370.83,2025-05-13,1
1230,378,SERVICE FEE,362.47,2025-06-04,0
1231,1349,Late Payment Fee,438.97,2025-05-25,0
1232,692,Collection Fee,71.7,2026-04-11,0
1233,1494,Late Payment Fee,251.63,2025-02-24,0
1234,110,initiation fee,132.69,2026-06-04,0
1235,440,SERVICE FEE,63.63,2025-09-06,1
1236,1499,Service Fee,111.76,2025-05-24,0
1237,619,Initiation Fee,217.16,2026-01-08,0
1238,1763,SERVICE FEE,464.84,2025-10-31,0
1239,579,SERVICE FEE,327.54,2025-10-11,0
1240,781,Late Payment Fee,488.13,2026-01-12,0
1241,1380,Collection Fee,-361.83,2025-03-17,0
1242,1240,Dishonour Fee,459.04,03-19-2025,0
1243,1223,SERVICE FEE,497.23,2026-06-11,1
1244,262,initiation fee,334.34,2025-04-08,1
1245,1210,Collection Fee,47.77,20250709,0
1246,188,initiation fee,36.6,2025-04-03,0
1247,940,Late Payment Fee,177.79,2025-09-12,0
1248,1402,Late Payment Fee,138.06,2025-04-04,0
1249,598,Service Fee,347.03,2026-04-20,0
1250,1761,Dishonour Fee,155.38,2026-03-31,0
1251,550,Late Payment Fee,-275.74,2025-01-12,0
1252,1514,Service Fee,161.38,2025-10-18,1
1253,1079,Service Fee,93.47,2025-11-05,0
1254,80,Collection Fee,108.92,2025-06-06,0
1255,54,Dishonour Fee,392.51,2025-11-26,0
1256,1461,Dishonour Fee,189.53,2025-11-11,1
1257,888,initiation fee,212.12,2025-12-03,0
1258,91,Service Fee,145.1,2026-01-14,1
1259,1075,Service Fee,79.79,2025-02-06,0
1260,1439,Dishonour Fee,236.01,2025-03-29,0
1261,290,Initiation Fee,237.62,2025-03-07,1
1262,852,Service Fee,183.15,2025-05-14,0
1263,1779,initiation fee,89.51,2025-01-15,0
1264,399,initiation fee,99.46,20250506,0
1265,303,Initiation Fee,264.71,2026-03-14,0
1266,675,Dishonour Fee,413.52,2026-03-29,1
1267,1560,SERVICE FEE,101.58,2025-05-31,0
1268,1761,Initiation Fee,447.71,2025-10-14,0
1269,56,Late Payment Fee,57.35,2025-03-25,0
1270,660,SERVICE FEE,114.75,19/02/2026,1
1271,360,initiation fee,172.11,2025-09-12,1
1272,921,Late Payment Fee,405.44,2025-03-02,0
1273,104,initiation fee,367.13,2025-08-24,0
1274,278,Late Payment Fee,446.03,2026-03-23,0
1275,400,Dishonour Fee,491.04,2026-05-05,0
1276,604,SERVICE FEE,135.28,2025-10-20,0
1277,1256,initiation fee,293.42,2025-05-30,1
1278,470,Late Payment Fee,433.98,2025-01-24,0
1279,1531,initiation fee,283.71,2025-01-12,0
1280,1291,Dishonour Fee,128.18,2025-06-22,0
1281,1769,SERVICE FEE,122.03,04-01-2025,0
1282,255,Collection Fee,146.75,2026-06-05,0
1283,1250,Initiation Fee,238.44,2025-06-27,0
1284,1648,SERVICE FEE,228.03,2025-11-02,0
1285,1301,Initiation Fee,369.6,2025-09-22,1
1286,994,initiation fee,269.36,2025-04-20,0
1287,1752,Collection Fee,134.36,2025-07-31,0
1288,1624,SERVICE FEE,343.62,2026-05-22,0
1289,1388,Service Fee,199.22,2025-11-02,0
1290,1056,SERVICE FEE,293.02,2026-02-12,0
1291,45,Initiation Fee,454.87,2026-05-26,0
1292,1357,Initiation Fee,373.62,2025-07-05,1
1293,1021,SERVICE FEE,429.59,2025-06-07,0
1294,127,Dishonour Fee,455.25,2025-11-07,0
1295,336,Service Fee,275.09,2025-02-15,0
1296,1532,Service Fee,445.97,2025-07-09,0
1297,883,Late Payment Fee,319.3,2025-01-20,0
1298,983,initiation fee,270.39,2025-02-27,0
1299,705,SERVICE FEE,79.68,2026-05-17,0
1300,162,Late Payment Fee,258.02,2025-04-19,0
1301,686,Late Payment Fee,141.54,2025-05-24,0
1302,1094,initiation fee,416.36,26/11/2025,0
1303,1611,Initiation Fee,441.59,08-26-2025,0
1304,458,Collection Fee,142.75,2026-06-16,0
1305,819,Initiation Fee,438.36,2026-01-06,0
1306,493,Initiation Fee,320.04,2025-10-13,1
1307,712,Initiation Fee,232.68,2025-04-30,1
1308,626,Dishonour Fee,189.75,2025-05-05,0
1309,1167,SERVICE FEE,383.09,2025-08-26,1
1310,998,Late Payment Fee,82.39,2026-03-17,0
1311,226,Collection Fee,323.27,2025-07-11,1
1312,1775,initiation fee,85.43,2025-10-08,1
1313,1502,initiation fee,281.02,2026-01-04,0
1314,277,SERVICE FEE,,2025-01-31,0
1315,1596,Service Fee,53.24,2025-01-30,0
1316,235,Late Payment Fee,44.47,05-20-2026,0
1317,1784,Collection Fee,471.7,2025-02-17,0
1318,683,Late Payment Fee,363.11,2025-04-08,1
1319,1181,Service Fee,228.31,2025-09-25,0
1320,1306,SERVICE FEE,116.67,2025-10-07,1
1321,347,Initiation Fee,107.16,2026-05-06,0
1322,122,Collection Fee,346.6,01-07-2025,1
1323,976,Initiation Fee,56.86,2025-08-28,0
1324,1193,initiation fee,399.27,2025-02-23,0
1325,1422,Dishonour Fee,209.79,2026-04-13,0
1326,1688,Collection Fee,288.93,2025-04-04,0
1327,499,SERVICE FEE,73.86,2025-05-13,0
1328,526,Collection Fee,451.57,2025-08-02,1
1329,671,Initiation Fee,167.27,2026-03-08,1
1330,1628,Collection Fee,309.95,2025-06-13,0
1331,973,SERVICE FEE,177.29,2025-10-31,0
1332,985,Service Fee,348.83,2026-05-02,0
1333,981,Dishonour Fee,93.7,2025-06-21,0
1334,402,Collection Fee,399.76,2025-01-18,1
1335,232,initiation fee,365.74,06-29-2025,1
1336,260,Initiation Fee,262.07,2025-09-14,0
1337,1194,SERVICE FEE,154.7,2025-07-27,0
1338,700,SERVICE FEE,364.81,2025-04-04,0
1339,631,initiation fee,228.34,2026-06-01,0
1340,1594,Initiation Fee,306.43,2025-02-19,0
1341,1410,Dishonour Fee,208.2,01-25-2026,0
1342,116,Late Payment Fee,338.95,2025-11-07,0
1343,1048,Initiation Fee,463.22,2025-04-24,0
1344,1473,initiation fee,-461.29,2025-08-20,1
1345,1737,Initiation Fee,444.71,2025-06-26,0
1346,1144,Late Payment Fee,212.38,2026-02-01,0
1347,616,Late Payment Fee,96.48,2025-07-05,0
1348,535,Collection Fee,431.01,20251219,0
1349,1154,Initiation Fee,463.74,2025-02-08,0
1350,426,Collection Fee,314.18,2025-09-26,1
1351,1071,Late Payment Fee,293.93,2025-05-05,0
1352,1672,initiation fee,401.44,2025-07-12,0
1353,626,SERVICE FEE,159.34,2026-01-20,0
1354,369,Late Payment Fee,366.99,09/08/2025,0
1355,1293,Collection Fee,48.91,2025-04-10,0
1356,346,Dishonour Fee,113.37,2025-04-20,0
1357,1209,initiation fee,450.18,2025-03-24,1
1358,1005,Service Fee,299.17,2026-06-16,0
1359,366,Dishonour Fee,251.62,2025-08-22,1
1360,1195,initiation fee,450.31,2025-04-14,1
1361,313,Late Payment Fee,246.29,2025-06-25,0
1362,841,Initiation Fee,86.19,2025-06-28,1
1363,839,initiation fee,418.06,2025-04-11,1
1364,1041,Service Fee,482.34,2026-06-15,0
1365,337,Dishonour Fee,26.43,2026-06-10,0
1366,1772,Service Fee,484.68,2025-09-22,1
1367,68,SERVICE FEE,53.43,08 Mar 2025,0
1368,150,initiation fee,162.58,2026-01-24,1
1369,1636,Service Fee,-153.56,2025-07-21,0
1370,1195,initiation fee,73.29,2025-09-08,0
1371,592,Dishonour Fee,150.64,2025-07-29,1
1372,1264,Dishonour Fee,97.47,2026-03-10,0
1373,1493,Initiation Fee,342.32,2025-01-12,0
1374,1735,Initiation Fee,462.19,2025-09-27,0
1375,162,Dishonour Fee,429.18,01-17-2026,1
1376,967,Collection Fee,33.45,2025-08-05,0
1377,1036,Dishonour Fee,49.18,2026-02-25,0
1378,1345,Late Payment Fee,218.02,2025-08-29,0
1379,1026,Service Fee,62.04,2025-01-13,0
1380,398,Late Payment Fee,444.65,2025-09-16,0
1381,1370,Late Payment Fee,27.7,04-06-2026,0
1382,985,Collection Fee,377.01,2025-10-17,0
1383,1164,Dishonour Fee,477.8,2025-03-17,1
1384,1761,Dishonour Fee,325.99,12-18-2025,1
1385,130,Collection Fee,77.61,2026-02-12,0
1386,996,Collection Fee,433.49,2025-11-10,0
1387,681,initiation fee,492.8,2026-04-16,0
1388,408,SERVICE FEE,423.24,2026-02-03,0
1389,1518,Service Fee,388.68,2025-12-17,0
1390,423,Service Fee,230.55,2025-07-05,0
1391,692,Late Payment Fee,29.49,2025-11-16,1
1392,397,Dishonour Fee,31.63,2025-08-08,1
1393,1434,Collection Fee,233.07,2025-12-02,0
1394,746,Service Fee,117.48,2025-10-28,0
1395,621,initiation fee,115.71,2026-02-24,0
1396,607,Late Payment Fee,50.97,2025-08-27,0
1397,984,Collection Fee,38.7,2025-11-23,0
1398,734,Collection Fee,200.81,2025-04-08,0
1399,599,SERVICE FEE,375.95,2025-01-03,1
1400,305,Late Payment Fee,-163.19,2025-09-01,1
1401,1377,Service Fee,45.48,2026-04-13,1
1402,687,Dishonour Fee,244.01,20250321,0
1403,1192,Collection Fee,417.01,2025-06-11,0
1404,1467,Service Fee,110.19,2025-12-07,0
1405,219,Late Payment Fee,53.13,2026-04-22,0
1406,1197,Collection Fee,321.18,2025-05-12,0
1407,1629,Late Payment Fee,90.95,2025-06-11,1
1408,1446,Late Payment Fee,-343.83,2026-01-15,0
1409,488,Service Fee,59.34,2025-02-16,0
1410,455,SERVICE FEE,280.2,2026-01-21,0
1411,1112,Late Payment Fee,260.42,2025-11-26,1
1412,851,Initiation Fee,442.2,2025-07-18,0
1413,537,Collection Fee,426.53,2025-06-15,0
1414,770,Dishonour Fee,472.51,2025-05-29,0
1415,477,Late Payment Fee,456.41,2026-01-10,1
1416,979,Service Fee,428.8,2025-03-10,0
1417,1435,Dishonour Fee,238.22,2026-03-05,0
1418,1006,Late Payment Fee,404.35,2025-03-23,0
1419,156,SERVICE FEE,204.59,2025-06-15,0
1420,282,SERVICE FEE,81.12,2025-06-06,0
1421,1170,initiation fee,429.37,2025-12-03,1
1422,1150,initiation fee,,2026-04-11,0
1423,925,Service Fee,407.51,2025-11-07,1
1424,1466,Dishonour Fee,181.93,2025-07-01,0
1425,565,SERVICE FEE,363.59,2025-08-20,0
1426,12,Dishonour Fee,351.14,2025-01-23,0
1427,1671,initiation fee,402.42,2026-02-01,0
1428,353,SERVICE FEE,145.03,2025-04-20,0
1429,258,SERVICE FEE,424.67,2025-11-22,0
1430,539,Collection Fee,76.51,2025-09-06,1
1431,407,Late Payment Fee,468.27,2025-03-05,0
1432,1060,Dishonour Fee,151.51,10 May 2025,0
1433,1406,Service Fee,,2025-10-27,1
1434,439,SERVICE FEE,175.55,2025-05-17,1
1435,479,initiation fee,64.01,2025-07-03,0
1436,351,Dishonour Fee,151.54,2025-08-15,0
1437,661,Collection Fee,41.67,2026-06-05,1
1438,404,Dishonour Fee,455.72,2025-04-01,0
1439,970,Collection Fee,46.31,2026-01-16,0
1440,1729,Initiation Fee,275.75,2025-04-07,0
1441,776,Service Fee,417.72,2026-06-02,0
1442,1384,initiation fee,127.32,2025-05-16,0
1443,1478,initiation fee,174.86,2025-07-01,0
1444,943,SERVICE FEE,325.76,2025-11-25,0
1445,455,SERVICE FEE,235.83,2025-01-18,0
1446,869,SERVICE FEE,34.62,2026-02-24,0
1447,212,Initiation Fee,32.22,2026-06-02,1
1448,840,Late Payment Fee,156.76,2026-01-06,1
1449,750,SERVICE FEE,497.1,2025-02-19,1
1450,1009,SERVICE FEE,385.96,2025-12-13,0
1451,1474,Dishonour Fee,120.72,2025-07-14,0
1452,129,Service Fee,243.79,2025-10-12,0
1453,121,Late Payment Fee,298.79,2025-02-02,1
1454,1476,Dishonour Fee,61.45,06-25-2025,0
1455,1399,Dishonour Fee,57.76,2025-04-08,0
1456,1093,Dishonour Fee,480.49,2025-06-01,0
1457,1660,SERVICE FEE,160.06,2026-03-28,0
1458,1385,Initiation Fee,107.62,2025-08-07,0
1459,628,Service Fee,408.2,2025-08-29,0
1460,820,initiation fee,255.31,05-13-2026,0
1461,1510,initiation fee,380.93,2025-08-13,0
1462,1099,Dishonour Fee,-417.63,2025-03-14,0
1463,120,Initiation Fee,361.97,2025-09-01,0
1464,1725,SERVICE FEE,89.31,2026-04-18,1
1465,572,Service Fee,,2025-12-02,0
1466,100,Late Payment Fee,147.53,2025-01-05,0
1467,1234,initiation fee,57.56,02-14-2026,1
1468,136,initiation fee,284.6,2025-11-09,0
1469,784,initiation fee,149.18,2026-03-24,0
1470,1796,SERVICE FEE,445.31,2025-09-09,0
1471,352,Late Payment Fee,396.14,2025-01-11,0
1472,1516,Collection Fee,381.95,2025-01-03,0
1473,1605,Initiation Fee,295.17,2025-01-04,0
1474,371,Initiation Fee,224.88,2025-03-15,0
1475,1100,Initiation Fee,363.29,2026-05-12,1
1476,1163,Service Fee,124.64,2025-03-13,0
1477,605,SERVICE FEE,180.76,2025-04-20,0
1478,1302,Service Fee,346.99,2026-03-03,1
1479,387,SERVICE FEE,214.93,2025-05-11,0
1480,1056,Initiation Fee,142.82,2026-02-26,0
1481,777,SERVICE FEE,245.84,20260508,0
1482,1158,SERVICE FEE,130.23,2025-03-29,0
1483,1527,Late Payment Fee,356.14,2026-05-21,1
1484,1668,initiation fee,383.91,2025-02-28,0
1485,181,Initiation Fee,262.47,2026-02-27,1
1486,486,Dishonour Fee,226.48,2025-10-02,0
1487,850,Initiation Fee,158.04,2026-01-26,0
1488,1160,Initiation Fee,98.14,2025-08-30,0
1489,311,Initiation Fee,290.82,2025-09-18,0
1490,1023,initiation fee,150.58,2025-08-11,0
1491,1614,Collection Fee,374.98,2025-09-28,0
1492,371,Service Fee,313.22,2025-06-12,1
1493,719,Service Fee,60.81,2026-05-13,0
1494,54,Service Fee,255.26,2025-12-03,1
1495,923,Service Fee,241.26,2025-09-09,0
1496,1169,Dishonour Fee,214.61,2025-03-06,1
1497,1299,SERVICE FEE,347.29,20260410,1
1498,1199,Initiation Fee,328.9,2026-06-14,0
1499,116,Late Payment Fee,349.5,2026-01-27,0
1500,863,Dishonour Fee,343.66,2025-10-11,0
1501,232,Collection Fee,218.0,2025-07-13,0
1502,1436,SERVICE FEE,292.21,2026-05-27,0
1503,115,SERVICE FEE,231.5,2026-05-21,0
1504,1588,SERVICE FEE,355.53,2025-07-21,0
1505,80,Service Fee,212.05,2025-05-05,0
1506,859,initiation fee,352.7,2025-08-05,0
1507,1514,SERVICE FEE,201.01,2025-07-05,0
1508,472,Late Payment Fee,255.93,23 May 2025,0
1509,1056,Dishonour Fee,349.7,2026-04-25,0
1510,1173,Collection Fee,116.09,2025-10-15,0
1511,1437,Initiation Fee,81.6,2025-09-02,0
1512,625,initiation fee,455.43,2025-12-12,0
1513,1108,SERVICE FEE,108.45,28 May 2026,0
1514,155,Service Fee,-84.8,2026-02-20,0
1515,135,SERVICE FEE,393.14,2025-06-25,0
1516,343,Initiation Fee,439.14,2025-06-10,0
1517,629,initiation fee,368.91,2025-04-01,0
1518,609,Late Payment Fee,336.2,2025-01-19,0
1519,404,Dishonour Fee,427.75,2025-04-22,0
1520,1245,SERVICE FEE,141.21,2025-03-29,0
1521,354,SERVICE FEE,55.31,2026-06-15,0
1522,1570,Service Fee,73.21,2025-09-10,0
1523,895,Dishonour Fee,93.95,2025-02-02,0
1524,1331,Late Payment Fee,457.75,2025-02-14,0
1525,800,Dishonour Fee,215.53,2025-01-31,0
1526,1291,Service Fee,371.16,05-25-2025,0
1527,134,Dishonour Fee,97.3,07-16-2025,1
1528,824,Late Payment Fee,104.44,2025-03-03,0
1529,165,initiation fee,302.61,2025-09-04,0
1530,1118,initiation fee,117.82,2025-06-19,0
1531,648,SERVICE FEE,114.7,2025-12-23,0
1532,748,Dishonour Fee,185.86,2025-05-20,0
1533,917,initiation fee,92.07,2026-02-16,1
1534,781,initiation fee,439.1,2025-12-21,1
1535,1305,SERVICE FEE,-98.78,2026-04-29,0
1536,962,initiation fee,134.9,03 Nov 2025,0
1537,983,SERVICE FEE,189.1,2025-09-10,0
1538,218,SERVICE FEE,132.1,2025-06-16,1
1539,307,Initiation Fee,178.79,2026-03-27,0
1540,686,SERVICE FEE,439.93,2025-04-25,1
1541,873,initiation fee,230.5,2025-09-27,0
1542,729,initiation fee,88.62,2025-07-23,0
1543,1527,Initiation Fee,291.13,2026-03-23,0
1544,108,initiation fee,89.15,2025-01-17,1
1545,1327,Service Fee,-377.07,2026-03-13,1
1546,291,Late Payment Fee,321.18,2025-09-22,1
1547,1329,Initiation Fee,427.03,2026-01-01,1
1548,192,SERVICE FEE,477.02,2025-12-16,0
1549,5,initiation fee,285.43,2025-06-15,1
1550,455,Dishonour Fee,122.73,2026-04-22,1
1551,1046,Late Payment Fee,127.67,2025-01-24,0
1552,391,Service Fee,262.31,2025-04-08,0
1553,1484,Late Payment Fee,-41.13,2025-10-22,0
1554,1173,Late Payment Fee,87.68,2025-05-22,0
1555,199,Service Fee,-168.87,2025-11-23,0
1556,1010,SERVICE FEE,194.86,2026-05-28,0
1557,840,Initiation Fee,359.55,2025-12-11,0
1558,1234,Late Payment Fee,130.06,2025-07-10,1
1559,1770,Service Fee,464.09,2025-04-24,0
1560,173,SERVICE FEE,236.07,2025-03-17,0
1561,1441,Dishonour Fee,106.9,2026-02-04,0
1562,836,Initiation Fee,283.09,2026-06-15,0
1563,264,SERVICE FEE,374.56,2026-03-18,0
1564,1077,Initiation Fee,75.01,2026-02-28,0
1565,1708,Service Fee,344.73,2025-05-07,0
1566,591,Late Payment Fee,111.49,2025-03-01,0
1567,1243,initiation fee,27.82,2025-06-30,1
1568,1000,Initiation Fee,-45.39,20260418,0
1569,1318,Dishonour Fee,399.11,2025-12-07,1
1570,1436,Service Fee,81.6,2025-05-14,0
1571,1486,Service Fee,432.87,2025-08-27,0
1572,542,Collection Fee,405.89,2026-04-18,1
1573,1140,SERVICE FEE,121.36,2026-06-14,0
1574,1524,SERVICE FEE,309.67,2025-10-09,0
1575,700,Service Fee,386.56,2026-06-13,0
1576,1621,Dishonour Fee,-77.94,2026-04-05,1
1577,597,Initiation Fee,-91.25,2026-06-13,1
1578,1274,Collection Fee,408.51,2025-12-18,0
1579,816,Service Fee,451.6,2026-05-08,0
1580,1094,SERVICE FEE,229.18,2026-04-13,0
1581,1489,Initiation Fee,406.71,2026-03-15,0
1582,279,SERVICE FEE,55.81,2025-12-08,0
1583,87,Dishonour Fee,232.6,2026-04-09,0
1584,106,SERVICE FEE,277.79,2025-01-17,0
1585,1296,Late Payment Fee,34.05,2025-04-13,0
1586,562,initiation fee,260.17,08-25-2025,0
1587,127,Service Fee,302.04,2025-04-03,0
1588,200,Collection Fee,344.82,2025-12-28,1
1589,923,SERVICE FEE,457.73,26/09/2025,1
1590,941,initiation fee,-114.37,2025-11-24,0
1591,151,Service Fee,284.99,2025-06-17,0
1592,261,Initiation Fee,320.29,2025-02-27,0
1593,862,initiation fee,401.07,2025-04-25,0
1594,973,initiation fee,299.85,2026-05-20,1
1595,778,Late Payment Fee,231.01,03/06/2025,0
1596,1268,initiation fee,282.98,2025-06-05,0
1597,692,Initiation Fee,327.69,2025-04-25,1
1598,781,Dishonour Fee,137.15,2025-02-26,1
1599,1357,initiation fee,260.96,2025-09-04,0
1600,192,SERVICE FEE,216.8,2025-05-21,0
1601,1491,Service Fee,228.86,2025-04-21,0
1602,572,Initiation Fee,134.89,2025-01-23,0
1603,318,initiation fee,249.58,20260406,0
1604,768,initiation fee,396.69,2025-09-28,0
1605,1573,Dishonour Fee,259.15,2025-04-09,0
1606,1103,Initiation Fee,272.3,15/03/2025,0
1607,61,Dishonour Fee,208.35,2025-04-16,0
1608,803,Service Fee,288.79,2026-03-21,0
1609,47,Service Fee,424.56,2025-11-18,1
1610,1770,initiation fee,95.89,2025-03-03,0
1611,1648,Late Payment Fee,79.71,2026-04-09,0
1612,664,Initiation Fee,407.89,2026-01-08,1
1613,503,Collection Fee,340.34,2026-05-11,0
1614,1747,Dishonour Fee,252.36,2025-10-06,0
1615,730,Late Payment Fee,54.77,2025-01-08,0
1616,915,Service Fee,468.47,2026-03-16,1
1617,587,initiation fee,145.98,2025-12-06,0
1618,1114,initiation fee,196.38,2025-01-11,0
1619,666,Service Fee,227.88,07-26-2025,0
1620,1705,Service Fee,475.97,2025-04-25,0
1621,1438,initiation fee,45.45,2026-04-24,0
1622,878,SERVICE FEE,363.25,2026-01-03,0
1623,997,Late Payment Fee,276.98,2025-11-05,0
1624,362,Collection Fee,,2025-12-18,0
1625,438,Collection Fee,315.84,2025-11-14,0
1626,1605,initiation fee,166.18,2025-12-20,0
1627,361,Service Fee,196.29,2025-09-15,0
1628,277,Dishonour Fee,39.87,2025-11-16,0
1629,1043,Late Payment Fee,142.52,20251107,0
1630,1522,Initiation Fee,364.31,2025-10-01,0
1631,9,Collection Fee,61.41,2025-10-24,1
1632,71,Initiation Fee,496.15,2026-05-31,0
1633,307,SERVICE FEE,64.64,2025-01-27,0
1634,434,Service Fee,152.71,2026-01-18,0
1635,788,SERVICE FEE,138.63,2026-03-06,1
1636,112,Initiation Fee,199.34,2025-12-22,0
1637,1352,Collection Fee,159.13,2025-06-09,0
1638,1436,Late Payment Fee,473.97,2025-01-10,1
1639,1773,Collection Fee,262.83,2025-07-29,0
