loan_id,application_id,customer_id,contract_number,principal_amount_zar,term_months,disbursed_amount_zar,total_repayable_zar,disbursement_date,loan_status,nca_compliant_flag,interest_rate_pct
518,1605,1555,FAST-20260329-00518,11900.46,1,11761.37,14774.89,2026-03-29,CANCELLED,1,3.3968
519,2303,216,FAST-20250503-00519,967.53,4,925.28,1153.36,2025-05-03,ACTIVE,0,4.0853
520,1735,128,FAST-20250220-00520,1908.17,4,1829.25,2351.37,2025-02-20,CANCELLED,1,3.1413
521,239,290,FAST-20250321-00521,4832.82,5,4779.0,5768.36,2025-03-21,ARREARS,1,3.7559
522,1222,581,FAST-20260311-00522,967.89,6,952.25,1189.16,2026-03-11,Active,1,4.2757
523,1636,1688,FAST-20251110-00523,955.88,3,950.49,1128.04,2025-11-10,CANCELLED,1,4.297
524,429,1606,FAST-20250716-00524,7736.13,5,7590.13,9251.68,2025-07-16,WRITTEN_OFF,1,4.5054
525,2423,1349,FAST-20250925-00525,3246.57,6,3198.53,3902.42,2025-09-25,ARREARS,1,
526,2932,1551,FAST-20250209-00526,4813.76,2,4721.59,6125.44,2025-02-09,CANCELLED,1,3.0806
527,1461,1179,FAST-20250703-00527,9908.05,3,9855.23,11898.48,2025-07-03,settled,1,3.1369
528,1102,294,FAST-20250420-00528,484.22,6,469.34,577.95,2025-04-20,settled,0,3.9696
529,2460,464,FAST-20251015-00529,4804.93,2,4722.03,5770.23,2025-10-15,WRITTEN_OFF,1,3.6144
530,1139,26,FAST-20260323-00530,14819.38,3,14658.94,18178.13,2026-03-23,settled,1,3.8968
531,176,246,FAST-20260525-00531,4854.58,3,4848.67,6034.12,2026-05-25,ACTIVE,1,4.1307
532,201,1511,FAST-20251031-00532,14404.62,6,14115.61,17855.86,20251031,ARREARS,0,4.4018
533,1879,533,FAST-20250529-00533,1924.77,1,1841.73,2427.95,2025-05-29,settled,1,4.0932
534,1652,95,FAST-20250927-00534,11564.12,3,11459.79,14535.24,2025-09-27,settled,0,4.4013
535,1043,279,FAST-20250516-00535,1467.23,5,1461.34,1734.48,2025-05-16,SETTLED,0,3.2437
536,507,1269,FAST-20260427-00536,970.23,3,927.67,1182.97,2026-04-27,Active,1,3.2854
537,2363,367,FAST-20260407-00537,14881.16,2,,19002.82,2026-04-07,active,0,4.4026
538,1955,355,FAST-20250818-00538,14737.21,4,14344.27,18826.53,2025-08-18,SETTLED,1,4.3632
539,1995,1237,FAST-20260303-00539,11617.7,6,11236.53,14542.84,2026-03-03,Active,1,3.9201
540,1577,1121,FAST-20250124-00540,3233.48,6,3151.57,3916.63,2025-01-24,Active,1,
541,1083,1539,FAST-20260319-00541,1938.32,2,1880.39,2399.0,19 Mar 2026,settled,1,
542,2271,1658,FAST-20250404-00542,479.4,4,465.04,596.97,2025-04-04,settled,1,3.1725
543,1362,1067,FAST-20250929-00543,953.36,5,926.49,1218.09,29 Sep 2025,CANCELLED,0,
544,684,1487,FAST-20251022-00544,11673.47,1,11099.09,14683.68,2025-10-22,active,1,4.069
545,449,1262,FAST-20260319-00545,499.52,3,491.29,608.25,2026-03-19,ARREARS,1,3.4437
546,2256,1664,FAST-20250715-00546,477.78,1,472.37,607.74,2025-07-15,active,1,4.7676
547,1694,928,FAST-20250915-00547,7650.13,4,7393.99,9702.0,2025-09-15,WRITTEN_OFF,1,
548,683,1377,FAST-20251228-00548,4754.99,2,4590.42,5968.26,2025-12-28,SETTLED,1,4.5223
549,2238,26,FAST-20250207-00549,7826.39,4,7501.68,9237.75,2025-02-07,ARREARS,1,4.3
550,225,1287,FAST-20250222-00550,480.55,3,478.36,572.21,2025-02-22,settled,1,3.4012
551,873,594,FAST-20251125-00551,11854.46,1,11477.76,13998.3,2025-11-25,ACTIVE,0,3.935
552,44,1562,FAST-20260215-00552,475.12,5,474.63,590.5,2026-02-15,SETTLED,1,3.1848
553,3007,944,FAST-20251031-00553,969.9,1,950.95,1226.75,2025-10-31,Active,1,3.7463
554,3026,653,FAST-20260427-00554,1985.68,1,1903.47,2482.76,27/04/2026,CANCELLED,1,4.3518
555,2291,787,FAST-20260322-00555,4944.65,6,4715.74,5903.83,22/03/2026,CANCELLED,1,4.8248
556,1564,889,FAST-20260228-00556,1951.62,3,1890.84,2461.22,2026-02-28,ARREARS,1,
557,2921,1207,FAST-20260320-00557,11733.4,1,11157.41,14696.97,2026-03-20,SETTLED,0,3.5404
558,524,1165,FAST-20250312-00558,14586.81,5,14522.88,17911.01,12/03/2025,Active,1,3.0434
559,1440,800,FAST-20260117-00559,-993.37,6,970.4,1242.8,2026-01-17,ACTIVE,1,3.5982
560,2468,375,FAST-20250415-00560,11901.49,4,11483.98,14690.93,2025-04-15,Active,0,3.2648
561,2490,1348,FAST-20260406-00561,4794.31,4,4602.84,6051.94,2026-04-06,ACTIVE,0,3.3445
562,392,553,FAST-20260119-00562,3135.66,4,3033.48,3797.49,2026-01-19,ARREARS,1,4.6229
563,1212,764,FAST-20250820-00563,483.16,1,480.14,580.95,2025-08-20,WRITTEN_OFF,1,3.9768
564,1385,289,FAST-20260417-00564,984.67,3,947.87,1190.13,2026-04-17,Active,1,4.0456
565,2804,415,FAST-20250122-00565,,4,938.79,1181.08,2025-01-22,ACTIVE,1,3.396
566,2930,38,FAST-20250716-00566,1975.61,1,1925.71,2495.59,2025-07-16,ARREARS,1,4.3974
567,472,1722,FAST-20250829-00567,4941.25,1,4857.77,6263.27,2025-08-29,CANCELLED,1,4.6654
568,2834,565,FAST-20251111-00568,11806.23,3,11253.37,14223.63,2025-11-11,Active,1,3.4319
569,2670,98,FAST-20250307-00569,3283.53,5,3260.2,3884.14,2025-03-07,Active,1,4.5078
570,2833,1242,FAST-20250705-00570,1434.73,5,1412.06,1771.89,2025-07-05,CANCELLED,1,4.8741
571,2513,867,FAST-20250809-00571,9672.34,3,9518.17,11930.35,2025-08-09,ARREARS,1,4.6157
572,2314,1072,FAST-20260503-00572,3276.24,1,3217.1,4182.67,2026-05-03,WRITTEN_OFF,1,3.6644
573,987,752,FAST-20250616-00573,995.58,6,972.69,1234.63,2025-06-16,SETTLED,1,3.5464
574,1958,1117,FAST-20260315-00574,3254.64,4,3134.46,4058.42,2026-03-15,ACTIVE,1,4.0973
575,457,1142,FAST-20250721-00575,9678.96,4,9375.9,11906.89,2025-07-21,Active,1,4.4553
576,1545,1838,FAST-20251007-00576,478.5,4,458.0,570.14,2025-10-07,Active,1,3.616
577,2067,1904,FAST-20260524-00577,489.19,6,475.61,586.8,2026-05-24,settled,1,3.4865
578,719,761,FAST-20250419-00578,11807.53,3,11769.86,14823.28,2025-04-19,SETTLED,0,3.2288
579,938,170,FAST-20251111-00579,14743.75,1,14360.32,17495.61,2025-11-11,active,0,3.4068
580,362,1163,FAST-20260225-00580,3211.21,3,3159.33,3888.58,2026-02-25,active,1,4.8941
581,1979,1417,FAST-20260127-00581,3275.12,5,3137.87,3876.86,2026-01-27,Active,1,4.1548
582,762,283,FAST-20250612-00582,9559.65,3,9261.38,11721.81,2025-06-12,ARREARS,1,3.2597
583,1712,155,FAST-20250610-00583,475.99,5,462.65,579.79,2025-06-10,WRITTEN_OFF,1,3.0066
584,2255,668,FAST-20260114-00584,1929.77,1,1853.5,2353.44,14 Jan 2026,Active,0,4.4818
585,3093,1944,FAST-20250426-00585,487.54,6,469.21,597.47,2025-04-26,CANCELLED,1,
586,2996,1617,FAST-20251021-00586,3273.9,5,3145.23,4025.26,2025-10-21,CANCELLED,1,4.6716
587,775,1583,FAST-20250520-00587,999.7,5,949.98,1180.32,2025-05-20,CANCELLED,1,4.5468
588,3101,1492,FAST-20251024-00588,1429.36,3,1402.6,1770.32,2025-10-24,settled,1,4.5124
589,1029,1779,FAST-20260210-00589,481.39,3,461.35,614.41,2026-02-10,WRITTEN_OFF,1,3.6741
590,465,709,FAST-20251009-00590,9547.26,2,9090.1,11766.91,2025-10-09,SETTLED,1,3.6607
591,2317,671,FAST-20250720-00591,4918.42,1,4819.83,6122.36,2025-07-20,ARREARS,0,4.9686
592,3163,1537,FAST-20250422-00592,7843.1,4,7615.13,9840.83,2025-04-22,ACTIVE,1,3.6417
593,2566,389,FAST-20250109-00593,11633.57,2,11279.26,14122.04,09/01/2025,active,1,3.5636
594,1175,1591,FAST-20250817-00594,1434.21,5,1391.01,1832.47,2025-08-17,CANCELLED,1,3.3326
595,2039,1470,FAST-20250202-00595,9554.14,1,9383.8,11784.92,2025-02-02,ACTIVE,0,4.0726
596,1558,98,FAST-20260211-00596,1910.35,6,1840.52,2298.63,2026-02-11,WRITTEN_OFF,1,3.7992
597,256,94,FAST-20250615-00597,4991.27,1,4907.6,6045.53,2025-06-15,WRITTEN_OFF,0,4.3832
598,2254,36,FAST-20250618-00598,7786.45,6,7408.25,9503.53,2025-06-18,active,0,3.8356
599,2833,896,FAST-20250908-00599,11488.04,1,11351.19,13591.12,2025-09-08,ACTIVE,1,3.8265
600,783,1074,FAST-20250926-00600,492.13,2,481.42,627.49,26 Sep 2025,ARREARS,0,4.2767
601,1917,896,FAST-20250420-00601,9536.72,4,9266.33,12095.1,2025-04-20,active,1,4.0347
602,2929,767,FAST-20251123-00602,1964.36,4,1937.03,2499.35,2025-11-23,Active,1,3.0703
603,1118,1525,FAST-20260605-00603,984.89,6,962.75,1229.52,2026-06-05,settled,0,3.4708
604,175,242,FAST-20251117-00604,7659.03,6,7456.33,9163.3,2025-11-17,WRITTEN_OFF,1,3.0729
605,671,1247,FAST-20250111-00605,1903.94,5,1813.19,2312.08,2025-01-11,CANCELLED,1,4.2138
606,1212,478,FAST-20260518-00606,7769.61,5,7745.34,9554.85,2026-05-18,ACTIVE,1,3.6627
607,2887,839,FAST-20250930-00607,1953.31,2,1941.38,2436.21,2025-09-30,ARREARS,1,4.4259
608,917,177,FAST-20251209-00608,1928.32,4,1873.79,2331.77,2025-12-09,CANCELLED,1,4.6383
609,1064,1308,FAST-20251220-00609,14567.55,5,14170.01,18593.89,2025-12-20,CANCELLED,1,4.815
610,2495,57,FAST-20250331-00610,983.26,1,969.21,1168.68,2025-03-31,ACTIVE,1,4.279
611,2308,552,FAST-20250726-00611,3173.77,6,3086.21,3784.39,07-26-2025,active,0,3.4289
612,227,568,FAST-20250329-00612,1432.72,4,1386.41,1760.07,29 Mar 2025,active,1,4.4315
613,3186,163,FAST-20251209-00613,1937.74,4,1914.67,2411.82,2025-12-09,CANCELLED,1,4.9187
614,2481,1466,FAST-20250103-00614,14314.63,4,13672.69,17216.69,2025-01-03,active,1,3.6761
615,2136,1678,FAST-20250617-00615,478.12,5,455.98,611.42,2025-06-17,settled,1,3.4491
616,364,32,FAST-20251105-00616,1499.91,1,1460.29,1777.44,2025-11-05,ARREARS,1,4.3633
617,135,1616,FAST-20260606-00617,1499.81,5,1461.17,1831.47,2026-06-06,Active,0,3.641
618,3106,260,FAST-20250818-00618,481.64,6,464.99,606.2,2025-08-18,WRITTEN_OFF,1,4.2709
619,818,1516,FAST-20250118-00619,483.91,5,473.85,582.8,2025-01-18,WRITTEN_OFF,1,3.7536
620,1360,1782,FAST-20250306-00620,7768.88,4,7628.41,9356.48,20250306,ARREARS,1,3.476
621,1851,1166,FAST-20250112-00621,7642.22,6,7381.77,9097.19,2025-01-12,WRITTEN_OFF,0,4.6067
622,1073,875,FAST-20251117-00622,3248.73,6,3087.7,3955.06,2025-11-17,ARREARS,1,4.8929
623,697,1131,FAST-20260510-00623,1472.97,6,1472.81,1867.17,10 May 2026,SETTLED,1,4.3785
624,1851,1058,FAST-20251106-00624,981.48,6,966.61,1161.72,2025-11-06,SETTLED,0,3.5209
625,2399,579,FAST-20250412-00625,11647.44,3,11370.09,14494.25,2025-04-12,SETTLED,0,3.4361
626,128,1393,FAST-20250816-00626,975.11,1,965.86,1192.27,16/08/2025,Active,1,3.6784
627,1946,226,FAST-20251124-00627,496.74,1,490.56,593.44,2025-11-24,SETTLED,1,3.5749
628,1842,259,FAST-20250630-00628,988.46,2,957.98,1196.48,2025-06-30,CANCELLED,1,4.0349
629,2532,265,FAST-20260302-00629,11684.24,5,11524.98,14794.37,2026-03-02,Active,1,4.2066
630,975,656,FAST-20251121-00630,481.18,1,,603.75,2025-11-21,ACTIVE,0,4.4213
631,2829,51,FAST-20260131-00631,14921.57,5,14220.71,17772.39,2026-01-31,SETTLED,1,4.3431
632,2877,1259,FAST-20260121-00632,1991.17,4,1964.13,2358.77,01-21-2026,ARREARS,1,4.1308
633,3104,1636,FAST-20250131-00633,1425.93,2,1399.79,1814.35,31/01/2025,active,1,3.8212
634,1709,1246,FAST-20250323-00634,4910.89,5,4754.12,5827.48,2025-03-23,ACTIVE,1,4.4978
635,2670,748,FAST-20251226-00635,11452.17,1,11030.76,14119.6,2025-12-26,settled,1,
636,2242,405,FAST-20251222-00636,14961.52,6,14775.75,18964.56,2025-12-22,ARREARS,1,3.4725
637,139,856,FAST-20250730-00637,4952.99,2,4713.17,5927.42,2025-07-30,ARREARS,1,3.1321
638,2318,868,FAST-20250412-00638,1942.69,3,1917.09,2483.51,2025-04-12,ACTIVE,1,4.1747
639,1619,139,FAST-20251213-00639,1494.18,2,,1769.6,2025-12-13,ACTIVE,1,3.3375
640,1806,864,FAST-20260511-00640,11975.74,6,11565.88,,2026-05-11,CANCELLED,1,3.2964
641,2776,1959,FAST-20250324-00641,7669.79,1,7386.3,9095.71,2025-03-24,ARREARS,0,3.6407
642,258,1812,FAST-20260101-00642,14250.55,2,13784.32,18141.38,2026-01-01,CANCELLED,1,3.4575
643,2674,401,FAST-20250318-00643,484.85,4,476.65,587.56,2025-03-18,Active,0,4.74
644,187,219,FAST-20251112-00644,7824.64,1,7717.79,9343.61,2025-11-12,ACTIVE,1,4.6835
645,2258,1889,FAST-20250330-00645,7725.41,6,,9378.15,2025-03-30,SETTLED,1,4.2246
646,14,615,FAST-20251003-00646,485.04,6,484.07,580.49,2025-10-03,ACTIVE,1,4.0524
647,1554,1640,FAST-20251018-00647,1448.25,3,1392.3,1793.54,2025-10-18,Active,1,3.4102
648,2908,1188,FAST-20250709-00648,976.13,3,936.71,1189.18,2025-07-09,CANCELLED,1,3.7336
649,2278,1631,FAST-20251112-00649,3252.85,6,3135.33,3908.9,2025-11-12,CANCELLED,0,4.717
650,2557,1975,FAST-20251015-00650,9527.25,6,9487.48,12005.84,2025-10-15,active,1,4.3312
651,2180,678,FAST-20250731-00651,9986.63,2,9741.18,12462.09,2025-07-31,SETTLED,1,4.3516
652,2825,1548,FAST-20260102-00652,7898.32,6,7535.86,9522.12,02/01/2026,active,1,3.6115
653,556,1996,FAST-20250613-00653,1488.52,1,1479.1,1834.1,20250613,ARREARS,0,3.3399
654,787,888,FAST-20260220-00654,4775.27,2,4741.41,5906.34,2026-02-20,CANCELLED,0,3.2725
655,2926,268,FAST-20260311-00655,14632.47,5,14535.01,17690.39,03-11-2026,SETTLED,1,4.8491
656,199,1919,FAST-20250707-00656,9681.08,5,9592.11,11679.09,2025-07-07,active,1,4.0079
657,2171,952,FAST-20250807-00657,14282.13,1,14105.72,17579.59,2025-08-07,ACTIVE,1,4.4149
658,993,1339,FAST-20251223-00658,3240.98,5,3191.2,4097.72,2025-12-23,settled,1,3.756
659,2286,1152,FAST-20260507-00659,9773.85,6,9718.44,11733.78,2026-05-07,ARREARS,1,3.8948
660,1850,614,FAST-20260128-00660,14929.73,2,14606.29,18045.81,28 Jan 2026,active,1,3.1617
661,441,767,FAST-20251215-00661,9533.99,6,9136.77,12152.58,2025-12-15,SETTLED,1,3.4891
662,2708,30,FAST-20251006-00662,3215.49,1,3212.52,4055.1,2025-10-06,active,0,4.4915
663,748,346,FAST-20260408-00663,14294.06,5,14264.52,17666.53,2026-04-08,Active,1,4.0398
664,2411,1534,FAST-20260317-00664,983.26,2,978.77,1209.24,2026-03-17,Active,1,4.9246
665,366,573,FAST-20250209-00665,14606.19,1,13896.0,17815.94,02-09-2025,settled,0,4.4973
666,3108,1313,FAST-20251026-00666,1479.9,4,1454.14,1879.16,2025-10-26,settled,0,3.9976
667,1526,401,FAST-20250531-00667,4909.04,1,4738.58,6120.45,2025-05-31,SETTLED,0,3.4111
668,1291,1580,FAST-20251021-00668,14371.23,6,14236.8,17952.85,2025-10-21,ARREARS,0,3.285
669,933,1919,FAST-20250218-00669,1972.8,6,1950.56,2455.39,2025-02-18,WRITTEN_OFF,0,3.8667
670,368,512,FAST-20260410-00670,9777.17,2,9646.54,11923.65,2026-04-10,SETTLED,1,3.1934
671,1906,640,FAST-20260207-00671,9856.55,4,9465.05,12096.77,2026-02-07,active,1,3.2985
672,2209,482,FAST-20251129-00672,1928.26,2,1912.87,2343.74,2025-11-29,settled,1,4.1467
673,2858,755,FAST-20250526-00673,7826.9,5,7489.82,9691.38,2025-05-26,CANCELLED,1,4.2575
674,858,704,FAST-20251119-00674,14382.21,6,13879.54,17291.78,2025-11-19,WRITTEN_OFF,0,4.8407
675,583,1727,FAST-20250125-00675,983.75,5,,1169.96,2025-01-25,WRITTEN_OFF,0,3.0819
676,2569,139,FAST-20250509-00676,4975.39,1,4937.11,,2025-05-09,settled,1,3.8587
677,2750,1722,FAST-20250515-00677,11821.56,2,11619.44,14980.51,2025-05-15,settled,1,3.2911
678,2223,1201,FAST-20260127-00678,485.49,5,469.82,621.04,2026-01-27,WRITTEN_OFF,1,3.3808
679,2702,1465,FAST-20260111-00679,11518.13,2,11038.3,14302.98,2026-01-11,settled,1,3.5537
680,93,1160,FAST-20250801-00680,4827.46,3,4696.32,5946.22,2025-08-01,ACTIVE,1,3.8075
681,976,1581,FAST-20250718-00681,1923.43,3,1886.13,2289.12,2025-07-18,Active,1,
682,1069,219,FAST-20250712-00682,4987.83,3,4795.08,6360.96,2025-07-12,ACTIVE,0,4.1828
683,2845,1091,FAST-20260402-00683,482.16,6,468.17,584.2,02/04/2026,active,1,3.7947
684,684,1065,FAST-20250103-00684,1908.07,3,1896.77,2283.09,2025-01-03,CANCELLED,1,4.2335
685,1990,576,FAST-20251125-00685,7613.33,5,,,2025-11-25,CANCELLED,0,3.0115
686,2488,1587,FAST-20260228-00686,1471.9,1,1458.12,1879.18,2026-02-28,settled,1,3.5575
687,2925,1121,FAST-20260517-00687,960.64,2,916.18,1218.58,2026-05-17,active,1,4.2055
688,340,1657,FAST-20250907-00688,480.5,4,461.2,593.48,2025-09-07,CANCELLED,1,3.8023
689,1112,1393,FAST-20250720-00689,11659.03,1,11168.66,14306.65,07-20-2025,active,0,4.7267
690,2155,756,FAST-20250804-00690,1921.32,4,1873.26,2356.49,2025-08-04,SETTLED,0,3.7612
691,2701,1274,FAST-20250820-00691,14942.63,1,14739.18,18282.09,2025-08-20,settled,0,3.4925
692,1047,1671,FAST-20250906-00692,7792.57,3,7689.47,9484.22,2025-09-06,SETTLED,0,3.3323
693,249,1131,FAST-20250819-00693,1449.41,3,1448.43,1752.44,2025-08-19,active,1,4.5115
694,255,1004,FAST-20250911-00694,11752.95,5,11623.87,14476.51,2025-09-11,ACTIVE,1,4.9517
695,2210,633,FAST-20260523-00695,7894.03,5,7711.16,9885.89,2026-05-23,settled,0,3.4943
696,2213,378,FAST-20250526-00696,1909.74,1,1855.59,2314.62,2025-05-26,active,1,3.8383
697,398,1296,FAST-20260115-00697,1496.91,4,1458.86,1838.79,2026-01-15,Active,1,3.5424
698,936,959,FAST-20250110-00698,11565.02,5,11300.66,13877.59,2025-01-10,SETTLED,1,4.1238
699,2181,227,FAST-20251022-00699,3202.99,5,3101.81,4055.98,2025-10-22,WRITTEN_OFF,1,3.5634
700,2126,674,FAST-20260131-00700,-486.98,1,484.27,589.83,2026-01-31,active,1,3.3815
701,1565,1040,FAST-20250424-00701,11729.55,5,11724.32,14464.06,2025-04-24,Active,1,4.6166
702,986,718,FAST-20260406-00702,14432.01,5,13883.72,17782.43,2026-04-06,ACTIVE,0,3.7644
703,2487,56,FAST-20250902-00703,951.51,1,935.2,1143.77,2025-09-02,settled,1,4.0571
704,2227,1506,FAST-20250613-00704,1431.48,3,1390.07,1730.51,2025-06-13,ARREARS,1,4.9594
705,499,1699,FAST-20251025-00705,3232.17,2,3200.29,3894.5,2025-10-25,CANCELLED,1,4.3036
706,1554,1445,FAST-20250606-00706,1498.21,1,1423.41,1878.9,2025-06-06,CANCELLED,1,3.7941
707,1737,1193,FAST-20250316-00707,1918.39,4,,2396.75,2025-03-16,SETTLED,1,4.5963
708,1052,1941,FAST-20260409-00708,997.31,6,985.71,1217.42,2026-04-09,Active,1,4.6596
709,3000,1392,FAST-20250128-00709,1977.27,1,1934.44,2476.66,2025-01-28,CANCELLED,1,4.7787
710,414,1343,FAST-20251205-00710,11922.64,5,11784.01,14801.03,2025-12-05,ACTIVE,0,3.0534
711,1260,21,FAST-20251230-00711,9760.01,2,9560.13,12364.53,12-30-2025,SETTLED,1,3.0772
712,2548,371,FAST-20250211-00712,487.94,6,470.71,579.32,2025-02-11,WRITTEN_OFF,0,4.9106
713,1840,1849,FAST-20250716-00713,3247.51,6,3228.67,3863.97,2025-07-16,settled,1,3.8028
714,2309,911,FAST-20250124-00714,-994.96,1,956.9,1202.4,2025-01-24,WRITTEN_OFF,1,3.0321
715,2671,1226,FAST-20250422-00715,1486.22,5,1471.71,1847.26,2025-04-22,settled,1,4.3891
716,301,292,FAST-20251025-00716,4916.9,5,4819.34,5950.05,2025-10-25,WRITTEN_OFF,1,4.4106
717,1562,1172,FAST-20250730-00717,11965.02,2,11500.81,14793.4,2025-07-30,settled,0,3.786
718,2986,325,FAST-20260125-00718,481.35,5,469.26,610.91,2026-01-25,SETTLED,0,4.7414
719,343,657,FAST-20260407-00719,4916.73,6,4818.5,5953.64,2026-04-07,Active,0,3.8071
720,252,1804,FAST-20250516-00720,950.29,5,929.7,1146.48,2025-05-16,SETTLED,1,4.701
721,3020,1265,FAST-20250620-00721,498.14,1,473.57,618.66,2025-06-20,settled,1,3.1335
722,1866,733,FAST-20250619-00722,484.7,4,483.45,604.59,20250619,ACTIVE,1,4.5073
723,2419,1177,FAST-20260225-00723,11409.67,1,10901.45,13471.13,2026-02-25,Active,1,4.2042
724,665,273,FAST-20250316-00724,3271.63,1,3252.34,4062.57,2025-03-16,CANCELLED,0,4.9226
725,1914,1049,FAST-20260513-00725,14668.02,4,14087.86,18576.62,2026-05-13,WRITTEN_OFF,1,4.3064
726,475,1298,FAST-20250120-00726,1982.66,5,1921.08,2382.85,2025-01-20,WRITTEN_OFF,1,3.4777
727,2114,586,FAST-20260109-00727,14905.67,1,14392.48,18098.81,2026-01-09,Active,1,3.9795
728,12,282,FAST-20250324-00728,479.39,6,455.66,592.06,2025-03-24,active,1,3.4976
729,2341,1523,FAST-20250314-00729,1965.69,2,1949.9,2481.26,14 Mar 2025,settled,0,4.4608
730,1152,16,FAST-20260125-00730,988.25,4,981.77,1193.47,2026-01-25,settled,1,4.2743
731,2993,1864,FAST-20260104-00731,14649.82,5,14458.52,17956.9,2026-01-04,settled,0,4.5252
732,601,1587,FAST-20250308-00732,9608.63,4,9175.65,12044.01,2025-03-08,settled,0,3.43
733,898,1847,FAST-20251222-00733,1912.82,6,1902.93,2362.24,2025-12-22,ACTIVE,0,3.2073
734,18,936,FAST-20250926-00734,3236.18,2,3164.31,3927.11,2025-09-26,CANCELLED,1,3.7131
735,1547,278,FAST-20260601-00735,11779.44,6,11695.0,14685.21,2026-06-01,CANCELLED,0,4.9524
736,730,1136,FAST-20260114-00736,484.3,4,471.14,598.72,2026-01-14,active,0,3.8787
737,3039,772,FAST-20260217-00737,11632.65,3,11354.08,14336.3,2026-02-17,Active,1,3.6852
738,455,1473,FAST-20250831-00738,1989.61,1,1911.49,2348.17,2025-08-31,WRITTEN_OFF,1,3.6692
739,1320,65,FAST-20250929-00739,4959.8,5,4837.45,5932.13,2025-09-29,active,1,4.6014
740,2906,961,FAST-20260316-00740,1958.27,2,1934.4,2315.25,2026-03-16,settled,0,4.6804
741,871,311,FAST-20251130-00741,9635.65,2,9211.28,11637.47,2025-11-30,settled,1,4.5738
742,1428,1464,FAST-20250627-00742,478.28,1,464.71,582.52,2025-06-27,Active,0,4.6201
743,1538,1209,FAST-20250119-00743,14522.05,1,14225.61,18393.73,2025-01-19,WRITTEN_OFF,0,4.4991
744,595,608,FAST-20250604-00744,1982.24,3,,2517.69,2025-06-04,ACTIVE,0,3.4664
745,991,1742,FAST-20250301-00745,,1,13845.34,18392.92,2025-03-01,Active,1,
746,2660,508,FAST-20250411-00746,7916.03,3,7620.66,9883.84,2025-04-11,SETTLED,1,4.6039
747,1361,85,FAST-20250822-00747,1979.61,2,1889.41,2384.09,08-22-2025,ACTIVE,1,4.5662
748,1035,182,FAST-20260427-00748,9552.3,3,9326.0,11999.57,2026-04-27,SETTLED,1,4.2724
749,761,1269,FAST-20250217-00749,7893.34,6,7626.81,9497.17,2025-02-17,SETTLED,1,4.3957
750,2856,395,FAST-20250609-00750,9712.28,2,9620.19,12299.31,2025-06-09,settled,1,3.8795
751,1569,1790,FAST-20251225-00751,478.66,5,476.11,608.07,2025-12-25,active,1,4.447
752,1967,1992,FAST-20251102-00752,1938.09,3,1898.84,2380.17,2025-11-02,WRITTEN_OFF,1,3.6283
753,1567,1246,FAST-20250819-00753,9941.24,3,9849.15,12503.33,2025-08-19,ARREARS,1,4.8784
754,2466,1659,FAST-20250228-00754,14503.66,3,14185.73,18389.79,2025-02-28,CANCELLED,1,3.5751
755,1899,1952,FAST-20260222-00755,11934.42,4,11789.0,15228.71,2026-02-22,ACTIVE,1,3.5788
756,1549,1307,FAST-20250518-00756,3136.37,1,3131.98,3843.11,2025-05-18,settled,1,4.6215
757,2284,249,FAST-20260403-00757,7955.15,3,7906.85,9603.14,03/04/2026,SETTLED,1,3.4953
758,2673,1309,FAST-20250422-00758,490.47,5,473.52,611.57,2025-04-22,SETTLED,1,
759,1229,859,FAST-20250906-00759,988.94,6,968.83,1184.8,2025-09-06,ACTIVE,1,4.4727
760,2059,1350,FAST-20250907-00760,,2,454.32,,2025-09-07,CANCELLED,1,4.636
761,1132,1538,FAST-20250422-00761,7943.48,4,7663.45,9432.25,2025-04-22,settled,1,3.5981
762,542,817,FAST-20250425-00762,7851.97,2,7514.61,9642.93,2025-04-25,CANCELLED,1,3.3652
763,1497,1115,FAST-20260526-00763,1465.59,2,1428.88,,2026-05-26,ARREARS,1,4.2781
764,1787,29,FAST-20250413-00764,3158.83,6,3148.52,3988.69,13/04/2025,ARREARS,0,3.3628
765,2665,705,FAST-20250201-00765,989.94,5,975.17,1222.58,2025-02-01,ACTIVE,1,4.4836
766,2406,855,FAST-20250606-00766,11853.98,5,11746.29,14832.94,2025-06-06,active,1,3.1338
767,3120,1933,FAST-20251126-00767,14520.37,5,13952.35,17708.36,2025-11-26,SETTLED,0,4.0688
768,949,560,FAST-20250616-00768,3299.83,6,3281.32,4157.49,2025-06-16,Active,0,3.2066
769,676,128,FAST-20251203-00769,1495.79,6,1425.87,1788.93,2025-12-03,settled,1,3.8837
770,2524,1652,FAST-20260614-00770,985.84,1,971.11,1255.84,2026-06-14,WRITTEN_OFF,1,3.2479
771,663,40,FAST-20260612-00771,11866.15,3,11832.93,14622.15,2026-06-12,active,1,3.0227
772,1170,1163,FAST-20260316-00772,14378.41,6,14100.79,17698.82,2026-03-16,active,0,4.4309
773,928,850,FAST-20260214-00773,9865.3,2,9771.64,12452.26,2026-02-14,active,1,3.5285
774,2272,662,FAST-20250813-00774,-7640.13,6,7430.49,9744.07,2025-08-13,WRITTEN_OFF,0,4.5068
775,3190,65,FAST-20250107-00775,1440.46,6,1424.18,1776.37,2025-01-07,Active,1,3.9882
776,2188,1027,FAST-20260402-00776,9920.04,4,9584.94,12250.88,04-02-2026,SETTLED,1,3.0658
