application_id,quote_id,customer_id,application_submitted_at,application_status,sa_id_captured_flag,mobile_captured_flag,online_banking_captured_flag,decline_reason,channel_name,agent_code,processing_minutes
1572,2887,866,2025-04-26 13:23:28,submitted,0,1,1,,Organic Search,,47
1573,1279,1889,2025-02-07 13:03:44,STARTED,0,1,1,,unknown,,146
1574,2742,489,2026-04-15 13:31:48,DECLINED,1,0,1,Adverse credit listing,WhatsApp,,123
1575,711,1679,2026-02-10 17:43:08,APPROVED,1,1,1,,Direct,,85
1576,3623,501,2026-03-18 17:41:14,STARTED,0,1,0,,Facebook,,
1577,318,1780,2026-05-06 12:37:26,SUBMITTED,1,1,0,,unknown,,60
1578,3321,21,2025-11-05 12:41:19,submitted,1,1,1,,Direct,AGT278,135
1579,1956,9,2026-04-18 13:04:27,DECLINED,1,1,0,Credit score below threshold,,,107
1580,2130,68,2026-05-10 17:24:07,DISBURSED,1,1,0,,unknown,AGT163,157
1581,1686,342,2026-01-05 22:36:03,APPROVED,1,1,0,,Facebook,AGT753,42
1582,1681,1211,2026-01-01 15:25:32,WITHDRAWN,1,0,1,,,AGT195,157
1583,3275,709,2025-10-01 20:00:33,submitted,1,1,1,,Email,,87
1584,2451,244,2026-02-13 16:03:41,DECLINED,1,0,1,Adverse credit listing,Facebook,,150
1585,1669,506,2025-09-09 12:12:24,APPROVED,1,1,0,,,,72
1586,3263,1955,2025-05-03 10:46:42,APPROVED,1,1,0,,,AGT826,48
1587,3793,1259,2025-03-17 14:05:17,SUBMITTED,1,1,0,,unknown,,80
1588,69,1680,2025-10-17 11:03:03,DISBURSED,0,1,1,,Organic Search,AGT801,64
1589,985,747,2025-10-09 19:09:44,DECLINED,1,1,1,Income verification failed,WhatsApp,,151
1590,1850,1537,2025-12-12 09:41:06,Approved,1,1,1,,WhatsApp,,113
1591,84,1467,2025-09-23 15:07:26,submitted,0,1,0,,,,25
1592,937,679,2025-12-03 19:28:25,APPROVED,1,1,1,,Facebook,,163
1593,2868,1100,2025-06-26 18:45:52,APPROVED,0,1,1,,,,111
1594,2278,116,2025-06-15 12:39:23,Approved,1,0,1,,Facebook,AGT896,173
1595,2833,1032,2025-01-22 15:26:34,submitted,0,1,1,,Email,AGT408,146
1596,2348,1059,2025-03-07 10:37:56,DECLINED,0,1,1,Affordability failed,Facebook,,73
1597,3302,1952,2025-08-08 09:21:12,WITHDRAWN,1,1,0,,Google Sponsored Search,AGT820,12
1598,1732,899,2025-07-04 20:25:52,SUBMITTED,0,1,0,,Facebook,AGT882,84
1599,16,383,2025-10-11 14:02:29,SUBMITTED,0,1,0,,Email,,95
1600,252,1976,2025-03-04 08:02:57,DECLINED,1,1,1,Affordability failed,Direct,,118
1601,721,141,2025-01-06 14:33:51,STARTED,1,0,0,,WhatsApp,,21
1602,3199,1800,2026-05-14 21:53:00,Approved,1,1,1,,Google Sponsored Search,,96
1603,2458,552,2025-09-09 16:03:41,APPROVED,0,1,0,,,,82
1604,2289,1973,2026-03-20 19:00:53,Approved,1,0,0,,,,177
1605,355,6,2025-03-24 22:40:49,SUBMITTED,1,1,1,,,AGT229,109
1606,2487,1224,2025-02-05 12:46:12,APPROVED,1,0,1,,,AGT824,175
1607,354,1798,2025-09-12 08:06:39,APPROVED,1,1,1,,WhatsApp,,42
1608,3758,930,2025-08-13 14:10:28,APPROVED,1,1,1,,WhatsApp,,156
1609,730,673,2026-05-14 08:39:48,SUBMITTED,1,1,1,,Email,AGT689,67
1610,1658,740,2026-04-26 18:54:49,submitted,0,1,1,,,,147
1611,2896,1020,2025-01-24 17:12:51,DECLINED,1,0,1,Credit score below threshold,,AGT238,46
1612,1452,1645,2025-11-01 22:10:23,WITHDRAWN,1,1,1,,Google Sponsored Search,,75
1613,3980,1985,2025-07-27 07:14:36,WITHDRAWN,1,1,1,,unknown,,119
1614,2150,275,2026-02-21 07:58:38,WITHDRAWN,1,1,0,,,,
1615,2455,1076,2026-02-03 19:05:09,Approved,1,1,1,,Email,,165
1616,1291,869,2025-01-04 08:08:44,SUBMITTED,1,1,1,,Facebook,,23
1617,1134,1261,2025-02-06 10:02:28,DECLINED,1,0,0,Credit score below threshold,Facebook,,6
1618,2593,1027,2026-04-02 12:32:38,SUBMITTED,1,1,1,,,,109
1619,1193,1615,2025-12-19 21:37:14,SUBMITTED,0,0,0,,Direct,,56
1620,3247,752,2025-12-07 13:46:56,DECLINED,1,0,1,,Email,,100
1621,2351,1683,2026-05-08 10:34:10,STARTED,0,0,0,,unknown,AGT764,35
1622,1781,1234,2025-04-29 07:56:22,Approved,1,1,1,,Email,,77
1623,2843,65,2026-02-03 18:29:58,Approved,1,0,0,,Google Sponsored Search,,58
1624,1060,1549,2025-05-12 17:34:45,DISBURSED,1,1,1,,Google Sponsored Search,,79
1625,1411,547,2025-09-22 16:40:04,APPROVED,0,0,0,,unknown,,100
1626,1503,306,2026-03-19 13:28:04,WITHDRAWN,1,1,0,,Facebook,,159
1627,3857,855,2025-04-16 12:35:19,DECLINED,1,1,1,Affordability failed,,AGT525,61
1628,1824,876,2025-04-27 18:33:49,STARTED,1,1,0,,Email,,
1629,1187,1175,2026-04-26 17:49:09,APPROVED,1,1,1,,WhatsApp,AGT631,107
1630,1296,737,2026-05-27 12:53:02,SUBMITTED,1,1,0,,Direct,,108
1631,2279,1380,2025-02-25 20:30:21,submitted,1,1,1,,Google Sponsored Search,AGT125,42
1632,2796,251,2025-08-06 18:21:23,STARTED,0,1,0,,,AGT337,
1633,518,1163,2025-12-27 18:01:51,DISBURSED,1,1,1,,WhatsApp,,56
1634,2792,265,2025-02-19 08:53:10,Approved,1,1,1,,Organic Search,,
1635,2135,375,2026-04-06 13:58:23,SUBMITTED,0,1,1,,Direct,AGT463,142
1636,2007,1083,2025-05-15 21:07:05,submitted,1,1,0,,unknown,,82
1637,2941,1904,2025-10-29 10:40:13,SUBMITTED,0,1,0,,Facebook,AGT304,54
1638,2073,715,2026-06-02 13:11:43,WITHDRAWN,1,0,1,,Direct,AGT658,57
1639,1031,257,2025-11-04 11:46:29,DISBURSED,0,1,1,,Organic Search,AGT241,44
1640,1157,770,2025-02-16 20:00:55,WITHDRAWN,0,0,1,,,,36
1641,466,273,2026-03-09 16:07:30,WITHDRAWN,0,1,1,,WhatsApp,AGT486,73
1642,437,736,2026-06-06 11:21:35,submitted,1,1,0,,Google Sponsored Search,,84
1643,1116,232,2025-06-08 16:22:21,Approved,0,1,1,,unknown,AGT207,
1644,1084,1416,2025-12-06 19:19:14,submitted,0,0,1,,Direct,,52
1645,401,1507,2025-02-09 17:10:37,WITHDRAWN,1,1,1,,Organic Search,,82
1646,2372,1642,2026-02-08 21:08:54,STARTED,1,1,0,,Email,,61
1647,2818,855,2026-01-19 21:18:08,DISBURSED,1,0,1,,unknown,,54
1648,1,1094,2025-07-08 17:09:17,submitted,0,1,1,,Facebook,,168
1649,1960,645,2025-05-31 20:21:33,submitted,1,1,1,,Direct,,153
1650,684,557,2026-03-23 12:17:58,DISBURSED,1,1,0,,Direct,,125
1651,779,209,2025-11-27 16:24:54,STARTED,1,1,1,,Email,AGT628,126
1652,3128,1843,2026-03-08 08:33:25,DECLINED,1,0,1,,Organic Search,,
1653,3387,1001,2025-12-27 07:58:42,DECLINED,1,1,0,,Google Sponsored Search,AGT811,117
1654,3153,870,2025-11-27 19:20:01,submitted,0,1,0,,Google Sponsored Search,,71
1655,1539,1914,2025-12-15 17:03:45,WITHDRAWN,1,0,1,,Facebook,,105
1656,3911,1051,2026-02-03 08:15:50,submitted,1,0,1,,Google Sponsored Search,,108
1657,3525,942,2025-02-09 12:41:26,DECLINED,1,1,0,NCA compliance block,,,131
1658,3364,1005,2025-03-29 10:21:42,STARTED,1,1,1,,Google Sponsored Search,,48
1659,74,1502,2026-02-07 09:31:02,APPROVED,1,1,0,,WhatsApp,,151
1660,3166,104,2025-10-03 15:18:54,APPROVED,1,1,1,,Organic Search,AGT628,10
1661,3661,286,2025-09-27 19:43:30,DECLINED,1,1,1,Credit score below threshold,Google Sponsored Search,,111
1662,2940,1576,2025-07-18 10:06:49,WITHDRAWN,1,1,0,,,,140
1663,3831,935,2025-12-06 10:15:15,APPROVED,1,0,1,,unknown,,53
1664,1561,1933,2025-07-03 22:42:47,SUBMITTED,1,1,1,,WhatsApp,AGT780,64
1665,3966,503,2026-01-10 16:03:26,Approved,1,1,1,,Direct,,103
1666,2452,850,2025-07-05 14:26:39,WITHDRAWN,1,0,1,,unknown,,115
1667,2092,1266,2025-05-14 15:18:22,SUBMITTED,1,1,1,,,,128
1668,2597,584,2025-02-01 08:46:44,DECLINED,1,0,0,Income verification failed,Google Sponsored Search,,69
1669,240,1107,2025-08-22 10:57:58,DECLINED,1,1,1,Credit score below threshold,unknown,,146
1670,3307,875,2025-06-26 08:26:13,WITHDRAWN,1,0,1,,Email,,75
1671,3381,1009,2026-04-09 12:38:28,submitted,1,0,1,,WhatsApp,,94
1672,2395,824,2025-12-09 12:08:40,SUBMITTED,1,1,0,,Facebook,AGT324,104
1673,2171,1312,2025-03-15 14:43:56,DISBURSED,1,1,0,,unknown,AGT216,158
1674,2294,1694,2026-04-24 13:25:54,submitted,1,0,1,,Google Sponsored Search,AGT410,53
1675,1049,1005,2025-12-28 11:04:17,Approved,0,0,1,,Facebook,,47
1676,1675,767,2025-01-22 08:07:44,submitted,1,0,1,,WhatsApp,,104
1677,304,41,2026-03-18 08:45:36,SUBMITTED,1,1,1,,WhatsApp,,9
1678,119,1470,2026-01-05 17:08:30,submitted,1,1,1,,Organic Search,,53
1679,2133,722,2025-10-19 21:12:56,SUBMITTED,1,1,1,,,,146
1680,3673,7,2025-08-04 14:58:49,DECLINED,0,1,1,Adverse credit listing,Organic Search,,85
1681,227,1227,2026-02-16 11:58:51,DISBURSED,1,0,0,,Direct,,131
1682,1490,702,2026-03-11 19:20:30,DISBURSED,1,1,1,,Google Sponsored Search,AGT619,15
1683,2792,536,2025-02-27 11:03:26,WITHDRAWN,1,1,0,,Organic Search,AGT717,
1684,2158,1036,2025-06-17 08:54:33,DISBURSED,1,0,1,,Direct,AGT692,13
1685,2275,332,2026-03-09 13:09:52,Approved,1,1,0,,Email,,40
1686,1861,447,2025-03-29 15:30:08,DECLINED,1,0,1,Credit score below threshold,Direct,,65
1687,1415,1128,2025-08-07 11:44:45,Approved,1,1,0,,Facebook,,50
1688,2472,1683,2026-04-03 07:50:04,SUBMITTED,0,1,0,,Google Sponsored Search,,131
1689,727,989,2025-12-23 11:37:23,STARTED,1,0,1,,,,65
1690,1826,1416,2025-11-01 20:08:13,APPROVED,1,1,1,,Organic Search,,89
1691,2787,1176,2026-02-24 18:52:59,SUBMITTED,1,1,1,,WhatsApp,,104
1692,970,900,2025-10-27 17:26:22,SUBMITTED,0,1,1,,,,19
1693,2052,1449,2025-08-09 07:36:43,submitted,0,0,0,,,,152
1694,350,406,2025-07-08 21:21:55,STARTED,1,1,1,,Direct,,109
1695,107,1593,2025-09-25 14:26:57,WITHDRAWN,1,1,0,,Email,AGT605,56
1696,3085,406,2025-10-27 10:37:29,DISBURSED,1,1,0,,Organic Search,AGT628,
1697,3904,1333,2025-04-08 19:57:39,APPROVED,1,1,1,,,AGT958,67
1698,660,1418,2025-09-27 14:10:55,Approved,1,0,1,,unknown,AGT303,151
1699,295,954,2026-02-18 14:11:56,Approved,0,1,1,,Email,AGT369,
1700,110,1556,2025-04-24 15:05:17,submitted,1,1,1,,Direct,AGT767,28
1701,505,1282,2025-09-27 10:49:58,APPROVED,1,0,1,,WhatsApp,,84
1702,3188,1735,2025-10-10 22:18:53,submitted,1,0,1,,Organic Search,,149
1703,223,1018,2025-10-26 16:32:09,DISBURSED,1,0,1,,Facebook,,87
1704,1288,11,2026-04-13 18:38:46,DECLINED,0,1,0,Income verification failed,,,34
1705,2902,386,2025-10-02 20:47:39,DISBURSED,1,1,1,,,,58
1706,1311,1472,2026-06-04 20:32:49,Approved,1,1,1,,,,68
1707,3582,752,2025-01-03 15:52:35,STARTED,1,1,1,,Direct,,4
1708,692,567,2026-03-08 07:09:23,DISBURSED,0,1,0,,Facebook,,93
1709,2823,563,2026-03-30 11:35:21,SUBMITTED,1,0,1,,Direct,,153
1710,2724,1519,2025-06-17 20:38:09,WITHDRAWN,1,1,0,,,,27
1711,1728,1897,2026-05-23 18:23:15,SUBMITTED,0,1,1,,Email,,113
1712,158,750,2026-05-28 11:11:34,WITHDRAWN,0,1,0,,Organic Search,AGT180,141
1713,2375,1141,2026-05-31 11:36:09,WITHDRAWN,1,1,1,,Direct,,55
1714,1182,475,2026-02-01 11:10:11,DISBURSED,0,1,1,,,,115
1715,3828,1961,2025-03-03 21:42:36,submitted,1,1,1,,unknown,AGT778,104
1716,211,1221,2025-12-30 15:57:11,STARTED,1,0,1,,Facebook,AGT114,117
1717,309,1880,2025-02-17 21:41:01,submitted,0,0,1,,,,54
1718,585,174,2026-03-13 21:24:42,submitted,0,1,1,,WhatsApp,,110
1719,3938,1487,2025-05-09 07:46:07,Approved,1,1,1,,Google Sponsored Search,,177
1720,1863,1046,2026-01-19 19:34:28,submitted,0,0,0,,Email,,117
1721,3966,245,2025-06-24 19:37:43,submitted,1,1,0,,Facebook,AGT273,94
1722,2251,700,2025-11-04 22:15:35,submitted,1,1,0,,unknown,,108
1723,2130,1415,2025-11-22 20:23:59,DISBURSED,1,0,0,,,AGT916,55
1724,2704,1271,2025-10-20 14:22:01,APPROVED,1,0,1,,Direct,,38
1725,2030,1928,2026-02-10 16:22:03,SUBMITTED,1,1,0,,Email,,19
1726,2690,390,2026-04-17 12:27:52,SUBMITTED,1,1,0,,,AGT349,160
1727,2275,1826,2025-09-30 10:36:53,DISBURSED,1,1,1,,Google Sponsored Search,,42
1728,1342,654,2025-12-28 19:03:50,DISBURSED,1,1,1,,WhatsApp,,170
1729,2037,1636,2025-12-30 20:13:35,WITHDRAWN,1,1,1,,,,84
1730,3807,1559,2026-06-11 08:14:43,STARTED,1,0,0,,unknown,,63
1731,393,536,2025-07-05 14:13:37,SUBMITTED,1,1,1,,unknown,AGT702,81
1732,627,132,2025-07-08 13:13:00,SUBMITTED,0,1,0,,Email,,158
1733,1946,631,2026-01-08 18:40:33,APPROVED,1,0,1,,,,
1734,855,368,2025-12-25 20:30:22,Approved,1,1,1,,unknown,,162
1735,1383,259,2025-12-18 15:11:33,submitted,1,1,1,,,AGT217,94
1736,2645,114,2026-03-26 14:39:06,STARTED,1,1,1,,Google Sponsored Search,AGT687,78
1737,3689,1399,2026-03-12 13:44:43,DECLINED,1,0,0,Income verification failed,Direct,AGT764,17
1738,578,220,2025-11-28 14:11:58,Approved,1,1,1,,,AGT694,150
1739,1559,399,2025-04-08 11:25:26,SUBMITTED,1,1,1,,Facebook,,180
1740,3385,490,2025-03-04 18:52:50,DISBURSED,1,1,1,,Organic Search,AGT114,116
1741,2685,1315,2026-04-14 16:19:17,submitted,1,1,1,,Organic Search,,140
1742,2907,19,2025-05-30 13:31:48,SUBMITTED,1,1,1,,Facebook,AGT273,91
1743,2678,165,2025-09-15 21:04:15,STARTED,1,0,1,,Google Sponsored Search,,37
1744,599,243,2026-03-06 10:29:43,SUBMITTED,1,1,0,,Direct,AGT266,79
1745,1804,379,2025-07-25 15:58:45,submitted,1,1,0,,,,99
1746,2452,340,2025-02-26 14:22:43,DECLINED,1,1,1,Duplicate application,,AGT389,170
1747,3248,1054,2025-12-03 09:23:59,Approved,1,1,0,,Google Sponsored Search,AGT145,132
1748,2259,1423,2026-02-16 12:16:49,DISBURSED,1,0,1,,WhatsApp,AGT387,141
1749,3250,756,2025-09-03 07:43:54,STARTED,1,0,0,,WhatsApp,AGT808,149
1750,186,1671,2025-06-19 08:42:23,DISBURSED,1,1,0,,Facebook,,154
1751,1436,850,2025-02-25 14:49:54,DISBURSED,1,1,1,,,,175
1752,3299,1996,2025-09-04 10:05:54,DISBURSED,0,1,0,,Google Sponsored Search,,27
1753,2433,1960,2025-02-22 12:59:20,DISBURSED,1,1,0,,WhatsApp,,102
1754,2304,782,2026-03-09 08:01:24,APPROVED,1,1,1,,Facebook,AGT759,126
1755,2475,1300,2025-06-24 14:24:33,APPROVED,1,1,0,,unknown,,148
1756,2376,1180,2025-06-12 11:47:40,SUBMITTED,1,1,1,,,AGT240,174
1757,3602,679,2025-05-19 22:12:39,SUBMITTED,1,1,1,,WhatsApp,AGT785,50
1758,3443,846,2025-08-26 10:29:58,WITHDRAWN,1,1,0,,WhatsApp,,108
1759,2199,997,2025-09-18 13:35:41,DECLINED,0,0,0,,Direct,,171
1760,1891,22,2025-08-09 15:36:55,STARTED,0,1,1,,,,69
1761,347,1989,2025-04-18 19:26:13,Approved,0,1,1,,Google Sponsored Search,AGT123,47
1762,203,1606,2026-05-24 17:26:14,SUBMITTED,1,1,0,,Organic Search,,38
1763,3872,1468,2025-12-27 09:10:08,STARTED,1,1,1,,Organic Search,,48
1764,559,1509,2026-03-13 08:54:15,DECLINED,1,1,1,Credit score below threshold,Email,,142
1765,3757,752,2026-02-16 11:15:44,SUBMITTED,1,1,0,,unknown,,58
1766,3393,731,2025-12-04 22:57:19,WITHDRAWN,1,0,1,,Direct,,
1767,332,1402,2025-04-30 15:32:46,submitted,1,1,1,,unknown,,146
1768,2453,1886,2025-12-07 13:35:14,STARTED,0,1,1,,unknown,AGT415,45
1769,3618,1054,2025-04-18 22:03:17,STARTED,1,1,0,,,,47
1770,1639,212,2025-06-05 13:33:21,APPROVED,1,0,0,,WhatsApp,,51
1771,844,209,2025-05-29 07:51:02,submitted,1,0,1,,Facebook,,121
1772,1742,1726,2025-02-07 21:39:17,APPROVED,0,1,0,,,,35
1773,3471,421,2025-05-27 18:41:13,DECLINED,1,1,1,Credit score below threshold,,,124
1774,3932,1681,2025-02-19 17:28:48,submitted,1,1,1,,WhatsApp,,78
1775,731,528,2025-11-21 16:41:51,SUBMITTED,1,1,1,,Direct,,92
1776,3038,1984,2025-09-21 13:32:26,DISBURSED,1,1,1,,Google Sponsored Search,AGT820,62
1777,3123,56,2026-05-23 21:42:37,DISBURSED,1,1,1,,Facebook,,178
1778,105,1292,2025-09-09 14:55:12,APPROVED,0,1,1,,,,152
1779,3978,33,2026-01-24 19:28:33,DISBURSED,0,1,0,,Direct,,159
1780,724,1037,2025-03-11 20:29:34,DECLINED,0,1,1,Duplicate application,Facebook,,
1781,831,619,2025-04-10 19:22:09,SUBMITTED,1,1,1,,Direct,,79
1782,2007,318,2025-05-05 10:59:51,WITHDRAWN,1,0,1,,Email,,112
1783,3707,311,2025-02-16 13:03:48,DECLINED,0,1,1,,WhatsApp,,
1784,3751,1953,2025-05-03 15:48:58,WITHDRAWN,1,0,0,,Direct,,73
1785,228,748,2025-05-04 20:24:10,STARTED,1,1,1,,WhatsApp,AGT983,117
1786,3553,1059,2026-03-21 17:09:36,SUBMITTED,1,1,1,,Organic Search,,
1787,211,837,2025-06-25 09:07:01,STARTED,0,1,0,,Direct,,27
1788,635,972,2025-11-18 15:14:52,SUBMITTED,1,1,1,,,,10
1789,2165,1062,2025-09-04 12:18:41,SUBMITTED,1,1,1,,Organic Search,,130
1790,1836,1029,2025-12-17 16:18:52,DISBURSED,0,1,1,,Email,,1
1791,842,645,2025-10-14 09:36:04,APPROVED,1,0,1,,Google Sponsored Search,,167
1792,3938,1979,2025-08-26 12:14:19,DISBURSED,1,1,1,,Email,AGT275,58
1793,194,442,2025-12-19 17:40:21,DECLINED,1,1,1,Credit score below threshold,Facebook,AGT307,7
1794,2669,316,2025-05-06 22:13:18,Approved,1,0,1,,Email,AGT838,145
1795,2661,116,2025-12-12 07:56:45,submitted,1,1,1,,Email,,154
1796,3631,1497,2025-07-22 14:07:07,WITHDRAWN,1,1,1,,Facebook,,162
1797,2170,1950,2025-04-12 22:42:34,SUBMITTED,0,0,0,,Facebook,,3
1798,2354,510,2026-02-06 13:44:32,WITHDRAWN,1,1,1,,unknown,,15
1799,70,1328,2025-10-09 07:11:57,Approved,1,1,0,,Google Sponsored Search,,128
1800,811,1220,2025-06-10 15:50:28,Approved,1,1,1,,Facebook,AGT317,112
1801,2669,141,2026-04-12 13:43:10,DISBURSED,1,1,0,,Direct,AGT490,135
1802,2268,1882,2026-03-29 11:28:09,SUBMITTED,1,1,1,,,,99
1803,599,1232,2025-08-18 17:09:06,Approved,1,0,1,,Facebook,,88
1804,2864,747,2025-06-04 21:18:20,DECLINED,1,1,0,Adverse credit listing,Direct,,
1805,1769,535,2025-11-05 13:26:52,STARTED,1,1,0,,Direct,AGT414,98
1806,872,346,2025-07-16 10:49:17,APPROVED,1,1,1,,unknown,,56
1807,2431,884,2025-07-28 07:53:38,DISBURSED,1,1,1,,Direct,,101
1808,852,1243,2025-01-02 12:25:06,STARTED,1,1,1,,Email,AGT885,43
1809,1059,151,2025-06-12 16:56:25,APPROVED,1,1,0,,WhatsApp,AGT161,44
1810,458,625,2025-02-06 20:35:16,APPROVED,1,1,0,,,AGT610,87
1811,1984,122,2025-12-05 14:33:36,SUBMITTED,1,1,0,,Organic Search,,37
1812,3964,1383,2025-04-04 17:11:38,STARTED,0,0,1,,,,99
1813,234,977,2025-01-22 16:47:35,DECLINED,1,1,1,Affordability failed,,AGT176,97
1814,251,865,2025-01-21 14:05:41,SUBMITTED,1,1,0,,WhatsApp,,87
1815,1312,230,2025-04-04 14:44:28,DISBURSED,1,1,1,,,,149
1816,2931,603,2025-02-26 17:09:05,STARTED,1,0,1,,,,
1817,2332,12,2025-09-20 11:05:40,WITHDRAWN,0,0,0,,Direct,,
1818,3956,473,2026-06-01 19:10:03,DISBURSED,0,1,1,,,AGT393,87
1819,398,889,2026-01-21 21:13:09,submitted,0,1,1,,unknown,,115
1820,301,1331,2025-08-25 08:38:39,Approved,1,0,0,,unknown,,167
1821,3716,1774,2026-03-04 17:40:37,STARTED,0,1,0,,WhatsApp,,120
1822,1485,645,2025-03-02 22:56:52,WITHDRAWN,1,0,0,,Direct,AGT143,163
1823,718,1573,2026-02-16 10:31:50,SUBMITTED,1,1,0,,Facebook,,176
1824,3162,907,2026-05-25 16:48:20,DISBURSED,1,1,1,,Google Sponsored Search,AGT769,3
1825,624,632,2025-01-02 21:03:11,APPROVED,1,1,0,,,,162
1826,1535,140,2025-09-03 12:32:19,submitted,1,1,0,,Organic Search,,
1827,2093,867,2026-01-14 08:51:34,Approved,1,1,0,,Google Sponsored Search,AGT178,54
1828,3854,1244,2025-07-10 13:14:54,SUBMITTED,1,1,1,,Email,,11
1829,3714,1891,2026-04-26 10:46:47,DECLINED,1,1,1,Adverse credit listing,Organic Search,AGT386,71
1830,2285,1464,2025-09-25 17:38:43,DECLINED,1,0,0,,Email,AGT694,
1831,2600,300,2025-05-23 16:55:38,submitted,1,1,0,,Email,AGT414,53
1832,3762,532,2026-05-13 10:22:38,Approved,0,1,1,,,,76
1833,1713,1918,2025-03-19 11:16:02,DISBURSED,1,0,0,,,,28
1834,1116,1448,2025-09-04 11:35:55,submitted,1,1,1,,Google Sponsored Search,,80
1835,2624,1685,2025-01-25 10:04:11,DECLINED,1,1,1,Income verification failed,WhatsApp,,54
1836,2917,1401,2025-10-11 17:20:33,SUBMITTED,0,1,1,,,,73
1837,334,1026,2026-03-08 15:43:12,APPROVED,0,1,1,,Facebook,,
1838,3723,626,2025-11-28 10:37:15,Approved,1,1,1,,,,48
1839,2609,105,2026-01-11 12:11:15,DECLINED,1,1,1,NCA compliance block,Facebook,AGT466,74
1840,3543,795,2025-12-17 12:01:56,STARTED,1,1,1,,,,48
1841,2556,985,2025-12-27 15:07:52,SUBMITTED,1,1,1,,Email,,2
1842,2189,1280,2025-05-05 21:20:29,APPROVED,1,1,0,,,AGT355,32
1843,1199,1529,2026-01-05 07:24:50,APPROVED,1,1,1,,Organic Search,,127
1844,3214,1391,2026-02-12 14:09:41,SUBMITTED,0,0,1,,Google Sponsored Search,,180
1845,2699,791,2025-04-25 10:35:31,DECLINED,1,1,1,Income verification failed,WhatsApp,,106
1846,1470,411,2026-02-10 16:05:00,DISBURSED,0,1,1,,Facebook,AGT722,27
1847,3031,1070,2026-02-09 16:34:38,DECLINED,1,1,1,Credit score below threshold,Email,,77
1848,502,550,2026-06-09 08:45:13,submitted,0,1,0,,Google Sponsored Search,,16
1849,3674,396,2026-02-27 18:41:32,DECLINED,1,1,0,,Google Sponsored Search,AGT363,56
1850,2678,1892,2026-02-08 14:52:34,STARTED,1,1,0,,,,154
1851,1915,694,2025-02-11 15:24:31,submitted,1,1,1,,Email,,155
1852,3674,537,2025-10-02 07:39:10,DECLINED,1,1,1,Affordability failed,,,114
1853,3312,370,2025-01-12 19:02:29,DECLINED,1,1,1,NCA compliance block,Organic Search,,
1854,2375,1579,2026-04-25 16:49:00,STARTED,1,1,1,,Google Sponsored Search,AGT424,41
1855,1559,862,2026-05-22 17:15:41,SUBMITTED,1,1,1,,unknown,,114
1856,3746,1922,2025-10-16 21:29:14,DISBURSED,1,1,0,,Facebook,,61
1857,3052,1864,2025-01-10 11:52:29,DECLINED,1,0,1,Credit score below threshold,Google Sponsored Search,AGT277,104
1858,2136,1157,2026-04-26 08:20:05,DECLINED,1,1,1,Duplicate application,,AGT135,144
1859,3059,533,2026-01-31 22:58:44,Approved,1,1,1,,Google Sponsored Search,,109
1860,3184,1998,2025-05-06 11:23:10,WITHDRAWN,1,1,1,,Email,,134
1861,2799,633,2025-11-28 12:45:11,submitted,1,1,1,,,,161
1862,3682,1340,2025-11-26 14:34:02,SUBMITTED,1,1,1,,Facebook,,50
1863,3174,615,2025-01-22 17:48:43,SUBMITTED,1,1,1,,Google Sponsored Search,,162
1864,3974,1824,2025-04-01 20:18:54,DECLINED,1,1,1,Affordability failed,,,95
1865,2952,1542,2025-11-10 08:12:37,Approved,1,1,0,,Direct,,168
1866,2312,1214,2026-04-29 18:13:33,submitted,1,1,1,,Organic Search,AGT930,1
1867,1601,924,2025-07-08 10:51:16,submitted,1,1,0,,,,145
1868,161,1540,2026-01-03 13:31:03,SUBMITTED,0,0,1,,Organic Search,AGT523,2
1869,1897,1871,2025-08-06 12:11:51,submitted,1,1,1,,Email,,32
1870,3936,482,2025-07-19 09:03:38,WITHDRAWN,0,1,0,,,,50
1871,2007,60,2025-10-14 13:00:28,APPROVED,0,1,1,,,AGT800,59
1872,2080,413,2026-05-20 21:16:27,DISBURSED,1,1,1,,WhatsApp,,15
1873,3313,706,2025-11-24 22:48:27,STARTED,1,1,0,,Direct,AGT213,149
1874,337,209,2026-01-01 15:15:26,DECLINED,0,0,0,NCA compliance block,unknown,AGT828,106
1875,2112,921,2025-07-07 08:41:44,SUBMITTED,1,1,0,,Google Sponsored Search,,60
1876,328,325,2025-01-17 15:31:45,DECLINED,1,1,0,Affordability failed,Direct,,50
1877,2191,1276,2025-08-10 22:01:30,SUBMITTED,1,0,0,,Organic Search,,81
1878,2452,1056,2025-06-29 20:48:59,submitted,1,0,1,,Direct,AGT349,76
1879,1992,1510,2025-05-14 09:25:25,submitted,1,1,1,,Email,,4
1880,542,1028,2025-07-22 17:09:29,DISBURSED,1,1,1,,unknown,,4
1881,120,1318,2025-08-06 09:26:01,STARTED,0,1,1,,WhatsApp,,138
1882,3137,1914,2025-06-02 16:11:05,SUBMITTED,1,1,0,,,,88
1883,2119,1903,2025-08-10 12:08:39,WITHDRAWN,0,1,1,,,,3
1884,1111,345,2025-12-16 16:24:31,DECLINED,1,1,1,NCA compliance block,WhatsApp,,86
1885,3315,1973,2025-05-16 11:26:08,STARTED,1,1,0,,Facebook,,164
1886,2568,1611,2025-10-16 11:05:05,submitted,0,0,1,,unknown,,167
1887,3347,343,2025-05-05 18:41:02,DISBURSED,1,1,1,,Email,,
1888,3994,1317,2026-05-18 11:11:10,submitted,1,1,0,,,,134
