ticket_id,customer_id,brand_name,channel_name,opened_at,closed_at,topic,priority,ticket_status,first_response_minutes,csat_score,nps_score
1027,325,FASTA,Chat,2025-08-03 17:48:57,2025-08-04 21:15:57,Payment Query,low,RESOLVED,10,2.1,0
1028,1266,FASTA,Email,2026-04-06 11:57:41,2026-04-06 16:30:41,Complaint,High,RESOLVED,29,3.8,6
1029,935,FASTA,WhatsApp,2025-08-29 12:56:22,2025-08-31 17:10:22,Financial Health Query,low,PENDING_CUSTOMER,86,,7
1030,1696,FASTA,Email,2026-04-05 07:23:49,2026-04-07 12:38:49,Complaint,HIGH,CLOSED,220,1.4,2
1031,1526,JustMoney,Facebook,2025-11-28 15:18:29,2025-11-28 21:55:29,Technical Issue,HIGH,RESOLVED,46,3.5,
1032,235,DebtBusters,WhatsApp,2025-10-01 17:47:50,2025-10-03 08:16:50,Technical Issue,Low,OPEN,189,1.7,10
1033,1886,JustMoney,Email,2025-07-23 20:26:45,2025-07-24 15:12:45,Fee Dispute,Critical,open,77,,
1034,700,FASTA,Email,2025-08-10 11:06:33,2025-08-13 04:44:33,Fraud Report,Medium,Closed,,,3
1035,821,JustMoney,Email,2026-03-16 22:03:43,2026-03-18 14:08:43,Complaint,HIGH,CLOSED,98,,8
1036,1956,FASTA,Phone,2026-01-02 08:32:32,2026-01-04 17:02:32,Statement Request,Medium,OPEN,176,2.8,4
1037,1046,DebtBusters,WhatsApp,2025-06-20 15:14:49,2025-06-21 08:49:49,Decline Explanation,Critical,OPEN,53,2.4,8
1038,689,DebtBusters,Phone,2025-06-07 08:10:23,2025-06-09 21:22:23,Complaint,Low,OPEN,30,,5
1039,527,DebtBusters,Chat,2026-01-06 21:09:05,2026-01-07 08:52:05,Application Help,Low,Closed,91,2.5,10
1040,1275,DebtBusters,Facebook,2025-04-20 16:59:43,2025-04-22 10:31:43,Statement Request,low,Closed,6,2.2,2
1041,801,DebtBusters,Facebook,2025-05-29 16:02:19,2025-05-30 23:18:19,Statement Request,HIGH,RESOLVED,23,3.4,4
1042,1923,DebtBusters,Phone,2025-05-06 20:56:44,2025-05-08 06:05:44,Payment Query,Low,open,147,,9
1043,863,DebtBusters,Facebook,2026-05-30 16:24:42,2026-05-30 17:16:42,Financial Health Query,Critical,open,240,4.2,
1044,551,FASTA,Email,2025-03-06 20:52:59,,Financial Health Query,High,CLOSED,145,2.1,
1045,139,JustMoney,Facebook,2025-10-31 07:32:44,2025-10-31 08:09:44,Technical Issue,Critical,PENDING_CUSTOMER,91,2.6,2
1046,1681,DebtBusters,Facebook,2025-07-17 13:50:47,,Payment Query,Medium,Closed,47,3.2,2
1047,197,JustMoney,Facebook,2025-07-29 12:46:49,2025-07-31 07:39:49,Technical Issue,HIGH,OPEN,97,,
1048,960,DebtBusters,Facebook,2025-11-17 15:15:50,2025-11-20 04:19:50,Fraud Report,Medium,OPEN,113,1.8,
1049,449,DebtBusters,Phone,2026-01-31 11:28:07,,Fraud Report,Low,open,171,,7
1050,425,JustMoney,Email,2026-05-15 19:35:36,2026-05-16 00:15:36,Financial Health Query,Medium,OPEN,81,3.4,3
1051,304,FASTA,WhatsApp,2025-09-11 11:47:21,2025-09-13 06:49:21,Financial Health Query,HIGH,Closed,229,,0
1052,988,JustMoney,Facebook,2026-01-05 20:33:49,,Decline Explanation,Critical,open,26,2.3,
1053,141,DebtBusters,Facebook,2026-03-09 21:40:20,,Complaint,low,open,152,2.6,1
1054,420,DebtBusters,Facebook,2025-01-26 13:56:20,,Fraud Report,low,Closed,14,3.1,1
1055,1496,FASTA,Chat,2026-03-23 17:10:12,2026-03-25 22:17:12,Fraud Report,Low,OPEN,,2.5,6
1056,836,JustMoney,Chat,2025-06-17 17:28:19,2025-06-19 12:59:19,Application Help,Medium,RESOLVED,128,2.3,
1057,1387,JustMoney,WhatsApp,2025-03-30 15:13:27,2025-03-31 23:24:27,Fee Dispute,low,OPEN,168,2.5,2
1058,1759,DebtBusters,Phone,2025-10-30 20:06:13,2025-11-01 15:41:13,Fee Dispute,Critical,open,77,4.4,1
1059,1757,FASTA,WhatsApp,2026-02-12 17:14:28,2026-02-14 12:25:28,Financial Health Query,Critical,Closed,167,3.1,4
1060,16,FASTA,Facebook,2025-11-26 18:33:54,2025-11-29 11:22:54,Statement Request,Critical,Closed,201,,4
1061,479,JustMoney,Phone,2025-07-21 16:36:06,2025-07-23 18:38:06,Complaint,High,Closed,123,,
1062,1987,DebtBusters,WhatsApp,2025-10-10 10:28:34,2025-10-11 15:28:34,Technical Issue,Medium,OPEN,117,2.7,4
1063,17,DebtBusters,WhatsApp,2025-04-20 13:06:49,2025-04-22 01:15:49,Fraud Report,Medium,CLOSED,110,,
1064,311,JustMoney,Chat,2025-01-25 18:41:17,,Financial Health Query,High,PENDING_CUSTOMER,65,3.2,
1065,1055,DebtBusters,Chat,2025-05-08 08:09:28,2025-05-09 04:51:28,Decline Explanation,Low,RESOLVED,47,,10
1066,1663,FASTA,Phone,2025-03-24 16:37:01,2025-03-24 17:31:01,Application Help,Critical,RESOLVED,,1.8,
1067,1379,JustMoney,Facebook,2026-03-04 19:17:32,2026-03-05 15:11:32,Payment Query,HIGH,Closed,109,3.9,3
1068,1338,DebtBusters,Email,2025-06-09 18:28:44,2025-06-12 18:28:44,Financial Health Query,High,PENDING_CUSTOMER,191,,7
1069,891,JustMoney,Phone,2025-12-25 21:02:37,2025-12-28 07:03:37,Decline Explanation,High,OPEN,184,2.5,
1070,1286,FASTA,Chat,2025-03-03 10:08:22,,Application Help,low,Closed,41,,4
1071,110,JustMoney,Phone,2025-01-15 08:47:15,2025-01-16 07:43:15,Complaint,Low,OPEN,237,,
1072,1938,DebtBusters,Phone,2026-06-10 17:31:16,2026-06-12 05:46:16,Fee Dispute,HIGH,OPEN,,4.5,9
1073,425,DebtBusters,Chat,2025-06-11 07:33:42,2025-06-12 22:52:42,Statement Request,low,open,64,,
1074,1656,JustMoney,Email,2025-07-24 18:08:25,2025-07-26 06:03:25,Fee Dispute,low,open,121,,5
1075,1138,JustMoney,Phone,2025-10-17 22:56:04,,Financial Health Query,Critical,PENDING_CUSTOMER,69,1.0,
1076,1954,FASTA,Facebook,2026-02-01 14:25:28,,Fee Dispute,Critical,CLOSED,141,2.3,
1077,1758,FASTA,Facebook,2025-02-01 20:48:21,2025-02-04 11:14:21,Technical Issue,Low,CLOSED,37,,
1078,895,DebtBusters,Email,2025-05-20 07:43:34,,Payment Query,Low,RESOLVED,180,3.5,
1079,175,FASTA,Phone,2025-11-18 11:58:04,2025-11-20 18:38:04,Statement Request,Medium,CLOSED,150,3.6,0
1080,2,FASTA,Chat,2025-06-13 12:59:51,,Application Help,HIGH,RESOLVED,4,4.2,6
1081,1295,DebtBusters,Phone,2025-04-26 16:37:38,2025-04-28 09:18:38,Fee Dispute,High,PENDING_CUSTOMER,6,2.0,8
1082,980,JustMoney,WhatsApp,2026-01-24 11:30:50,2026-01-24 19:19:50,Statement Request,Critical,Closed,112,,
1083,1730,JustMoney,Phone,2025-09-12 13:31:58,2025-09-13 12:54:58,Application Help,HIGH,OPEN,191,3.6,
1084,563,FASTA,Chat,2025-03-21 13:33:14,2025-03-23 21:08:14,Technical Issue,Medium,RESOLVED,34,2.7,0
1085,141,JustMoney,WhatsApp,2026-04-18 08:14:38,2026-04-20 08:49:38,Complaint,High,RESOLVED,58,2.0,
1086,487,DebtBusters,Email,2025-12-09 09:45:03,,Financial Health Query,Medium,RESOLVED,195,2.9,
1087,1123,DebtBusters,WhatsApp,2025-03-09 15:53:13,2025-03-09 16:42:13,Complaint,Low,open,199,,
1088,1337,JustMoney,Phone,2025-12-03 17:41:18,2025-12-05 12:33:18,Decline Explanation,Medium,PENDING_CUSTOMER,71,1.2,5
1089,1786,JustMoney,WhatsApp,2025-11-20 12:14:50,2025-11-21 02:21:50,Fee Dispute,Low,open,16,,
1090,1596,FASTA,Chat,2025-12-12 18:03:01,2025-12-12 18:41:01,Financial Health Query,Low,PENDING_CUSTOMER,161,2.6,1
1091,780,JustMoney,Chat,2025-12-01 20:54:29,2025-12-04 08:14:29,Payment Query,low,PENDING_CUSTOMER,231,,7
1092,1834,FASTA,WhatsApp,2026-02-04 16:37:00,2026-02-06 18:55:00,Fee Dispute,Medium,CLOSED,214,,5
1093,125,DebtBusters,Facebook,2025-08-28 09:04:54,2025-08-29 19:46:54,Decline Explanation,Medium,PENDING_CUSTOMER,82,2.0,
1094,1779,FASTA,WhatsApp,2025-01-26 19:09:27,2025-01-28 16:14:27,Decline Explanation,low,open,2,4.6,0
1095,757,JustMoney,Facebook,2025-05-03 14:50:20,2025-05-04 13:17:20,Complaint,low,Closed,26,,
1096,1455,JustMoney,Phone,2025-09-10 20:21:02,,Payment Query,low,CLOSED,,4.8,
1097,,DebtBusters,WhatsApp,2026-03-01 10:45:15,2026-03-04 05:48:15,Application Help,Low,OPEN,,,1
1098,926,JustMoney,Chat,2025-02-22 15:07:33,2025-02-23 07:56:33,Application Help,High,RESOLVED,129,4.9,
1099,1817,FASTA,Email,2026-01-11 15:22:31,2026-01-13 17:15:31,Financial Health Query,low,PENDING_CUSTOMER,100,4.3,
1100,56,FASTA,Email,2026-02-21 10:27:10,,Technical Issue,low,RESOLVED,212,,
1101,,FASTA,WhatsApp,2025-03-28 17:02:45,2025-03-29 07:25:45,Complaint,Medium,open,69,2.3,
1102,299,DebtBusters,WhatsApp,2025-05-15 18:50:20,,Fee Dispute,Medium,OPEN,,,
1103,263,DebtBusters,Chat,2025-09-14 13:48:41,2025-09-17 11:01:41,Technical Issue,Critical,RESOLVED,221,,
1104,476,FASTA,WhatsApp,2025-10-20 15:14:32,,Financial Health Query,Low,RESOLVED,109,,
1105,1053,DebtBusters,Email,2025-10-01 09:08:46,2025-10-02 17:06:46,Decline Explanation,low,open,,3.3,
1106,1432,FASTA,WhatsApp,2025-09-02 22:59:28,2025-09-04 20:19:28,Complaint,High,PENDING_CUSTOMER,228,4.1,5
1107,688,DebtBusters,WhatsApp,2025-01-05 14:29:44,2025-01-06 04:15:44,Fraud Report,Critical,Closed,223,4.8,1
1108,100,DebtBusters,Chat,2025-01-23 10:51:45,,Decline Explanation,Medium,Closed,94,1.6,1
1109,623,FASTA,Email,2026-02-20 12:36:34,,Statement Request,High,open,150,,10
1110,1289,DebtBusters,Email,2025-07-01 13:16:48,2025-07-03 04:40:48,Complaint,Medium,CLOSED,42,,8
1111,472,FASTA,Phone,2025-07-12 18:37:41,2025-07-13 01:58:41,Application Help,low,Closed,25,3.9,7
1112,606,JustMoney,Email,2025-04-25 08:52:24,,Payment Query,Medium,OPEN,12,4.0,9
1113,1430,DebtBusters,Facebook,2025-09-19 08:34:50,2025-09-20 00:31:50,Payment Query,High,OPEN,157,3.1,
1114,1041,JustMoney,Phone,2026-06-02 11:27:59,2026-06-04 00:36:59,Financial Health Query,Critical,PENDING_CUSTOMER,206,3.7,
1115,629,JustMoney,Chat,2025-01-11 14:07:14,2025-01-12 14:20:14,Decline Explanation,Low,PENDING_CUSTOMER,,1.0,
1116,68,DebtBusters,Email,2026-05-07 16:06:22,2026-05-09 10:47:22,Financial Health Query,Medium,open,49,,
1117,232,FASTA,WhatsApp,2026-03-29 13:35:21,2026-03-31 08:25:21,Fraud Report,HIGH,RESOLVED,95,,6
1118,,JustMoney,Phone,2025-01-01 20:41:20,2025-01-03 00:00:20,Payment Query,Medium,open,88,3.8,
1119,506,JustMoney,WhatsApp,2025-11-27 15:38:53,2025-11-29 10:34:53,Financial Health Query,Medium,RESOLVED,123,3.0,3
1120,679,DebtBusters,WhatsApp,2025-01-12 18:24:38,2025-01-13 13:18:38,Technical Issue,High,open,153,,
1121,1900,JustMoney,Phone,2026-06-10 17:19:58,2026-06-10 21:59:58,Statement Request,HIGH,Closed,13,3.7,
1122,542,DebtBusters,Phone,2025-11-23 13:33:53,2025-11-24 10:41:53,Technical Issue,HIGH,open,95,1.0,7
1123,304,JustMoney,Chat,2025-06-05 19:09:54,2025-06-07 10:36:54,Application Help,low,Closed,110,,
1124,663,JustMoney,Email,2025-10-16 15:18:39,2025-10-18 09:45:39,Statement Request,low,open,175,,3
1125,971,DebtBusters,Phone,2025-07-02 22:10:57,2025-07-03 03:37:57,Decline Explanation,Medium,OPEN,231,1.1,8
1126,1649,JustMoney,Email,2025-06-28 18:21:46,2025-07-01 04:23:46,Fraud Report,HIGH,CLOSED,238,4.7,7
1127,1325,JustMoney,Facebook,2025-12-24 12:26:29,2025-12-26 16:05:29,Fee Dispute,High,PENDING_CUSTOMER,186,,
1128,1157,FASTA,Chat,2026-03-20 19:20:35,2026-03-21 23:32:35,Payment Query,Low,CLOSED,125,1.5,
1129,600,JustMoney,WhatsApp,2025-01-02 21:01:20,2025-01-03 11:47:20,Payment Query,low,PENDING_CUSTOMER,86,2.6,
1130,1153,JustMoney,Facebook,2026-02-22 09:46:52,2026-02-25 01:54:52,Application Help,Medium,OPEN,1,3.3,9
1131,318,JustMoney,WhatsApp,2025-11-13 14:42:14,2025-11-15 20:52:14,Fee Dispute,Critical,open,91,1.2,8
1132,,JustMoney,Phone,2026-03-24 18:43:39,,Decline Explanation,low,PENDING_CUSTOMER,69,3.7,9
1133,136,DebtBusters,Email,2026-04-09 10:23:48,2026-04-11 15:27:48,Application Help,Medium,PENDING_CUSTOMER,173,3.0,6
1134,140,JustMoney,Chat,2025-08-20 21:32:11,2025-08-21 09:34:11,Technical Issue,High,CLOSED,102,,5
1135,,DebtBusters,Chat,2025-05-12 11:08:10,2025-05-13 12:17:10,Fee Dispute,Critical,OPEN,190,,
1136,1719,DebtBusters,Facebook,2025-02-21 07:25:57,2025-02-22 13:36:57,Complaint,Medium,RESOLVED,90,1.3,
1137,788,FASTA,Chat,2026-01-30 21:38:28,2026-01-31 03:05:28,Financial Health Query,Low,OPEN,18,2.9,
1138,1903,DebtBusters,Facebook,2026-04-18 17:51:45,,Decline Explanation,HIGH,PENDING_CUSTOMER,44,2.1,
1139,988,DebtBusters,Facebook,2025-03-17 21:19:30,2025-03-19 03:32:30,Statement Request,Medium,PENDING_CUSTOMER,117,,
1140,128,JustMoney,Facebook,2026-03-23 15:21:17,2026-03-25 08:22:17,Technical Issue,Critical,open,145,2.8,8
1141,1039,JustMoney,Phone,2025-01-13 11:56:21,2025-01-15 11:40:21,Payment Query,low,RESOLVED,144,,5
1142,1765,JustMoney,Chat,2025-02-11 07:59:03,2025-02-13 23:57:03,Payment Query,Critical,RESOLVED,82,,
1143,448,JustMoney,Chat,2025-10-12 13:43:17,2025-10-15 11:27:17,Complaint,Critical,Closed,14,2.0,7
1144,1836,FASTA,Email,2025-07-02 17:04:38,2025-07-03 20:50:38,Application Help,Low,PENDING_CUSTOMER,,2.1,9
1145,928,DebtBusters,Chat,2026-05-15 13:45:17,2026-05-17 12:34:17,Statement Request,Critical,Closed,208,3.8,10
1146,1870,JustMoney,Phone,2026-02-09 08:56:13,,Decline Explanation,low,CLOSED,167,,6
1147,1185,DebtBusters,Facebook,2025-01-19 08:22:43,2025-01-19 15:20:43,Application Help,High,PENDING_CUSTOMER,18,,8
1148,1006,JustMoney,WhatsApp,2025-01-06 20:42:26,2025-01-07 08:39:26,Complaint,low,CLOSED,228,,2
1149,1153,DebtBusters,Chat,2025-03-26 13:24:56,,Decline Explanation,High,PENDING_CUSTOMER,68,5.0,0
1150,32,FASTA,WhatsApp,2025-10-19 21:42:14,2025-10-21 06:41:14,Fee Dispute,Critical,OPEN,157,3.7,10
1151,1706,JustMoney,WhatsApp,2025-09-21 08:32:43,2025-09-23 01:46:43,Payment Query,HIGH,open,52,,5
1152,131,FASTA,Email,2025-03-15 17:18:16,2025-03-16 12:49:16,Fee Dispute,Medium,OPEN,,3.9,8
1153,720,JustMoney,WhatsApp,2026-05-10 12:02:26,2026-05-12 01:38:26,Financial Health Query,HIGH,PENDING_CUSTOMER,225,2.9,
1154,1260,FASTA,Facebook,2025-09-14 09:20:37,2025-09-14 16:35:37,Technical Issue,Critical,PENDING_CUSTOMER,128,1.2,3
1155,1074,DebtBusters,Chat,2025-03-03 15:27:52,2025-03-04 10:04:52,Fraud Report,low,CLOSED,76,4.9,2
1156,683,DebtBusters,WhatsApp,2025-02-10 10:37:15,,Decline Explanation,low,RESOLVED,105,1.8,10
1157,1829,FASTA,Facebook,2025-12-04 14:55:52,,Decline Explanation,HIGH,RESOLVED,,4.8,0
1158,666,JustMoney,WhatsApp,2025-03-08 10:32:08,2025-03-09 07:32:08,Fee Dispute,Critical,open,125,3.2,4
1159,529,DebtBusters,Chat,2025-05-10 18:00:03,2025-05-13 14:23:03,Fraud Report,low,open,120,,5
1160,1073,JustMoney,WhatsApp,2026-03-27 10:54:37,2026-03-27 13:33:37,Fee Dispute,Critical,PENDING_CUSTOMER,146,3.5,9
1161,1241,DebtBusters,Email,2026-02-14 14:08:07,2026-02-14 22:42:07,Fraud Report,Low,open,154,,10
1162,925,FASTA,Chat,2025-08-10 14:38:19,,Statement Request,Critical,RESOLVED,,,9
1163,100,FASTA,Email,2025-08-13 21:53:40,2025-08-16 03:51:40,Fraud Report,Low,CLOSED,82,3.9,
1164,1567,JustMoney,WhatsApp,2025-05-03 09:51:02,2025-05-06 07:41:02,Decline Explanation,Medium,open,177,4.6,8
1165,800,JustMoney,Facebook,2025-08-20 12:35:55,2025-08-20 15:41:55,Decline Explanation,Medium,PENDING_CUSTOMER,73,1.5,
1166,287,DebtBusters,Email,2026-04-25 20:27:21,,Financial Health Query,Low,PENDING_CUSTOMER,,,0
1167,,FASTA,Phone,2026-01-11 13:21:40,,Complaint,Medium,CLOSED,,1.2,10
1168,1506,JustMoney,Email,2025-05-06 21:27:23,2025-05-07 09:15:23,Payment Query,Critical,Closed,110,4.5,
1169,1180,JustMoney,WhatsApp,2025-01-17 21:29:05,,Technical Issue,Critical,Closed,17,4.3,
1170,1085,FASTA,Phone,2026-03-03 14:53:26,2026-03-06 05:17:26,Complaint,HIGH,open,29,,
1171,1403,JustMoney,Email,2025-10-18 21:53:09,,Payment Query,High,OPEN,15,3.8,
1172,999,JustMoney,Chat,2025-11-07 21:06:56,2025-11-10 15:13:56,Payment Query,Medium,open,66,2.0,5
1173,239,JustMoney,Email,2025-11-30 12:01:00,2025-11-30 12:25:00,Payment Query,Low,OPEN,190,4.3,
1174,1443,JustMoney,Facebook,2026-01-28 12:23:49,2026-01-28 14:28:49,Technical Issue,Critical,Closed,69,1.3,4
1175,1977,DebtBusters,Email,2025-02-08 20:17:54,2025-02-09 02:16:54,Fee Dispute,Medium,Closed,220,,0
1176,498,JustMoney,WhatsApp,2026-04-01 09:36:52,,Payment Query,HIGH,PENDING_CUSTOMER,232,2.8,1
1177,461,DebtBusters,Email,2025-11-09 21:06:01,2025-11-12 18:08:01,Financial Health Query,HIGH,open,,1.1,
1178,1330,FASTA,Email,2026-01-27 13:24:28,2026-01-28 03:25:28,Decline Explanation,low,OPEN,47,4.0,3
1179,1135,JustMoney,Phone,2025-09-30 08:15:32,2025-10-03 03:36:32,Application Help,HIGH,OPEN,229,,8
1180,77,JustMoney,WhatsApp,2025-02-17 21:53:06,2025-02-20 20:55:06,Fraud Report,Medium,Closed,151,,10
1181,1626,DebtBusters,WhatsApp,2026-05-31 09:21:03,2026-06-01 22:08:03,Complaint,Medium,RESOLVED,177,,9
1182,399,JustMoney,Chat,2025-01-08 13:36:53,2025-01-10 00:23:53,Fee Dispute,Low,PENDING_CUSTOMER,52,,9
1183,768,DebtBusters,Chat,2025-03-15 08:05:19,2025-03-16 04:04:19,Fee Dispute,HIGH,open,145,4.2,4
1184,568,DebtBusters,Email,2025-01-21 18:57:09,2025-01-23 15:54:09,Fraud Report,Medium,OPEN,41,4.6,9
1185,1655,DebtBusters,WhatsApp,2025-09-17 08:36:48,2025-09-20 03:26:48,Decline Explanation,Critical,PENDING_CUSTOMER,218,4.8,4
1186,1667,JustMoney,Facebook,2025-06-15 13:40:25,2025-06-17 22:00:25,Financial Health Query,Critical,PENDING_CUSTOMER,13,,
1187,659,FASTA,Phone,2025-01-28 17:56:34,2025-01-30 08:16:34,Financial Health Query,low,RESOLVED,51,,4
1188,565,JustMoney,Facebook,2025-06-12 09:22:30,,Application Help,HIGH,RESOLVED,100,1.6,1
1189,53,JustMoney,Chat,2025-08-10 20:02:27,,Decline Explanation,Critical,Closed,189,,
1190,318,DebtBusters,Phone,2025-05-12 11:55:05,2025-05-14 02:19:05,Statement Request,Low,RESOLVED,221,2.1,3
1191,1125,FASTA,Phone,2025-08-22 21:49:47,,Fee Dispute,Low,PENDING_CUSTOMER,25,,10
1192,1190,FASTA,WhatsApp,2025-04-06 17:58:07,2025-04-07 07:49:07,Application Help,High,CLOSED,95,1.5,
1193,1882,DebtBusters,Phone,2025-01-16 20:57:50,,Decline Explanation,HIGH,CLOSED,134,2.8,
1194,225,DebtBusters,Phone,2025-12-13 10:12:38,2025-12-15 12:48:38,Financial Health Query,High,Closed,201,2.1,0
1195,885,DebtBusters,WhatsApp,2025-03-16 11:42:31,,Fee Dispute,HIGH,open,228,,
1196,253,FASTA,Facebook,2026-03-23 18:59:35,,Financial Health Query,Critical,open,239,2.2,
1197,34,DebtBusters,Facebook,2025-05-22 15:07:34,2025-05-23 10:51:34,Fee Dispute,High,open,83,2.5,6
1198,,DebtBusters,WhatsApp,2025-02-13 16:07:36,2025-02-14 10:03:36,Technical Issue,Low,RESOLVED,24,2.6,5
1199,1653,FASTA,Phone,2026-04-16 21:05:25,2026-04-19 11:09:25,Payment Query,Medium,RESOLVED,76,3.5,
1200,108,DebtBusters,Facebook,2025-07-30 10:02:15,2025-08-01 02:19:15,Payment Query,Medium,Closed,183,,4
1201,717,DebtBusters,Chat,2025-06-07 19:19:39,,Financial Health Query,High,CLOSED,,2.6,
1202,1052,JustMoney,WhatsApp,2025-04-09 15:37:52,2025-04-12 00:42:52,Complaint,Medium,PENDING_CUSTOMER,66,,
1203,1126,FASTA,Facebook,2026-06-15 17:31:09,2026-06-17 22:37:09,Financial Health Query,Medium,PENDING_CUSTOMER,14,,5
1204,1597,DebtBusters,Email,2025-03-29 11:39:15,2025-03-29 21:30:15,Application Help,Low,RESOLVED,31,,
1205,1984,JustMoney,WhatsApp,2025-09-06 12:54:06,2025-09-09 12:19:06,Application Help,Low,Closed,145,,
1206,984,DebtBusters,Phone,2025-01-15 20:20:52,2025-01-16 22:12:52,Decline Explanation,HIGH,Closed,32,3.8,2
1207,1818,JustMoney,Facebook,2025-11-06 08:39:15,,Complaint,HIGH,OPEN,,2.5,
1208,55,FASTA,Facebook,2025-07-16 21:57:29,2025-07-19 19:14:29,Fee Dispute,High,PENDING_CUSTOMER,31,3.9,
1209,1040,FASTA,WhatsApp,2025-04-04 09:04:47,,Statement Request,Critical,RESOLVED,149,,8
1210,295,FASTA,WhatsApp,2025-08-20 10:44:05,2025-08-21 18:29:05,Payment Query,Low,CLOSED,66,4.6,2
1211,279,FASTA,Chat,2025-09-25 11:21:48,2025-09-27 13:10:48,Financial Health Query,low,Closed,93,3.6,
1212,757,FASTA,Phone,2025-01-27 12:24:20,2025-01-27 17:26:20,Application Help,High,Closed,182,1.2,0
1213,1455,FASTA,Email,2026-02-13 19:43:56,,Statement Request,Critical,CLOSED,239,1.9,
1214,1410,JustMoney,Phone,2026-04-02 13:53:28,2026-04-05 08:20:28,Complaint,HIGH,CLOSED,103,,
1215,1749,FASTA,Phone,2025-07-23 08:32:23,2025-07-25 02:50:23,Fee Dispute,low,Closed,16,1.0,4
1216,182,DebtBusters,Email,2025-01-14 20:12:28,2025-01-15 08:32:28,Fee Dispute,High,CLOSED,8,1.5,3
1217,420,JustMoney,Email,2025-04-18 22:48:32,,Technical Issue,Low,RESOLVED,176,3.1,
1218,1957,FASTA,Phone,2026-06-15 09:59:26,2026-06-17 05:02:26,Decline Explanation,Critical,PENDING_CUSTOMER,,,9
1219,236,JustMoney,Phone,2025-07-16 13:38:53,2025-07-16 23:52:53,Fraud Report,High,Closed,168,,8
1220,1735,DebtBusters,Email,2026-02-04 12:31:58,2026-02-05 16:10:58,Financial Health Query,Critical,open,55,4.9,
1221,1086,FASTA,WhatsApp,2026-06-04 08:01:55,2026-06-05 04:48:55,Fee Dispute,Critical,RESOLVED,,2.1,3
1222,202,FASTA,WhatsApp,2025-07-20 17:36:49,2025-07-23 11:52:49,Fraud Report,HIGH,open,61,1.5,7
1223,1704,FASTA,Email,2026-04-04 07:14:34,2026-04-05 23:23:34,Decline Explanation,Low,RESOLVED,26,4.9,9
1224,269,FASTA,Email,2026-01-22 15:31:55,,Application Help,Critical,OPEN,185,5.0,
1225,616,JustMoney,WhatsApp,2025-03-19 20:13:06,,Technical Issue,HIGH,Closed,4,4.3,10
1226,1882,FASTA,Facebook,2026-03-16 12:49:32,2026-03-18 08:48:32,Decline Explanation,HIGH,open,,4.2,
1227,1151,FASTA,Chat,2025-05-02 22:44:52,2025-05-05 09:25:52,Decline Explanation,High,OPEN,127,4.8,
1228,,FASTA,Email,2026-05-31 11:30:07,2026-06-02 23:25:07,Payment Query,Medium,Closed,,1.3,3
1229,1653,JustMoney,Phone,2025-03-23 22:40:57,2025-03-24 21:01:57,Payment Query,Critical,PENDING_CUSTOMER,40,2.4,
1230,1716,DebtBusters,Phone,2025-04-05 18:14:31,2025-04-06 20:13:31,Payment Query,High,Closed,163,,
1231,951,FASTA,WhatsApp,2025-03-30 21:08:29,,Fee Dispute,Low,open,69,1.0,6
1232,1839,FASTA,Facebook,2026-02-24 09:50:34,2026-02-26 12:24:34,Statement Request,High,OPEN,,5.0,
1233,1786,DebtBusters,Facebook,2025-04-10 10:07:13,2025-04-11 06:12:13,Fraud Report,Low,RESOLVED,61,3.4,
1234,673,JustMoney,Chat,2025-09-10 17:20:34,2025-09-11 05:36:34,Application Help,High,PENDING_CUSTOMER,187,2.9,2
1235,302,DebtBusters,Chat,2025-04-21 11:27:13,2025-04-23 04:17:13,Complaint,High,RESOLVED,209,2.0,9
1236,871,JustMoney,Chat,2025-06-30 08:34:53,2025-07-01 22:24:53,Decline Explanation,low,Closed,26,4.7,10
1237,275,DebtBusters,Facebook,2025-09-04 15:49:16,2025-09-04 23:48:16,Statement Request,Critical,OPEN,19,4.6,6
1238,583,FASTA,Email,2026-01-30 09:13:53,2026-02-01 20:29:53,Statement Request,low,Closed,19,1.3,
1239,1087,JustMoney,Email,2025-04-11 22:16:04,2025-04-13 00:58:04,Financial Health Query,High,PENDING_CUSTOMER,219,1.8,5
1240,1162,JustMoney,Phone,2025-07-13 09:42:04,2025-07-16 08:27:04,Fee Dispute,Critical,Closed,55,,
1241,1187,JustMoney,Chat,2025-07-06 15:07:29,2025-07-06 22:52:29,Technical Issue,Critical,open,66,3.1,
1242,1680,JustMoney,WhatsApp,2025-01-22 14:24:54,2025-01-24 18:25:54,Decline Explanation,Low,open,226,3.9,0
1243,1410,JustMoney,Chat,2026-01-12 19:50:10,,Technical Issue,Medium,PENDING_CUSTOMER,202,4.9,
1244,179,FASTA,WhatsApp,2025-11-27 14:04:02,,Payment Query,Critical,PENDING_CUSTOMER,,2.5,9
1245,1344,DebtBusters,Chat,2025-04-16 16:27:47,2025-04-19 13:37:47,Fraud Report,Medium,Closed,,2.3,5
1246,334,DebtBusters,Chat,2026-04-21 19:53:36,2026-04-22 09:43:36,Fraud Report,Low,CLOSED,90,3.1,2
1247,1599,FASTA,WhatsApp,2025-10-27 07:08:43,2025-10-28 19:38:43,Fraud Report,Medium,PENDING_CUSTOMER,154,1.8,0
1248,239,JustMoney,Phone,2025-03-28 22:48:20,2025-03-29 16:43:20,Financial Health Query,Medium,PENDING_CUSTOMER,83,1.7,9
