schedule_id,loan_id,instalment_number,due_date,instalment_amount_zar,principal_component_zar,fee_interest_component_zar,schedule_status
3436,980,5,2026-11-19,1549.77,1084.84,464.93,paid
3437,980,6,20261219,1549.77,1084.84,464.93,OVERDUE
3438,981,1,2026-03-18,1744.89,1221.42,523.47,Overdue
3439,981,2,2026-04-17,1744.89,1221.42,523.47,paid
3440,981,3,2026-05-17,1744.89,1221.42,523.47,PAID
3441,982,1,2025-08-13,2709.23,1896.46,812.77,PART_PAID
3442,982,2,2025-09-12,2709.23,1896.46,812.77,paid
3443,983,1,2025-11-01,1793.79,1255.65,538.14,OVERDUE
3444,983,2,2025-12-01,1793.79,1255.65,538.14,PART_PAID
3445,984,1,2025-11-14,3847.06,2692.94,1154.12,PENDING
3446,984,2,2025-12-14,3847.06,2692.94,1154.12,PAID
3447,984,3,2026-01-13,3847.06,2692.94,1154.12,OVERDUE
3448,984,4,02-12-2026,3847.06,2692.94,1154.12,Overdue
3449,984,5,2026-03-14,3847.06,2692.94,1154.12,PART_PAID
3450,985,1,2025-12-05,1445.59,1011.91,433.68,PAID
3451,985,2,2026-01-04,1445.59,1011.91,433.68,PART_PAID
3452,985,3,20260203,1445.59,1011.91,433.68,PENDING
3453,985,4,2026-03-05,1445.59,1011.91,433.68,PENDING
3454,985,5,2026-04-04,1445.59,1011.91,433.68,OVERDUE
3455,986,1,2025-04-10,3310.45,2317.31,993.13,PENDING
3456,986,2,2025-05-10,3310.45,2317.31,993.13,PENDING
3457,986,3,2025-06-09,3310.45,2317.31,993.13,PENDING
3458,986,4,2025-07-09,3310.45,2317.31,993.13,paid
3459,987,1,2026-01-04,1730.98,1211.69,519.29,PART_PAID
3460,988,1,2026-05-27,3973.25,2781.27,1191.97,PAID
3461,989,1,2025-10-05,3333.23,2333.26,999.97,OVERDUE
3462,989,2,2025-11-04,3333.23,2333.26,999.97,PART_PAID
3463,990,1,02/04/2025,3070.8,2149.56,921.24,paid
3464,990,2,2025-05-02,3070.8,2149.56,921.24,PAID
3465,990,3,2025-06-01,3070.8,2149.56,921.24,PENDING
3466,990,4,2025-07-01,3070.8,2149.56,921.24,PENDING
3467,990,5,2025-07-31,3070.8,2149.56,921.24,paid
3468,990,6,2025-08-30,3070.8,2149.56,921.24,PAID
3469,991,1,2026-07-28,1369.38,958.57,410.81,PART_PAID
3470,991,2,2026-08-27,1369.38,958.57,410.81,PENDING
3471,991,3,2026-09-26,1369.38,958.57,410.81,
3472,991,4,2026-10-26,1369.38,958.57,410.81,OVERDUE
3473,991,5,2026-11-25,1369.38,958.57,410.81,paid
3474,992,1,2026-04-03,3161.43,2213.0,948.43,OVERDUE
3475,992,2,2026-05-03,3161.43,2213.0,948.43,PART_PAID
3476,993,1,23/12/2025,2497.36,1748.15,749.21,PART_PAID
3477,993,2,2026-01-22,2497.36,1748.15,749.21,PART_PAID
3478,993,3,2026-02-21,2497.36,1748.15,749.21,paid
3479,993,4,2026-03-23,2497.36,1748.15,749.21,PAID
3480,994,1,2026-03-27,2249.27,1574.49,674.78,OVERDUE
3481,994,2,2026-04-26,2249.27,,674.78,PAID
3482,994,3,2026-05-26,2249.27,1574.49,674.78,PENDING
3483,994,4,2026-06-25,2249.27,1574.49,674.78,paid
3484,994,5,2026-07-25,2249.27,1574.49,674.78,PENDING
3485,994,6,2026-08-24,2249.27,1574.49,674.78,paid
3486,995,1,2025-12-22,2460.0,1722.0,738.0,PAID
3487,995,2,20260121,2460.0,1722.0,738.0,PENDING
3488,995,3,2026-02-20,2460.0,1722.0,738.0,OVERDUE
3489,995,4,2026-03-22,2460.0,1722.0,738.0,paid
3490,995,5,2026-04-21,2460.0,1722.0,738.0,PENDING
3491,995,6,2026-05-21,2460.0,1722.0,738.0,Overdue
3492,996,1,2025-07-27,1325.1,927.57,397.53,Overdue
3493,996,2,2025-08-26,1325.1,927.57,397.53,PART_PAID
3494,996,3,2025-09-25,1325.1,927.57,397.53,PAID
3495,996,4,2025-10-25,1325.1,927.57,397.53,Overdue
3496,997,1,2026-06-02,1946.73,1362.71,584.02,Overdue
3497,997,2,2026-07-02,1946.73,1362.71,,PENDING
3498,997,3,2026-08-01,1946.73,1362.71,584.02,PENDING
3499,997,4,2026-08-31,1946.73,1362.71,584.02,PAID
3500,997,5,2026-09-30,1946.73,1362.71,584.02,PAID
3501,998,1,2025-05-12,3771.83,2640.28,1131.55,PAID
3502,999,1,2026-05-03,3218.09,2252.66,965.43,OVERDUE
3503,999,2,02/06/2026,3218.09,2252.66,965.43,paid
3504,999,3,2026-07-02,3218.09,2252.66,965.43,paid
3505,999,4,2026-08-01,3218.09,2252.66,965.43,PENDING
3506,999,5,2026-08-31,3218.09,2252.66,965.43,OVERDUE
3507,1000,1,2025-09-04,2205.26,1543.68,661.58,paid
3508,1000,2,2025-10-04,2205.26,1543.68,661.58,PART_PAID
3509,1000,3,11-03-2025,2205.26,1543.68,661.58,Overdue
3510,1000,4,2025-12-03,2205.26,1543.68,661.58,Overdue
3511,1001,1,2025-06-25,3705.42,,,PART_PAID
3512,1001,2,2025-07-25,3705.42,2593.79,1111.63,Overdue
3513,1001,3,20250824,3705.42,2593.79,1111.63,Overdue
3514,1001,4,2025-09-23,3705.42,2593.79,1111.63,Overdue
3515,1001,5,2025-10-23,3705.42,2593.79,1111.63,PENDING
3516,1002,1,2025-05-14,1289.54,902.68,386.86,paid
3517,1003,1,2025-04-08,1047.48,733.24,314.24,PAID
3518,1003,2,2025-05-08,,733.24,314.24,PART_PAID
3519,1003,3,2025-06-07,1047.48,733.24,314.24,PART_PAID
3520,1003,4,2025-07-07,-1047.48,733.24,314.24,paid
3521,1003,5,06 Aug 2025,1047.48,733.24,314.24,Overdue
3522,1004,1,2025-04-28,1321.72,925.2,396.52,PART_PAID
3523,1004,2,2025-05-28,1321.72,925.2,396.52,paid
3524,1005,1,2026-01-19,2422.06,1695.44,726.62,PENDING
3525,1006,1,2025-03-29,2130.34,1491.24,639.1,OVERDUE
3526,1006,2,2025-04-28,2130.34,1491.24,639.1,PENDING
3527,1006,3,2025-05-28,,1491.24,639.1,OVERDUE
3528,1007,1,31/12/2025,3884.92,2719.44,1165.48,OVERDUE
3529,1007,2,2026-01-30,3884.92,2719.44,1165.48,PENDING
3530,1007,3,2026-03-01,3884.92,2719.44,1165.48,Overdue
3531,1007,4,2026-03-31,3884.92,2719.44,1165.48,Overdue
3532,1007,5,2026-04-30,3884.92,2719.44,1165.48,paid
3533,1007,6,2026-05-30,3884.92,,1165.48,OVERDUE
3534,1008,1,2025-10-01,3727.02,2608.91,1118.11,PART_PAID
3535,1008,2,2025-10-31,3727.02,2608.91,1118.11,PART_PAID
3536,1008,3,2025-11-30,3727.02,2608.91,,Overdue
3537,1008,4,2025-12-30,3727.02,2608.91,1118.11,paid
3538,1008,5,2026-01-29,3727.02,2608.91,1118.11,OVERDUE
3539,1009,1,2026-07-11,2717.67,1902.37,815.3,Overdue
3540,1010,1,2026-05-24,1051.15,735.81,315.35,OVERDUE
3541,1010,2,2026-06-23,1051.15,735.81,315.35,OVERDUE
3542,1010,3,2026-07-23,1051.15,735.81,315.35,PART_PAID
3543,1010,4,2026-08-22,1051.15,735.81,315.35,PENDING
3544,1010,5,2026-09-21,1051.15,735.81,315.35,Overdue
3545,1011,1,2026-03-21,1025.46,717.82,307.64,PAID
3546,1011,2,2026-04-20,1025.46,717.82,307.64,PART_PAID
3547,1012,1,02 Dec 2025,3753.52,2627.46,1126.06,PENDING
3548,1013,1,2025-05-31,939.49,657.64,281.85,OVERDUE
3549,1013,2,2025-06-30,939.49,657.64,281.85,PENDING
3550,1013,3,2025-07-30,939.49,657.64,281.85,paid
3551,1013,4,2025-08-29,939.49,657.64,281.85,OVERDUE
3552,1013,5,20250928,,657.64,281.85,OVERDUE
3553,1014,1,2025-06-02,1586.59,,475.98,OVERDUE
3554,1014,2,2025-07-02,1586.59,1110.61,475.98,Overdue
3555,1014,3,2025-08-01,1586.59,1110.61,475.98,PAID
3556,1015,1,2025-11-28,3358.43,2350.9,,OVERDUE
3557,1015,2,2025-12-28,3358.43,2350.9,1007.53,paid
3558,1015,3,01-27-2026,3358.43,2350.9,,OVERDUE
3559,1016,1,2025-03-11,1097.0,767.9,,PAID
3560,1016,2,2025-04-10,1097.0,767.9,329.1,PART_PAID
3561,1016,3,2025-05-10,1097.0,767.9,329.1,Overdue
3562,1016,4,2025-06-09,1097.0,767.9,329.1,OVERDUE
3563,1016,5,2025-07-09,1097.0,767.9,329.1,PENDING
3564,1016,6,2025-08-08,1097.0,767.9,329.1,PENDING
3565,1017,1,2026-06-02,2432.51,1702.76,729.75,paid
3566,1017,2,2026-07-02,2432.51,1702.76,729.75,PAID
3567,1017,3,2026-08-01,2432.51,1702.76,729.75,paid
3568,1018,1,2025-11-07,2477.55,1734.29,743.26,PENDING
3569,1018,2,2025-12-07,2477.55,1734.29,743.26,PAID
3570,1019,1,2026-06-23,3898.66,2729.06,1169.6,paid
3571,1020,1,2026-05-03,1713.35,1199.34,514.0,Overdue
3572,1020,2,2026-06-02,1713.35,1199.34,514.0,OVERDUE
3573,1020,3,2026-07-02,1713.35,1199.34,514.0,PAID
3574,1021,1,2026-01-20,3284.6,2299.22,985.38,PART_PAID
3575,1021,2,2026-02-19,3284.6,2299.22,985.38,OVERDUE
3576,1021,3,2026-03-21,3284.6,2299.22,985.38,PAID
3577,1021,4,2026-04-20,3284.6,2299.22,985.38,Overdue
3578,1022,1,2025-08-18,3165.44,2215.81,949.63,OVERDUE
3579,1022,2,2025-09-17,3165.44,2215.81,949.63,PAID
3580,1022,3,2025-10-17,3165.44,2215.81,949.63,Overdue
3581,1022,4,16/11/2025,3165.44,2215.81,949.63,OVERDUE
3582,1022,5,2025-12-16,3165.44,2215.81,949.63,Overdue
3583,1022,6,2026-01-15,3165.44,2215.81,949.63,PAID
3584,1023,1,2025-05-27,2062.58,1443.81,618.77,OVERDUE
3585,1024,1,2025-09-29,2334.11,1633.88,700.23,Overdue
3586,1024,2,2025-10-29,2334.11,1633.88,700.23,paid
3587,1024,3,2025-11-28,2334.11,1633.88,700.23,paid
3588,1024,4,2025-12-28,2334.11,1633.88,700.23,PART_PAID
3589,1024,5,2026-01-27,2334.11,1633.88,700.23,paid
3590,1025,1,20260603,2905.53,2033.87,871.66,Overdue
3591,1026,1,17 Mar 2025,3824.88,2677.42,1147.46,PENDING
3592,1026,2,2025-04-16,3824.88,2677.42,1147.46,PAID
3593,1026,3,2025-05-16,3824.88,2677.42,1147.46,PAID
3594,1026,4,2025-06-15,3824.88,2677.42,1147.46,Overdue
3595,1026,5,2025-07-15,3824.88,2677.42,1147.46,PENDING
3596,1026,6,2025-08-14,3824.88,2677.42,1147.46,PENDING
3597,1027,1,2025-03-09,1538.91,1077.24,461.67,paid
3598,1027,2,2025-04-08,1538.91,1077.24,461.67,OVERDUE
3599,1027,3,2025-05-08,1538.91,1077.24,461.67,Overdue
3600,1028,1,2025-10-26,1160.16,812.11,348.05,PAID
3601,1028,2,2025-11-25,1160.16,812.11,348.05,PART_PAID
3602,1029,1,2025-09-18,2413.33,1689.33,724.0,Overdue
3603,1029,2,2025-10-18,2413.33,1689.33,724.0,PENDING
3604,1029,3,2025-11-17,2413.33,1689.33,724.0,Overdue
3605,1029,4,2025-12-17,2413.33,1689.33,724.0,OVERDUE
3606,1029,5,2026-01-16,2413.33,,724.0,PAID
3607,1029,6,2026-02-15,2413.33,1689.33,724.0,Overdue
3608,1030,1,2025-03-29,3857.2,2700.04,1157.16,PART_PAID
3609,1030,2,2025-04-28,3857.2,2700.04,1157.16,Overdue
3610,1030,3,05-28-2025,3857.2,2700.04,1157.16,paid
3611,1031,1,29 Jan 2026,3396.46,2377.52,1018.94,PAID
3612,1031,2,2026-02-28,3396.46,2377.52,1018.94,Overdue
3613,1031,3,2026-03-30,3396.46,2377.52,1018.94,Overdue
3614,1031,4,2026-04-29,3396.46,,1018.94,paid
3615,1032,1,2025-05-15,2990.31,2093.22,897.09,PAID
3616,1032,2,2025-06-14,2990.31,2093.22,897.09,PART_PAID
3617,1032,3,2025-07-14,2990.31,2093.22,897.09,paid
3618,1033,1,2025-08-21,3506.66,2454.66,1052.0,PART_PAID
3619,1033,2,2025-09-20,3506.66,2454.66,1052.0,PENDING
3620,1033,3,2025-10-20,3506.66,2454.66,1052.0,OVERDUE
3621,1033,4,2025-11-19,3506.66,2454.66,,Overdue
3622,1033,5,2025-12-19,3506.66,2454.66,1052.0,OVERDUE
3623,1033,6,2026-01-18,3506.66,2454.66,1052.0,OVERDUE
3624,1034,1,2026-03-12,2947.88,2063.52,884.36,PAID
3625,1034,2,2026-04-11,-2947.88,2063.52,884.36,PAID
3626,1034,3,2026-05-11,2947.88,2063.52,884.36,PAID
3627,1034,4,2026-06-10,2947.88,2063.52,884.36,Overdue
3628,1035,1,2025-06-21,3176.39,2223.47,952.92,PAID
3629,1036,1,2026-04-29,2518.32,1762.82,755.5,paid
3630,1036,2,2026-05-29,2518.32,1762.82,755.5,PART_PAID
3631,1036,3,2026-06-28,2518.32,1762.82,755.5,PART_PAID
3632,1036,4,20260728,2518.32,1762.82,755.5,PART_PAID
3633,1036,5,2026-08-27,2518.32,1762.82,755.5,paid
3634,1036,6,2026-09-26,2518.32,1762.82,755.5,PART_PAID
3635,1037,1,2025-11-26,2541.19,1778.83,762.36,OVERDUE
3636,1037,2,2025-12-26,2541.19,1778.83,762.36,Overdue
3637,1037,3,2026-01-25,2541.19,1778.83,762.36,PENDING
3638,1037,4,2026-02-24,2541.19,1778.83,762.36,PAID
3639,1038,1,2025-06-29,1311.67,918.17,393.5,PAID
3640,1038,2,2025-07-29,1311.67,918.17,393.5,PENDING
3641,1038,3,2025-08-28,1311.67,918.17,393.5,PART_PAID
3642,1038,4,2025-09-27,1311.67,918.17,393.5,Overdue
3643,1038,5,2025-10-27,1311.67,918.17,393.5,PART_PAID
3644,1039,1,2025-07-03,3385.82,2370.07,1015.75,paid
3645,1039,2,2025-08-02,3385.82,2370.07,1015.75,paid
3646,1039,3,2025-09-01,3385.82,2370.07,1015.75,OVERDUE
3647,1039,4,2025-10-01,3385.82,2370.07,1015.75,paid
3648,1040,1,2025-09-17,3772.94,2641.06,1131.88,PENDING
3649,1041,1,2026-07-19,2812.73,1968.91,843.82,PENDING
3650,1041,2,2026-08-18,2812.73,1968.91,843.82,Overdue
3651,1041,3,2026-09-17,-2812.73,1968.91,843.82,paid
3652,1041,4,2026-10-17,,1968.91,843.82,PAID
3653,1041,5,2026-11-16,2812.73,1968.91,843.82,PENDING
3654,1041,6,2026-12-16,,1968.91,843.82,Overdue
3655,1042,1,2025-07-04,852.17,596.52,255.65,PART_PAID
3656,1043,1,2025-03-24,1128.24,789.77,338.47,PAID
3657,1043,2,2025-04-23,1128.24,789.77,338.47,paid
3658,1043,3,2025-05-23,1128.24,789.77,338.47,PENDING
3659,1043,4,22/06/2025,1128.24,789.77,338.47,PENDING
3660,1044,1,2025-12-12,817.21,572.05,245.16,PAID
3661,1045,1,2026-06-11,808.1,565.67,242.43,paid
3662,1045,2,11/07/2026,808.1,565.67,242.43,PAID
3663,1046,1,2025-09-11,2161.67,1513.17,,paid
3664,1047,1,2025-04-16,1182.35,827.64,354.7,PAID
3665,1047,2,2025-05-16,1182.35,827.64,354.7,PAID
3666,1048,1,2025-10-24,2041.07,1428.75,612.32,PENDING
3667,1048,2,2025-11-23,2041.07,1428.75,612.32,paid
3668,1048,3,2025-12-23,2041.07,1428.75,612.32,PART_PAID
3669,1048,4,2026-01-22,2041.07,1428.75,612.32,PENDING
3670,1049,1,2025-07-04,930.42,651.29,279.13,PAID
3671,1049,2,2025-08-03,930.42,651.29,279.13,PENDING
3672,1049,3,02/09/2025,930.42,651.29,279.13,OVERDUE
3673,1049,4,2025-10-02,930.42,651.29,279.13,paid
3674,1050,1,2026-02-16,3592.93,2515.05,1077.88,OVERDUE
3675,1051,1,2026-06-23,3342.96,2340.07,1002.89,PENDING
3676,1051,2,23 Jul 2026,3342.96,2340.07,1002.89,PAID
3677,1051,3,2026-08-22,3342.96,2340.07,,OVERDUE
3678,1051,4,21 Sep 2026,3342.96,2340.07,1002.89,PART_PAID
3679,1052,1,2025-07-16,819.93,573.95,245.98,paid
3680,1052,2,15 Aug 2025,819.93,573.95,245.98,Overdue
3681,1052,3,2025-09-14,819.93,573.95,245.98,Overdue
3682,1052,4,2025-10-14,819.93,573.95,245.98,PENDING
3683,1053,1,2026-07-28,3074.98,2152.49,922.49,paid
3684,1053,2,2026-08-27,3074.98,2152.49,922.49,PAID
3685,1053,3,2026-09-26,3074.98,2152.49,922.49,OVERDUE
3686,1054,1,2025-10-12,3521.09,2464.76,1056.33,paid
3687,1054,2,2025-11-11,3521.09,2464.76,1056.33,PAID
3688,1055,1,2025-07-09,1469.38,1028.57,440.81,Overdue
3689,1055,2,2025-08-08,1469.38,1028.57,440.81,OVERDUE
3690,1055,3,2025-09-07,1469.38,1028.57,440.81,PENDING
3691,1055,4,2025-10-07,1469.38,1028.57,440.81,OVERDUE
3692,1056,1,2025-11-02,2699.74,1889.82,809.92,PAID
3693,1056,2,2025-12-02,2699.74,1889.82,809.92,PENDING
3694,1056,3,2026-01-01,2699.74,1889.82,809.92,PART_PAID
3695,1057,1,2026-04-25,2358.86,1651.2,707.66,PART_PAID
3696,1057,2,2026-05-25,2358.86,1651.2,,Overdue
3697,1058,1,2026-07-05,2255.7,1578.99,676.71,
3698,1058,2,2026-08-04,2255.7,,676.71,paid
3699,1058,3,2026-09-03,-2255.7,1578.99,676.71,PART_PAID
3700,1059,1,11 Dec 2025,1004.51,,301.35,OVERDUE
3701,1060,1,2026-02-09,1866.2,,559.86,PAID
3702,1060,2,2026-03-11,1866.2,1306.34,559.86,PAID
3703,1060,3,2026-04-10,1866.2,1306.34,559.86,Overdue
3704,1060,4,2026-05-10,1866.2,1306.34,,PAID
3705,1060,5,2026-06-09,1866.2,1306.34,559.86,paid
3706,1061,1,2025-09-29,1092.13,764.49,327.64,paid
3707,1062,1,2026-04-19,1509.46,1056.62,452.84,PART_PAID
3708,1062,2,2026-05-19,1509.46,1056.62,452.84,PART_PAID
3709,1062,3,2026-06-18,1509.46,1056.62,452.84,Overdue
3710,1062,4,2026-07-18,1509.46,1056.62,452.84,PENDING
3711,1063,1,2026-04-13,3399.47,2379.63,1019.84,OVERDUE
3712,1063,2,2026-05-13,3399.47,2379.63,1019.84,paid
3713,1063,3,2026-06-12,3399.47,2379.63,1019.84,PART_PAID
3714,1063,4,2026-07-12,3399.47,2379.63,1019.84,Overdue
3715,1063,5,2026-08-11,3399.47,2379.63,1019.84,PART_PAID
3716,1063,6,2026-09-10,3399.47,2379.63,1019.84,Overdue
3717,1064,1,2026-01-29,2022.42,1415.69,606.73,PENDING
3718,1064,2,2026-02-28,2022.42,1415.69,606.73,Overdue
3719,1064,3,2026-03-30,2022.42,1415.69,606.73,PENDING
3720,1064,4,2026-04-29,2022.42,1415.69,606.73,PENDING
3721,1065,1,2025-10-17,2060.07,1442.05,618.02,Overdue
3722,1065,2,2025-11-16,2060.07,1442.05,618.02,PENDING
3723,1065,3,12-16-2025,2060.07,1442.05,618.02,PAID
3724,1065,4,2026-01-15,2060.07,1442.05,618.02,PAID
3725,1066,1,20250921,1245.3,871.71,373.59,PART_PAID
3726,1067,1,2025-04-24,899.35,629.54,269.81,PART_PAID
3727,1067,2,2025-05-24,899.35,629.54,269.81,PART_PAID
3728,1067,3,2025-06-23,899.35,629.54,269.81,
3729,1067,4,2025-07-23,899.35,629.54,269.81,PAID
3730,1067,5,2025-08-22,899.35,629.54,269.81,Overdue
3731,1067,6,2025-09-21,899.35,629.54,269.81,OVERDUE
3732,1068,1,2026-05-21,-3177.31,2224.12,953.19,Overdue
3733,1068,2,20/06/2026,3177.31,2224.12,953.19,PART_PAID
3734,1068,3,2026-07-20,3177.31,2224.12,953.19,Overdue
3735,1068,4,2026-08-19,3177.31,2224.12,953.19,paid
3736,1068,5,2026-09-18,3177.31,2224.12,,paid
3737,1068,6,2026-10-18,3177.31,2224.12,953.19,PENDING
3738,1069,1,2026-04-21,3637.33,2546.13,1091.2,paid
3739,1069,2,2026-05-21,3637.33,2546.13,1091.2,PENDING
3740,1070,1,2026-05-08,1665.4,1165.78,499.62,paid
3741,1070,2,2026-06-07,1665.4,1165.78,499.62,PART_PAID
3742,1071,1,2025-09-14,3587.07,2510.95,1076.12,PENDING
3743,1071,2,2025-10-14,3587.07,2510.95,1076.12,PENDING
3744,1072,1,2025-04-12,1846.51,1292.56,553.95,paid
3745,1072,2,2025-05-12,1846.51,1292.56,553.95,PART_PAID
3746,1073,1,2025-10-21,1247.33,873.13,,PENDING
3747,1074,1,2025-09-19,2312.41,1618.69,693.72,paid
3748,1074,2,2025-10-19,2312.41,1618.69,693.72,PART_PAID
3749,1074,3,2025-11-18,2312.41,1618.69,693.72,OVERDUE
3750,1074,4,2025-12-18,,1618.69,693.72,Overdue
3751,1074,5,2026-01-17,2312.41,1618.69,693.72,paid
3752,1074,6,2026-02-16,2312.41,1618.69,693.72,PENDING
3753,1075,1,2026-07-17,3929.91,2750.94,1178.97,PART_PAID
3754,1075,2,2026-08-16,3929.91,2750.94,1178.97,Overdue
3755,1076,1,2026-02-23,3640.88,2548.62,1092.26,PENDING
3756,1077,1,2025-03-23,985.87,690.11,295.76,paid
3757,1077,2,2025-04-22,985.87,690.11,295.76,PART_PAID
3758,1077,3,2025-05-22,985.87,690.11,295.76,PENDING
3759,1077,4,21 Jun 2025,985.87,690.11,295.76,paid
3760,1078,1,2025-12-06,2951.05,2065.74,885.32,PAID
3761,1078,2,2026-01-05,2951.05,,885.32,PENDING
3762,1078,3,2026-02-04,2951.05,2065.74,885.32,PENDING
3763,1078,4,2026-03-06,2951.05,2065.74,885.32,PENDING
3764,1078,5,2026-04-05,2951.05,2065.74,885.32,PART_PAID
3765,1078,6,2026-05-05,2951.05,2065.74,885.32,PENDING
3766,1079,1,2026-07-10,2650.56,1855.39,795.17,PAID
3767,1079,2,2026-08-09,2650.56,1855.39,795.17,OVERDUE
3768,1079,3,2026-09-08,2650.56,1855.39,795.17,PART_PAID
3769,1079,4,2026-10-08,2650.56,1855.39,795.17,OVERDUE
3770,1079,5,2026-11-07,2650.56,1855.39,795.17,PENDING
3771,1080,1,2025-10-07,3143.41,2200.39,943.02,PAID
3772,1080,2,2025-11-06,3143.41,2200.39,943.02,PAID
3773,1080,3,06 Dec 2025,3143.41,2200.39,943.02,PENDING
3774,1080,4,01-05-2026,3143.41,2200.39,943.02,paid
3775,1081,1,2026-03-13,909.43,,272.83,OVERDUE
3776,1081,2,12 Apr 2026,909.43,636.6,272.83,Overdue
3777,1081,3,2026-05-12,909.43,636.6,272.83,PART_PAID
3778,1081,4,2026-06-11,909.43,636.6,272.83,OVERDUE
3779,1081,5,2026-07-11,909.43,,272.83,OVERDUE
3780,1081,6,2026-08-10,909.43,636.6,272.83,OVERDUE
3781,1082,1,2025-03-07,3666.82,2566.77,1100.05,Overdue
3782,1082,2,2025-04-06,3666.82,,1100.05,PART_PAID
3783,1083,1,14/03/2026,1439.81,1007.87,431.94,PENDING
3784,1083,2,2026-04-13,1439.81,1007.87,431.94,OVERDUE
3785,1083,3,2026-05-13,1439.81,1007.87,431.94,PENDING
3786,1084,1,09/06/2025,3805.37,,1141.61,PAID
3787,1084,2,2025-07-09,3805.37,2663.76,1141.61,PAID
3788,1085,1,20260519,1549.47,1084.63,464.84,
3789,1085,2,20260618,1549.47,1084.63,464.84,
3790,1085,3,2026-07-18,1549.47,1084.63,464.84,paid
3791,1085,4,2026-08-17,1549.47,1084.63,464.84,PART_PAID
3792,1086,1,2026-07-18,2576.18,1803.33,772.85,paid
3793,1087,1,2025-10-16,898.23,628.76,269.47,Overdue
3794,1087,2,11-15-2025,898.23,628.76,269.47,PENDING
3795,1087,3,2025-12-15,898.23,628.76,269.47,PART_PAID
3796,1087,4,2026-01-14,-898.23,628.76,269.47,PART_PAID
3797,1087,5,2026-02-13,898.23,628.76,269.47,paid
3798,1087,6,2026-03-15,898.23,628.76,269.47,paid
3799,1088,1,2025-07-17,1271.17,889.82,381.35,paid
3800,1089,1,2025-08-21,1469.19,1028.43,,OVERDUE
3801,1089,2,2025-09-20,1469.19,1028.43,440.76,OVERDUE
3802,1089,3,2025-10-20,1469.19,1028.43,440.76,PAID
3803,1089,4,2025-11-19,1469.19,1028.43,440.76,PENDING
3804,1090,1,2025-10-26,3264.27,,979.28,OVERDUE
3805,1090,2,2025-11-25,3264.27,2284.99,979.28,PART_PAID
3806,1090,3,2025-12-25,3264.27,2284.99,,paid
3807,1090,4,2026-01-24,3264.27,2284.99,979.28,PART_PAID
3808,1091,1,2026-05-10,3634.91,2544.44,1090.47,OVERDUE
3809,1092,1,2025-04-29,2779.65,1945.75,833.89,PENDING
3810,1093,1,2026-02-28,-2611.39,1827.97,783.42,paid
3811,1093,2,2026-03-30,2611.39,1827.97,783.42,PART_PAID
3812,1093,3,2026-04-29,2611.39,1827.97,783.42,paid
3813,1093,4,2026-05-29,2611.39,1827.97,,paid
3814,1093,5,2026-06-28,2611.39,1827.97,783.42,PAID
3815,1093,6,2026-07-28,2611.39,1827.97,783.42,PENDING
3816,1094,1,29/04/2025,1648.47,1153.93,494.54,OVERDUE
3817,1094,2,2025-05-29,1648.47,1153.93,494.54,paid
3818,1094,3,2025-06-28,1648.47,1153.93,494.54,PAID
3819,1095,1,2025-04-16,3618.66,2533.06,1085.6,PAID
3820,1096,1,2026-05-29,3683.66,2578.56,1105.1,OVERDUE
3821,1096,2,2026-06-28,3683.66,2578.56,,PART_PAID
3822,1096,3,2026-07-28,3683.66,2578.56,1105.1,paid
3823,1097,1,2025-09-07,1005.48,703.84,301.64,OVERDUE
3824,1097,2,2025-10-07,,703.84,301.64,PAID
3825,1097,3,2025-11-06,-1005.48,703.84,301.64,OVERDUE
3826,1097,4,12-06-2025,1005.48,703.84,301.64,PART_PAID
3827,1098,1,19/11/2025,1834.65,1284.25,550.39,paid
3828,1098,2,2025-12-19,1834.65,1284.25,550.39,PAID
3829,1098,3,2026-01-18,1834.65,1284.25,550.39,Overdue
3830,1098,4,2026-02-17,1834.65,1284.25,550.39,Overdue
3831,1098,5,2026-03-19,1834.65,1284.25,550.39,paid
3832,1099,1,24/04/2025,2666.78,1866.75,800.03,Overdue
3833,1099,2,2025-05-24,2666.78,1866.75,800.03,Overdue
3834,1099,3,2025-06-23,2666.78,1866.75,800.03,OVERDUE
3835,1099,4,2025-07-23,2666.78,1866.75,800.03,Overdue
3836,1099,5,2025-08-22,2666.78,1866.75,800.03,OVERDUE
3837,1100,1,2026-02-18,3379.43,2365.6,1013.83,PAID
3838,1100,2,2026-03-20,3379.43,2365.6,1013.83,paid
3839,1100,3,2026-04-19,3379.43,2365.6,1013.83,paid
3840,1100,4,2026-05-19,3379.43,2365.6,1013.83,Overdue
3841,1100,5,18/06/2026,3379.43,2365.6,1013.83,paid
3842,1100,6,2026-07-18,3379.43,2365.6,1013.83,OVERDUE
3843,1101,1,2026-01-20,2881.13,2016.79,864.34,PAID
3844,1101,2,19 Feb 2026,2881.13,2016.79,864.34,PART_PAID
3845,1101,3,2026-03-21,2881.13,2016.79,864.34,Overdue
3846,1102,1,2025-11-30,1359.7,951.79,407.91,PART_PAID
3847,1102,2,2025-12-30,1359.7,951.79,407.91,PAID
3848,1102,3,2026-01-29,1359.7,951.79,407.91,OVERDUE
3849,1102,4,2026-02-28,1359.7,951.79,407.91,OVERDUE
3850,1103,1,2025-10-16,2142.01,1499.41,642.6,paid
3851,1104,1,2025-07-26,2604.72,,781.42,paid
3852,1104,2,2025-08-25,-2604.72,1823.3,781.42,Overdue
