assessment_id,application_id,net_income_zar,monthly_expenses_zar,existing_debt_zar,affordability_amount_zar,assessment_result,assessed_at,dsr_ratio
1312,704,52179.16,33734.9,5317.65,13126.61,FAIL,2025-10-09 14:04:43,
1313,3152,73846.5,37452.21,16006.55,20387.74,Fail,2025-11-06 14:25:08,0.2168
1314,3084,41928.44,34588.06,805.67,6534.71,FAIL,2026-05-16 19:53:50,0.0192
1315,2538,65421.7,51627.7,17784.8,-3990.8,PASS,2026-05-01 18:08:58,0.2718
1316,1666,62080.01,35529.03,26917.21,-366.23,,2025-05-22 16:53:12,0.4336
1317,3040,31815.45,27244.46,9918.68,-5347.69,PASS,2026-05-16 12:30:09,0.3118
1318,2218,17321.57,14642.27,6772.26,-4092.96,FAIL,2026-01-31 10:22:05,0.391
1319,3093,10189.49,4326.66,1753.76,4109.07,PASS,2025-08-24 22:17:15,
1320,1596,43006.85,,18931.71,,REFER,2025-10-06 18:37:56,
1321,2316,,28883.45,1314.24,-25971.63,pass,2026-02-12 14:16:20,0.0234
1322,669,77381.99,50362.41,5105.59,21913.99,pass,2025-06-21 16:01:50,0.066
1323,111,42283.52,33907.13,11634.77,-3258.38,REFER,2025-12-12 14:55:49,0.2752
1324,1690,36520.27,33791.45,9642.11,-6913.29,,2025-09-16 10:06:38,0.264
1325,334,57349.13,29163.25,13974.81,14211.07,pass,2025-12-13 19:30:50,0.2437
1326,1530,47279.59,41897.5,23214.99,-17832.9,pass,2026-01-23 22:29:13,0.491
1327,2202,40400.03,36448.79,7382.69,-3431.45,PASS,2025-07-03 16:50:28,0.1827
1328,1529,49448.29,31123.88,14035.33,4289.08,REFER,2025-10-06 14:16:04,0.2838
1329,2137,83198.71,36319.78,,15187.47,FAIL,2025-03-05 08:15:04,0.3809
1330,2008,12687.65,6375.27,611.38,5701.0,REFER,2025-01-15 08:57:28,0.0482
1331,3050,66661.79,30996.29,25245.93,-10419.57,Fail,2025-12-14 12:39:26,
1332,1962,,58568.21,33147.09,-13574.15,pass,2025-09-26 15:37:22,0.4242
1333,1919,87218.51,73745.61,,-27819.31,PASS,2025-09-20 20:30:41,0.4734
1334,1903,22120.2,17107.71,10432.02,-5419.53,,2025-12-30 16:40:55,0.4716
1335,2048,83155.57,,24047.81,15015.31,REFER,2025-08-02 10:14:05,
1336,2011,-84766.64,49550.26,,13580.32,pass,2026-01-17 15:24:09,0.2552
1337,2166,87798.89,65206.34,38892.99,-16300.44,,2025-08-12 20:53:45,0.443
1338,2518,77494.8,69393.16,24556.4,-16454.76,PASS,2026-01-29 12:28:05,0.3169
1339,235,,15769.83,4975.8,5952.04,,2025-12-29 19:32:42,0.1864
1340,2737,35440.78,17920.04,1853.96,15666.78,REFER,2025-01-30 12:26:04,0.0523
1341,647,78258.24,46766.67,18667.45,12824.12,REFER,2026-04-28 10:35:35,0.2385
1342,1815,12175.39,6036.34,3847.77,2291.28,Fail,2026-02-07 09:06:04,0.316
1343,4,64987.08,51555.31,11352.67,2079.1,PASS,2026-01-15 16:30:15,0.1747
1344,1078,15797.14,10150.7,,-1376.62,REFER,2025-11-14 07:11:24,0.4446
1345,2942,88779.4,82811.66,28552.44,-22584.7,PASS,2025-08-14 19:17:06,
1346,22,34651.71,32235.34,2739.97,-323.6,FAIL,2025-01-21 16:25:01,0.0791
1347,1475,12225.26,5471.24,3020.21,3733.81,Fail,2026-06-15 15:05:11,
1348,2760,86272.2,,27186.79,-9227.32,FAIL,2025-01-14 09:39:14,0.3151
1349,3051,20046.18,11051.76,9589.02,-594.6,FAIL,2025-04-02 16:07:38,0.4783
1350,515,40598.94,34443.66,1648.08,4507.2,pass,2025-03-13 15:34:27,0.0406
1351,738,20044.33,8473.0,9921.16,1650.17,pass,2026-04-11 17:54:21,0.495
1352,416,19399.86,13271.39,5850.86,277.61,PASS,2025-04-23 17:46:49,0.3016
1353,3134,86331.4,47374.65,40876.67,-1919.92,REFER,2025-01-17 21:44:54,0.4735
1354,287,20163.53,11868.17,,7806.33,PASS,2025-12-18 15:54:27,0.0243
1355,1370,86692.96,36640.51,27177.3,22875.15,PASS,2025-04-28 07:58:25,0.3135
1356,25,25493.54,,7308.78,5312.25,PASS,2025-06-27 15:57:38,0.2867
1357,934,39858.96,31707.82,16177.71,-8026.57,REFER,2025-08-05 18:01:04,0.4059
1358,416,86911.45,,17183.18,33749.04,FAIL,2025-02-27 07:58:58,0.1977
1359,101,35903.88,23227.73,17155.63,-4479.48,pass,2026-01-25 13:26:48,0.4778
1360,3008,27947.42,20886.39,10073.25,-3012.22,pass,2026-06-02 14:36:19,
1361,1578,78613.71,45918.48,1691.46,31003.77,pass,2025-02-18 09:37:24,
1362,616,6450.82,3032.5,1406.27,2012.05,FAIL,2026-01-27 20:28:35,0.218
1363,1298,62644.62,42172.38,8503.38,11968.86,PASS,2026-03-04 11:17:57,0.1357
1364,1151,46002.83,36912.31,718.98,8371.54,REFER,2025-06-09 15:24:41,0.0156
1365,1474,36903.38,30388.34,17528.51,-11013.47,PASS,2025-02-19 08:55:01,0.475
1366,2306,56955.02,37481.45,26417.95,-6944.38,PASS,2026-02-08 17:08:56,0.4638
1367,2337,53914.89,32218.58,1010.82,20685.49,PASS,2025-12-14 13:43:28,0.0187
1368,1696,15320.95,6491.39,1097.99,,pass,2025-08-10 18:27:10,0.0717
1369,2767,56462.38,47159.74,23061.3,-13758.66,PASS,2025-05-24 08:41:11,0.4084
1370,1351,80750.86,52083.71,20231.89,8435.26,REFER,2025-11-11 18:02:11,
1371,2380,55928.76,23981.25,10593.48,21354.03,PASS,2026-05-22 07:32:37,0.1894
1372,903,27974.37,13764.58,8664.45,5545.34,PASS,2025-12-18 18:24:38,0.3097
1373,1117,-76495.64,44903.23,17219.19,14373.22,FAIL,2026-03-07 11:00:09,0.2251
1374,1367,7351.02,6834.77,2714.75,-2198.5,REFER,2025-09-17 11:12:19,0.3693
1375,2673,54135.96,48280.73,,-3633.22,pass,2026-01-25 12:39:50,0.1753
1376,1190,-42739.07,39926.67,,-16785.52,REFER,2026-06-06 19:58:25,0.4585
1377,1455,20420.58,14989.15,1416.62,4014.81,FAIL,2026-04-07 19:40:11,0.0694
1378,1305,83520.98,49831.87,4933.36,28755.75,REFER,2025-11-01 13:34:49,0.0591
1379,2344,72171.67,30769.28,20501.03,20901.36,Fail,2026-03-02 07:21:22,
1380,1182,56218.22,25461.32,26711.06,4045.84,,2025-12-20 22:03:28,
1381,2690,51619.55,35027.16,25229.31,-8636.92,Fail,2025-06-10 08:17:02,0.4888
1382,3011,59272.59,51971.73,14605.37,-7304.51,FAIL,2026-03-09 16:01:22,0.2464
1383,1029,23703.83,11090.28,10074.07,2539.48,PASS,2025-12-18 15:09:55,
1384,2576,44764.58,39065.9,9062.07,-3363.39,PASS,2025-01-03 18:18:17,0.2024
1385,970,67335.46,48066.2,3652.9,15616.36,REFER,2025-05-09 19:33:56,0.0542
1386,3137,,62098.93,5881.06,-2146.72,Fail,2026-03-26 11:45:16,0.0893
1387,866,76482.61,48444.05,24817.28,3221.28,FAIL,2025-06-03 10:37:13,0.3245
1388,2230,69095.28,49655.15,31384.24,-11944.11,Fail,2025-09-05 18:04:54,0.4542
1389,1168,46052.09,39472.99,10554.32,-3975.22,Fail,2025-06-22 21:38:52,0.2292
1390,1500,74310.51,44647.17,34889.96,-5226.62,REFER,2026-06-13 18:55:39,0.4695
1391,897,84774.01,49324.63,21049.77,,pass,2025-01-21 07:37:19,0.2483
1392,351,45893.83,31749.0,1583.53,12561.3,Fail,2026-06-08 19:17:31,0.0345
1393,275,6105.82,2711.38,1595.26,,REFER,2026-05-25 19:49:21,0.2613
1394,2231,83140.79,74961.17,40191.73,-32012.11,FAIL,2025-08-26 09:59:39,0.4834
1395,3035,46385.94,37813.6,6570.59,2001.75,,2025-04-03 12:05:17,0.1417
1396,2878,,64428.97,22935.91,-6330.26,PASS,2025-05-06 18:59:10,0.283
1397,678,63371.06,29468.17,16557.88,,Fail,2025-07-20 17:37:29,0.2613
1398,2765,79247.78,68969.37,14956.76,,pass,2026-03-16 15:36:09,0.1887
1399,1058,26431.63,20842.98,8959.07,-3370.42,pass,2025-01-11 19:45:40,0.339
1400,201,30006.29,26084.06,11371.24,-7449.01,Fail,2025-04-17 19:34:24,0.379
1401,1861,19179.97,13367.98,5136.54,675.45,,2026-06-12 18:53:40,0.2678
1402,3190,22211.04,20826.64,8260.59,-6876.19,pass,2026-04-27 10:29:03,0.3719
1403,57,30615.6,15404.72,6184.79,9026.09,PASS,2026-05-21 10:31:23,0.202
1404,1048,33976.46,16692.48,10279.89,7004.09,REFER,2025-03-11 09:21:10,0.3026
1405,361,88772.0,58560.96,34007.4,-3796.36,FAIL,2025-02-08 13:04:05,
1406,802,55949.95,40584.37,5318.04,10047.54,REFER,2026-03-24 18:24:50,0.095
1407,589,33538.1,29383.21,582.32,3572.57,FAIL,2026-04-05 07:52:52,
1408,1449,,16982.32,5735.82,6211.51,REFER,2025-01-01 14:48:51,0.1983
1409,2614,7435.89,4959.49,1435.05,1041.35,PASS,2025-03-17 21:12:36,0.193
1410,1458,22540.07,11203.28,9672.8,1663.99,Fail,2025-05-07 22:10:04,0.4291
1411,2344,48043.18,27134.3,5352.5,15556.38,pass,2025-10-25 18:31:13,0.1114
1412,755,,78380.24,8056.66,2369.29,FAIL,2026-02-13 17:07:31,0.0907
1413,2003,86325.31,55849.95,27594.87,2880.49,REFER,2025-09-21 18:07:28,0.3197
1414,746,44703.84,22990.17,726.07,20987.6,PASS,2025-06-17 09:35:09,0.0162
1415,502,,39160.43,2057.22,36737.7,pass,2026-04-18 22:44:54,
1416,2121,11859.64,6689.92,1150.65,4019.07,Fail,2026-01-31 12:53:43,
1417,2348,86225.0,45517.04,39368.48,1339.48,pass,2026-04-01 12:47:08,0.4566
1418,2183,81466.32,,31596.36,-2737.98,pass,2026-05-06 11:30:26,0.3878
1419,1743,31680.69,13506.7,,14212.71,FAIL,2026-05-29 10:31:25,
1420,1677,,15610.78,4816.98,5655.65,pass,2025-12-01 19:43:21,0.1847
1421,532,8373.59,4693.51,2517.93,1162.15,pass,2026-06-02 18:38:27,0.3007
1422,2849,28181.85,17308.46,9633.24,1240.15,FAIL,2025-01-25 17:09:00,0.3418
1423,414,83302.46,42077.69,14744.91,,Fail,2026-03-08 09:58:32,0.177
1424,2194,61395.93,44780.97,22145.81,-5530.85,Fail,2026-05-13 09:43:36,0.3607
1425,1603,42300.41,25132.58,21075.96,,pass,2026-02-13 09:20:51,0.4982
1426,2994,76916.53,,122.56,41062.56,REFER,2025-08-05 20:22:17,0.0016
1427,2448,74598.95,48577.89,33540.39,-7519.33,Fail,2026-06-14 19:20:35,0.4496
1428,2983,23993.81,9985.25,7187.11,6821.45,PASS,2025-09-09 13:47:50,0.2995
1429,1164,27318.65,17586.81,2567.46,7164.38,FAIL,2026-01-20 10:13:15,0.094
1430,580,6131.47,3921.61,1792.58,417.28,FAIL,2025-12-04 17:21:26,
1431,1294,40379.32,26457.53,,12553.64,FAIL,2026-03-22 15:50:31,0.0339
1432,1424,45847.2,38616.75,9638.84,,pass,2025-01-02 12:58:21,0.2102
1433,2220,55237.82,47057.7,25092.75,-16912.63,Fail,2026-02-25 21:57:51,0.4543
1434,2833,44131.17,34790.69,1840.47,,REFER,2025-05-18 11:20:31,0.0417
1435,2602,18093.42,8895.4,2325.44,6872.58,PASS,2025-02-11 22:28:25,0.1285
1436,1546,24324.99,15059.79,1166.37,8098.83,REFER,2025-07-19 14:40:59,0.0479
1437,1886,37637.32,26515.59,4940.94,6180.79,PASS,2026-02-20 10:08:10,0.1313
1438,316,85570.1,59085.45,42129.18,-15644.53,FAIL,2025-12-23 08:20:40,0.4923
1439,2166,47457.54,36688.02,10778.97,-9.45,pass,2026-06-12 14:47:54,0.2271
1440,1295,24327.43,15713.39,11195.03,-2580.99,PASS,2025-01-25 07:01:54,0.4602
1441,1309,67724.69,,19934.52,-2381.5,FAIL,2025-04-21 10:10:48,0.2943
1442,1936,15519.28,9109.28,801.83,5608.17,PASS,2025-06-30 15:06:48,0.0517
1443,1793,29389.99,19765.39,8199.27,1425.33,Fail,2025-10-13 19:26:38,0.279
1444,2037,11377.89,6210.62,5418.89,-251.62,REFER,2025-04-29 11:45:35,0.4763
1445,2615,6010.14,5160.27,928.13,-78.26,Fail,2025-07-24 18:06:35,0.1544
1446,53,71944.06,,28339.35,-7070.45,FAIL,2025-04-05 19:12:36,0.3939
1447,571,38376.62,21982.66,2847.17,13546.79,pass,2026-03-08 21:11:34,0.0742
1448,2592,26064.93,18199.6,7380.91,,pass,2025-01-13 10:06:20,0.2832
1449,976,48052.66,,23232.96,-14971.66,pass,2026-04-01 12:49:27,0.4835
1450,2572,87974.06,74367.64,3842.98,9763.44,REFER,2025-11-03 22:46:55,
1451,1244,35835.86,20614.81,17038.79,-1817.74,REFER,2025-06-10 07:58:49,0.4755
1452,13,64962.14,27949.66,24770.73,12241.75,REFER,2025-05-02 21:58:21,0.3813
1453,1586,65186.93,39992.64,7469.42,17724.87,REFER,2025-01-03 20:46:04,0.1146
1454,1628,20806.25,17735.53,9585.24,-6514.52,REFER,2025-03-18 07:36:28,0.4607
1455,1225,35483.13,30422.04,4984.14,76.95,FAIL,2025-05-29 17:38:07,0.1405
1456,3104,33030.6,29052.07,4701.76,-723.23,FAIL,2025-11-02 11:56:27,0.1423
1457,298,72546.11,31673.19,23095.03,17777.89,Fail,2025-08-18 07:01:45,0.3183
1458,2327,19599.64,16493.25,746.24,2360.15,REFER,2026-01-22 13:47:51,
1459,628,30311.6,15846.88,1620.3,12844.42,PASS,2026-01-20 16:39:58,0.0535
1460,216,29344.15,12312.27,9666.85,7365.03,Fail,2025-03-30 13:27:13,0.3294
1461,2278,,36597.65,6488.14,35583.59,REFER,2026-05-16 16:10:18,0.0825
1462,2445,9177.78,7974.16,4005.17,-2801.55,PASS,2025-02-04 09:38:34,0.4364
1463,1664,40180.07,38071.07,14197.94,-12088.94,FAIL,2025-11-19 09:47:21,0.3534
1464,1115,88305.93,83086.89,43705.97,-38486.93,PASS,2025-03-26 16:23:41,0.4949
1465,1159,79226.86,71840.47,38017.97,-30631.58,pass,2025-01-23 07:58:39,0.4799
1466,2322,72759.7,33703.2,,10686.38,REFER,2026-02-26 18:26:56,0.3899
1467,2805,50948.33,48095.64,10868.24,-8015.55,FAIL,2025-05-25 17:21:14,
1468,1,,63247.57,38823.39,-15011.15,FAIL,2025-02-10 20:43:40,0.4459
1469,1307,55764.74,24591.35,26649.13,4524.26,REFER,2025-06-18 18:21:33,0.4779
1470,748,55518.0,49714.67,13066.05,-7262.72,Fail,2025-06-30 08:26:05,0.2353
1471,114,51589.89,27040.75,3614.65,20934.49,FAIL,2025-06-25 11:12:23,0.0701
1472,2305,55485.51,,6989.79,2576.51,FAIL,2026-04-17 18:37:58,0.126
1473,2004,34289.5,21810.71,5244.91,7233.88,pass,2025-09-05 08:04:39,0.153
1474,3108,59719.1,47561.06,22362.15,-10204.11,PASS,2025-04-05 20:07:37,0.3745
1475,74,44917.36,28580.02,13099.46,3237.88,FAIL,2025-03-29 18:54:35,0.2916
1476,341,73619.01,,5642.78,12876.23,REFER,2025-03-13 08:20:29,0.0766
1477,2262,61359.53,41372.6,,-2734.95,FAIL,2025-09-17 10:11:19,0.3703
1478,242,79335.11,36185.13,27178.85,15971.13,FAIL,2025-06-30 10:23:32,0.3426
1479,1655,7828.34,3572.37,831.78,3424.19,PASS,2025-02-03 18:01:42,0.1063
1480,2121,27464.5,17569.12,11205.79,-1310.41,pass,2026-03-09 22:01:53,0.408
1481,1677,41618.04,18893.97,,,Fail,2026-05-12 14:02:03,0.4639
1482,1221,19855.9,9380.2,8074.39,2401.31,REFER,2025-11-06 20:25:13,0.4066
1483,3170,84988.51,34902.34,7495.37,42590.8,FAIL,2025-03-22 09:35:43,0.0882
1484,2818,84916.4,66682.41,2205.31,16028.68,REFER,2025-08-05 14:01:33,0.026
1485,2152,86877.55,60492.46,24650.68,1734.41,Fail,2025-10-29 15:27:01,0.2837
1486,1098,-79185.37,71140.51,21060.15,-13015.29,REFER,2025-10-21 19:46:17,0.266
1487,3152,5875.94,4123.53,1687.22,65.19,REFER,2026-04-14 17:23:37,0.2871
1488,1470,16020.85,8488.62,6840.79,691.44,PASS,2025-11-13 21:09:36,0.427
1489,1666,64805.1,45715.4,18757.0,332.7,pass,2026-02-05 10:42:44,0.2894
1490,2441,32961.44,19033.21,9691.1,4237.13,PASS,2025-10-25 13:41:41,0.294
1491,861,10524.95,4426.63,2783.79,3314.53,pass,2025-05-11 08:53:20,0.2645
1492,1006,83155.92,34260.47,3749.97,,PASS,2025-09-01 14:17:13,0.0451
1493,927,7683.84,3783.46,3453.52,446.86,FAIL,2025-11-11 21:19:39,
1494,2571,59641.38,39695.66,24473.99,-4528.27,Fail,2025-05-16 18:18:49,0.4104
1495,1014,78736.54,71313.67,4621.19,2801.68,PASS,2026-02-18 10:27:24,0.0587
1496,2942,20648.23,10562.98,8000.35,2084.9,REFER,2025-07-20 19:40:04,0.3875
1497,1971,46960.92,27442.5,23253.24,-3734.82,PASS,2025-11-27 14:54:14,0.4952
1498,2748,26496.36,,4057.76,-2630.78,REFER,2026-03-05 13:11:09,0.1531
1499,427,33231.6,16786.03,479.82,15965.75,REFER,2025-02-23 09:43:04,0.0144
1500,537,72987.24,36366.56,34345.7,2274.98,pass,2025-06-25 18:10:40,0.4706
1501,498,59794.64,37577.82,9332.22,12884.6,Fail,2025-05-31 18:02:24,0.1561
1502,1763,38987.65,24000.92,,87.79,FAIL,2025-06-07 20:58:18,0.3821
1503,1966,21594.26,11212.75,4110.96,-6270.55,pass,2026-06-10 15:10:21,0.1904
1504,1480,61765.35,,,6984.17,Fail,2026-02-23 14:12:12,0.3084
1505,2863,9898.82,4402.07,1213.07,4283.68,REFER,2025-09-16 07:12:07,0.1225
1506,259,8483.94,6284.38,612.62,1586.94,PASS,2026-01-10 18:38:01,0.0722
1507,1366,36543.76,16437.59,14300.3,5805.87,REFER,2026-04-21 17:56:38,0.3913
1508,1436,39507.62,23477.52,18438.75,-2408.65,Fail,2025-12-08 20:14:10,0.4667
1509,719,27869.92,20082.88,13139.42,-5352.38,,2026-05-10 21:52:55,0.4715
1510,2095,87044.32,61146.52,14044.3,11853.5,FAIL,2026-01-23 08:46:26,0.1613
1511,2629,15920.78,15008.89,3172.91,-2261.02,FAIL,2026-01-13 13:59:46,0.1993
1512,2618,21567.82,13827.36,7065.64,674.82,Fail,2025-11-05 15:43:26,0.3276
1513,1837,41887.65,39191.86,5120.46,-2424.67,pass,2025-08-13 08:37:51,0.1222
1514,937,78272.22,,25146.14,-8618.91,pass,2025-10-16 07:28:25,0.3213
1515,1969,15245.32,6168.57,2182.09,6894.66,pass,2026-05-11 11:22:39,0.1431
1516,3149,14531.01,10347.26,6742.35,-2558.6,PASS,2025-02-16 16:19:10,0.464
1517,1310,72620.97,54981.25,8177.01,9462.71,Fail,2026-01-21 22:50:15,0.1126
1518,962,79314.75,38495.3,230.49,40588.96,Fail,2026-05-05 11:30:11,0.0029
1519,1808,61522.36,44291.18,30593.43,-13362.25,Fail,2026-01-10 16:21:50,0.4973
1520,2979,24986.38,17375.14,2244.96,5366.28,PASS,2025-09-03 09:15:04,0.0898
1521,1861,80047.64,,,27747.15,pass,2025-08-12 14:08:36,0.1639
1522,1149,76929.38,62315.24,10401.24,4212.9,Fail,2026-02-20 22:05:20,0.1352
1523,1899,61846.87,40545.62,4834.26,,pass,2025-12-11 21:14:19,0.0782
1524,2467,68053.27,61230.04,26174.97,-19351.74,Fail,2026-06-09 09:38:46,0.3846
1525,3198,42756.94,28691.19,7897.66,6168.09,PASS,2025-12-28 17:46:13,0.1847
1526,783,70609.05,62111.78,17520.81,-9023.54,REFER,2025-11-30 20:51:08,0.2481
1527,2086,,44411.82,36718.46,8005.07,FAIL,2025-06-30 21:39:37,0.4119
1528,1677,34175.09,29901.36,14963.72,-10689.99,Fail,2026-02-15 13:19:33,0.4379
1529,489,17858.78,11204.33,8469.76,-1815.31,REFER,2025-11-26 11:01:39,0.4743
1530,221,47428.4,33468.46,8691.46,5268.48,REFER,2025-05-31 15:11:16,0.1833
1531,2283,15886.95,13826.61,5686.21,-3625.87,pass,2026-05-27 16:34:04,
1532,1475,40045.02,33732.84,4426.74,1885.44,PASS,2025-12-17 08:24:59,0.1105
1533,2743,-21207.83,16862.13,93.23,4252.47,pass,2025-09-17 19:41:14,0.0044
1534,94,28276.34,20013.88,12080.76,-3818.3,FAIL,2025-04-14 11:01:42,0.4272
1535,306,44815.69,,,14298.49,pass,2026-02-17 12:44:04,
1536,2137,6494.63,5481.85,,379.44,PASS,2025-12-09 19:29:27,0.0975
1537,1616,83823.15,72136.8,5005.83,6680.52,FAIL,2025-01-09 09:30:48,0.0597
1538,1094,13218.31,6826.31,1975.01,4416.99,pass,2026-05-24 15:14:46,0.1494
1539,3145,39495.09,27996.67,,8063.9,REFER,2025-10-05 17:49:58,0.087
1540,3026,54357.95,43603.91,7988.51,2765.53,pass,2025-06-01 09:27:38,0.147
1541,2253,47819.5,37241.06,19700.86,,PASS,2025-10-06 08:30:13,
1542,2983,12791.04,10278.6,5914.29,-3401.85,PASS,2025-02-08 13:12:27,0.4624
1543,2605,56904.75,45026.2,7967.2,3911.35,FAIL,2026-04-23 17:59:23,
1544,3131,61047.9,30035.93,26034.15,4977.82,FAIL,2025-10-13 22:48:46,0.4265
1545,2545,67427.09,59691.78,24962.02,-17226.71,Fail,2025-08-12 18:03:21,0.3702
1546,3075,64732.96,58295.84,4223.34,2213.78,PASS,2025-02-01 13:26:22,0.0652
1547,2978,80203.02,61688.18,740.55,17774.29,REFER,2025-06-19 16:15:05,0.0092
1548,152,10859.35,9228.12,4328.4,-2697.17,FAIL,2025-08-23 15:30:07,0.3986
1549,752,80416.56,73343.25,29240.08,-22166.77,FAIL,2025-12-27 10:06:01,0.3636
1550,1178,25606.04,,4689.43,-59.99,FAIL,2025-12-15 13:18:47,0.1831
1551,714,17940.17,9732.74,3709.48,4497.95,REFER,2025-11-06 19:04:52,0.2068
1552,3189,8018.37,5685.87,3219.33,-886.83,Fail,2025-03-12 16:13:04,
1553,2427,17803.26,12712.06,7898.09,-2806.89,pass,2025-04-09 08:17:25,0.4436
1554,2382,10181.37,5202.79,390.03,4588.55,FAIL,2026-01-31 15:48:03,0.0383
1555,1863,70736.93,46416.79,34920.27,-10600.13,Fail,2025-07-31 11:35:26,0.4937
1556,426,80452.22,36577.73,18759.94,25114.55,REFER,2026-04-21 10:16:21,0.2332
1557,887,41177.87,19060.5,287.26,21830.11,PASS,2025-02-19 09:43:39,0.007
1558,2044,17685.42,10439.93,3883.39,3362.1,pass,2026-03-28 17:56:29,0.2196
1559,68,66959.25,39535.73,30408.18,-2984.66,REFER,2025-04-08 15:24:54,0.4541
1560,2936,36754.12,22449.26,12133.43,2171.43,REFER,2025-07-29 21:48:24,0.3301
1561,1131,14144.76,9279.61,,-1533.17,pass,2026-04-20 12:46:31,0.4523
1562,2859,65508.13,27226.26,13412.23,,REFER,2025-03-13 10:16:37,0.2047
1563,1345,9109.09,6635.07,1555.81,918.21,Fail,2025-08-31 07:05:47,
1564,1585,31154.34,,15330.8,-8502.9,pass,2025-04-29 21:31:11,0.4921
1565,2746,64972.05,35872.53,,12418.18,pass,2026-04-02 09:04:50,0.2567
1566,2892,66930.19,59414.4,32929.82,-25414.03,PASS,2025-06-03 16:54:08,0.492
1567,2192,75134.28,34889.94,25457.34,14787.0,PASS,2025-11-16 22:51:02,
1568,2711,89917.77,52055.83,17649.78,20212.16,FAIL,2025-03-11 22:05:11,0.1963
1569,2747,22661.22,19561.9,10233.05,-7133.73,PASS,2026-04-26 08:39:55,0.4516
1570,2649,76513.59,35216.81,2910.01,38386.77,PASS,2025-01-07 07:12:29,0.038
1571,881,27959.01,21450.9,1652.77,4855.34,Fail,2025-07-17 10:24:05,0.0591
1572,1414,47642.9,27713.58,15474.13,4455.19,pass,2026-05-30 09:10:22,0.3248
1573,1462,17871.87,16837.06,4112.41,-3077.6,REFER,2025-02-06 17:14:22,0.2301
1574,3096,50160.96,40236.63,10065.56,-141.23,PASS,2026-03-17 15:42:41,0.2007
1575,1279,66576.72,37420.91,3469.39,,PASS,2026-01-18 18:54:29,0.0521
1576,1130,,29397.68,27818.53,1199.65,Fail,2025-12-11 20:31:18,
1577,2993,66284.89,27717.54,30131.37,8435.98,FAIL,2026-03-30 17:15:41,0.4546
1578,2476,33795.91,30913.14,7855.55,,pass,2025-09-25 09:46:50,0.2324
1579,1583,63202.65,41487.6,25052.82,-3337.77,pass,2025-07-15 08:30:46,0.3964
1580,2832,67428.14,59335.37,33188.81,-25096.04,FAIL,2025-07-18 08:49:56,0.4922
1581,3057,33294.28,,9935.14,8664.88,REFER,2025-08-08 14:49:29,0.2984
1582,451,32302.93,20346.78,10764.94,1191.21,REFER,2025-10-03 18:02:59,0.3332
1583,1650,21920.46,20374.75,1363.25,182.46,REFER,2026-05-29 14:35:28,0.0622
1584,504,15050.36,12320.07,3570.44,-840.15,Fail,2025-01-31 10:56:33,0.2372
1585,1734,16765.07,,2189.37,4381.23,FAIL,2026-04-28 08:22:16,0.1306
1586,2994,45225.72,33091.98,9109.56,3024.18,pass,2026-02-03 21:43:06,0.2014
1587,573,82862.29,68750.72,2120.71,,FAIL,2026-05-13 07:20:34,
1588,1647,26340.29,19132.27,6940.37,267.65,FAIL,2026-06-04 07:16:36,0.2635
1589,3065,8536.04,3959.62,2600.45,1975.97,,2026-01-22 09:03:08,
1590,2915,22016.64,11075.63,2182.72,8758.29,REFER,2026-05-15 10:42:08,
1591,1690,27831.53,11699.15,454.05,-15678.33,REFER,2025-08-27 18:49:13,0.0163
1592,1863,63487.61,33450.48,20064.59,9972.54,REFER,2026-04-07 21:37:43,0.316
1593,1236,67845.48,62947.73,1161.49,-3736.26,pass,2025-12-04 07:52:42,
1594,768,73139.25,63387.73,27106.78,-17355.26,Fail,2026-04-28 10:25:31,0.3706
1595,1056,12903.81,10106.12,5387.77,-2590.08,,2025-03-23 17:03:22,0.4175
1596,2914,76803.92,54087.99,6693.54,16022.39,Fail,2026-04-27 07:22:40,0.0872
1597,1401,8929.08,3750.46,654.85,4523.77,PASS,2025-05-26 10:44:05,0.0733
1598,1293,66619.71,26829.47,21700.77,18089.47,REFER,2026-05-21 10:32:11,0.3257
1599,2532,75019.08,61294.72,32424.68,,Fail,2026-01-31 21:07:30,0.4322
1600,1630,75095.07,38415.05,34657.98,2022.04,,2026-04-13 07:52:04,0.4615
1601,605,44335.14,23596.04,12675.08,8064.02,REFER,2025-12-24 10:02:13,0.2859
1602,1887,25367.51,14509.0,11682.15,-823.64,FAIL,2025-02-08 22:15:49,0.4605
1603,2723,7773.66,,2898.05,223.62,FAIL,2026-05-07 20:56:23,
1604,1668,,53544.98,3341.82,974.16,PASS,2025-02-13 19:01:59,0.0578
1605,2049,53338.51,39943.49,3167.28,10227.74,Fail,2025-11-22 17:01:54,0.0594
1606,1125,52722.81,29888.14,1181.39,21653.28,Fail,2025-01-07 19:26:56,0.0224
1607,2182,9493.7,7179.25,481.95,1832.5,REFER,2025-03-01 12:36:51,0.0508
1608,2382,29459.0,25840.14,1714.25,1904.61,Fail,2025-05-14 18:37:39,0.0582
1609,2140,40693.13,38174.91,13453.01,-10934.79,FAIL,2025-01-06 13:52:25,0.3306
1610,2194,22978.26,17326.49,8683.45,-3031.68,REFER,2025-12-26 18:32:48,0.3779
1611,1020,61725.75,,3624.16,5977.11,Fail,2025-04-18 22:36:14,0.0587
1612,2241,66885.96,56545.26,31808.37,-21467.67,Fail,2025-07-31 22:14:38,0.4756
