session_id,customer_id,brand_name,campaign_id,session_started_at,device_type,landing_page,referrer_domain,gclid,fbclid,session_duration_seconds,page_views_count,is_bot
4823,121,FASTA,35,2025-02-04 10:52:38,mobile,https://www.fasta.co.za/calculator,,,,,,0
4824,1034,FASTA,49,2026-04-13 12:11:20,Mobile,https://debtbusters.co.za/apply,,gclid_bwx6r43esv,,,21,0
4825,1558,FASTA,14,2025-12-13 08:10:25,Desktop,https://justmoney.co.za/loans,,,fbclid_zjscoa3412,,16,0
4826,1952,FASTA,26,2025-03-03 08:46:41,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,827,10,0
4827,1642,FASTA,,2025-04-28 16:46:25,Desktop,https://www.fasta.co.za/,bing.com,,,628,1,0
4828,,FASTA,,2025-05-24 17:27:52,Tablet,https://justmoney.co.za/loans,facebook.com,gclid_c4uxzdcog7,,387,4,0
4829,557,JustMoney,,2025-12-11 13:09:30,Tablet,https://www.fasta.co.za/,bing.com,,,28,23,0
4830,1088,FASTA,33,2025-04-15 08:48:11,mobile,https://www.fasta.co.za/calculator,facebook.com,,,542,12,0
4831,752,DebtBusters,47,2026-04-25 20:56:55,Tablet,https://www.fasta.co.za/apply,instagram.com,,,1190,20,0
4832,,FASTA,46,2025-05-13 08:23:14,Mobile,https://justmoney.co.za/loans,,,fbclid_iv8nwjo5h3,1444,3,0
4833,1649,FASTA,28,2025-05-16 10:49:33,Desktop,https://www.fasta.co.za/apply,,,,251,8,0
4834,,FASTA,28,2025-01-25 10:30:47,mobile,https://debtbusters.co.za/apply,google.com,,,1674,1,0
4835,559,JustMoney,42,2025-11-30 13:32:17,mobile,https://www.fasta.co.za/apply,direct,,,1602,11,0
4836,260,FASTA,25,2026-04-20 20:57:32,Mobile,https://www.fasta.co.za/apply,,,fbclid_sjwn2w0f6q,,19,0
4837,428,FASTA,27,2025-02-06 07:19:59,mobile,https://justmoney.co.za/loans,,,,324,16,0
4838,298,JustMoney,28,2025-12-07 12:06:26,desktop,https://www.fasta.co.za/,debtbusters.co.za,,,1261,10,0
4839,1427,JustMoney,,2026-02-16 22:58:18,Desktop,https://www.fasta.co.za/calculator,,,,306,11,0
4840,1176,FASTA,55,2025-11-14 09:23:44,MOBILE,https://justmoney.co.za/loans,justmoney.co.za,gclid_3qn36xclqe,,1605,11,0
4841,,DebtBusters,40,2025-11-29 09:35:40,Tablet,https://www.fasta.co.za/calculator,direct,gclid_8n5z6c3bxp,,1395,,0
4842,185,FASTA,50,2026-04-25 18:11:04,MOBILE,https://www.fasta.co.za/,instagram.com,,,1247,9,0
4843,1345,JustMoney,34,2026-05-30 21:08:13,mobile,https://justmoney.co.za/loans,bing.com,gclid_05c6r2lzr5,,1531,18,0
4844,350,FASTA,,2025-06-02 19:26:20,Mobile,https://www.fasta.co.za/calculator,bing.com,,fbclid_i29jhpotwd,1136,2,0
4845,1485,FASTA,,2025-09-21 11:04:35,Desktop,https://debtbusters.co.za/apply,instagram.com,,,619,1,0
4846,1428,JustMoney,24,2025-02-05 17:14:00,desktop,https://www.fasta.co.za/apply,,,fbclid_xgirzz9chu,1337,18,0
4847,,JustMoney,,2025-02-15 13:11:49,mobile,https://debtbusters.co.za/apply,,,,142,25,0
4848,,FASTA,23,2025-10-11 18:12:46,mobile,https://www.fasta.co.za/,direct,,,431,2,0
4849,39,FASTA,,2025-10-18 14:24:10,Mobile,https://debtbusters.co.za/apply,,gclid_0bi46pnc7l,,1640,3,1
4850,1300,FASTA,46,2025-04-20 14:07:29,MOBILE,https://www.fasta.co.za/,google.com,,fbclid_4gmjlbrnou,967,7,0
4851,1161,DebtBusters,17,2025-04-24 21:19:14,mobile,https://www.fasta.co.za/apply,,,,405,20,0
4852,395,FASTA,,2026-05-20 19:13:12,mobile,https://debtbusters.co.za/apply,,,,1173,19,0
4853,627,JustMoney,46,2026-01-13 14:45:54,Mobile,https://www.fasta.co.za/calculator,bing.com,gclid_5une0wyv5e,,1460,13,0
4854,970,JustMoney,23,2025-07-03 18:26:43,mobile,https://www.fasta.co.za/calculator,,,,1697,25,0
4855,1955,JustMoney,,2025-05-20 19:00:39,Desktop,https://www.fasta.co.za/,email,,,1659,14,0
4856,1968,JustMoney,20,2025-06-18 07:11:36,MOBILE,https://justmoney.co.za/loans,google.com,gclid_dwkodd00fz,,,24,0
4857,,DebtBusters,59,2025-11-06 13:45:52,Tablet,https://justmoney.co.za/loans,email,,,467,6,0
4858,119,FASTA,59,2025-01-01 14:12:13,Desktop,https://www.fasta.co.za/apply,email,,,1006,7,0
4859,1191,FASTA,28,2026-06-12 12:50:19,MOBILE,https://debtbusters.co.za/apply,email,,,779,8,0
4860,,FASTA,53,2026-04-06 10:14:27,desktop,https://www.fasta.co.za/calculator,justmoney.co.za,gclid_hq4e8hemmg,,837,15,0
4861,719,FASTA,14,2025-06-03 11:02:46,Mobile,https://debtbusters.co.za/apply,,,fbclid_c9121viv6z,1563,17,0
4862,84,FASTA,,2025-10-24 09:07:50,desktop,https://www.fasta.co.za/apply,debtbusters.co.za,,,1680,3,0
4863,1702,FASTA,,2025-08-27 21:32:28,desktop,https://debtbusters.co.za/apply,direct,,,1182,2,0
4864,63,JustMoney,24,2025-02-06 18:47:12,desktop,https://debtbusters.co.za/apply,instagram.com,,,,14,0
4865,,DebtBusters,26,2025-08-25 11:03:06,MOBILE,https://www.fasta.co.za/,,,,940,18,0
4866,1462,DebtBusters,,2025-08-16 15:54:26,MOBILE,https://justmoney.co.za/loans,,,,357,23,1
4867,1855,FASTA,35,2025-08-26 20:21:10,Mobile,https://www.fasta.co.za/calculator,,,,749,,0
4868,276,FASTA,59,2026-05-09 11:45:18,Desktop,https://www.fasta.co.za/,google.com,,,,22,0
4869,,FASTA,,2025-09-03 12:57:27,desktop,https://debtbusters.co.za/apply,facebook.com,,,1465,7,0
4870,608,FASTA,,2026-01-10 20:16:30,MOBILE,https://debtbusters.co.za/apply,instagram.com,,,91,23,0
4871,,DebtBusters,60,2026-03-17 10:22:41,mobile,https://debtbusters.co.za/apply,,gclid_hkfal8qa97,,1721,24,0
4872,133,DebtBusters,8,2026-06-08 14:21:10,mobile,https://debtbusters.co.za/apply,,,,1159,16,0
4873,,JustMoney,16,2025-12-13 11:58:22,mobile,https://justmoney.co.za/loans,,,,1170,18,0
4874,1332,DebtBusters,42,2026-05-01 13:12:57,desktop,https://www.fasta.co.za/,justmoney.co.za,,,584,3,0
4875,1118,DebtBusters,,2025-03-03 09:55:45,MOBILE,https://www.fasta.co.za/calculator,,gclid_lkr4taupvw,,694,11,0
4876,,FASTA,58,2026-05-05 14:09:10,MOBILE,https://www.fasta.co.za/apply,,,,1418,3,0
4877,1574,FASTA,11,2026-05-19 22:40:55,MOBILE,https://www.fasta.co.za/,,gclid_y3uxmg1na2,,609,9,0
4878,840,FASTA,21,2026-05-27 13:48:50,,https://debtbusters.co.za/apply,direct,,,530,6,0
4879,,FASTA,58,2026-05-18 13:38:09,MOBILE,https://www.fasta.co.za/apply,debtbusters.co.za,gclid_tik7stnjq3,,1611,21,0
4880,1103,FASTA,52,2025-04-29 09:39:21,,https://debtbusters.co.za/apply,bing.com,,,464,3,0
4881,,FASTA,23,2025-04-28 22:24:43,MOBILE,https://www.fasta.co.za/apply,,gclid_ksjars6v4j,,814,2,0
4882,162,FASTA,40,2025-10-28 11:22:30,desktop,https://www.fasta.co.za/,instagram.com,,,1713,6,1
4883,1973,JustMoney,,2026-03-08 17:13:28,mobile,https://debtbusters.co.za/apply,bing.com,,,554,25,0
4884,756,DebtBusters,1,2025-03-16 08:03:21,Tablet,https://www.fasta.co.za/,instagram.com,,,1766,21,0
4885,1912,FASTA,39,2025-05-20 17:55:58,Desktop,https://justmoney.co.za/loans,,,,1510,5,0
4886,1061,DebtBusters,25,2026-05-03 22:21:15,mobile,https://debtbusters.co.za/apply,direct,,,1056,19,0
4887,1688,FASTA,41,2025-10-05 15:02:28,Mobile,https://www.fasta.co.za/,,,fbclid_gstpqppkc9,850,9,1
4888,,FASTA,15,2025-12-17 14:21:53,Tablet,https://debtbusters.co.za/apply,,,,1350,16,0
4889,,DebtBusters,,2025-05-06 15:04:13,Mobile,https://www.fasta.co.za/calculator,email,,,862,17,1
4890,1317,DebtBusters,54,2025-11-25 22:56:28,mobile,https://debtbusters.co.za/apply,instagram.com,,,377,4,0
4891,,FASTA,40,2025-03-31 15:49:49,MOBILE,https://www.fasta.co.za/apply,email,gclid_4ko41xw51x,fbclid_njkgzdh9pn,1006,1,1
4892,1344,DebtBusters,4,2025-11-06 10:35:04,desktop,https://www.fasta.co.za/apply,email,gclid_4orvd09nm8,,950,16,0
4893,831,FASTA,22,2026-02-09 22:30:07,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,gclid_ejsiz1jev8,,856,15,1
4894,1871,JustMoney,,2025-04-07 19:34:32,,https://justmoney.co.za/loans,instagram.com,,,1605,18,0
4895,981,DebtBusters,22,2026-01-23 09:16:26,Tablet,https://www.fasta.co.za/calculator,instagram.com,,,436,,0
4896,196,FASTA,7,2025-01-09 16:39:16,desktop,https://www.fasta.co.za/apply,email,,,1741,19,0
4897,723,DebtBusters,,2025-08-24 15:38:04,mobile,https://justmoney.co.za/loans,,,,644,,0
4898,,FASTA,,2025-07-29 11:38:32,desktop,https://www.fasta.co.za/,email,,,63,12,0
4899,1671,FASTA,,2025-06-23 20:02:51,Tablet,https://www.fasta.co.za/calculator,facebook.com,,,449,12,0
4900,,JustMoney,,2025-09-30 20:30:33,desktop,https://www.fasta.co.za/,direct,,,6,16,0
4901,271,FASTA,,2026-01-01 18:12:28,mobile,https://www.fasta.co.za/,direct,,,,6,0
4902,540,FASTA,44,2025-04-17 17:14:44,mobile,https://www.fasta.co.za/calculator,direct,,,1583,2,0
4903,827,FASTA,,2026-03-24 12:08:56,Desktop,https://www.fasta.co.za/apply,bing.com,gclid_zrcrn8qyv7,,203,22,0
4904,894,FASTA,54,2026-04-10 22:33:04,mobile,https://debtbusters.co.za/apply,bing.com,,fbclid_jns75mtszf,1002,15,0
4905,1864,FASTA,46,2026-06-02 12:31:59,Desktop,https://www.fasta.co.za/calculator,debtbusters.co.za,gclid_r57qivoxz9,,1703,21,0
4906,,FASTA,2,2025-04-24 10:25:22,mobile,https://justmoney.co.za/loans,justmoney.co.za,,,1656,17,0
4907,416,FASTA,,2025-03-20 11:29:24,MOBILE,https://debtbusters.co.za/apply,google.com,,,586,2,0
4908,205,FASTA,,2025-03-03 20:30:53,Mobile,https://www.fasta.co.za/,justmoney.co.za,,,1018,18,0
4909,831,DebtBusters,57,2026-05-23 19:57:37,Mobile,https://www.fasta.co.za/calculator,direct,,,1534,13,0
4910,,DebtBusters,37,2026-02-08 20:22:53,mobile,https://debtbusters.co.za/apply,instagram.com,,,297,5,0
4911,1092,JustMoney,12,2025-04-15 13:32:18,Mobile,https://www.fasta.co.za/calculator,debtbusters.co.za,,,212,16,0
4912,,FASTA,,2026-04-23 13:20:35,mobile,https://www.fasta.co.za/calculator,,,,,9,0
4913,1245,JustMoney,17,2025-07-27 14:12:57,desktop,https://debtbusters.co.za/apply,justmoney.co.za,gclid_98fyfvy1f2,,1363,1,0
4914,1221,FASTA,35,2025-12-15 18:18:29,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,1463,6,0
4915,1645,JustMoney,6,2026-01-17 07:43:09,mobile,https://debtbusters.co.za/apply,debtbusters.co.za,,,113,7,0
4916,874,JustMoney,22,2025-05-31 09:13:40,Desktop,https://www.fasta.co.za/apply,email,,,864,13,0
4917,361,JustMoney,26,2026-05-01 21:50:24,Tablet,https://debtbusters.co.za/apply,instagram.com,,,226,,0
4918,1733,FASTA,,2025-11-04 14:38:37,Tablet,https://justmoney.co.za/loans,bing.com,,,577,1,0
4919,250,DebtBusters,9,2025-08-11 22:58:18,Tablet,https://justmoney.co.za/loans,google.com,,,1313,8,0
4920,32,JustMoney,51,2026-05-02 16:09:26,Tablet,https://justmoney.co.za/loans,justmoney.co.za,,fbclid_bvairfvql2,500,1,0
4921,904,JustMoney,,2025-06-10 14:52:21,Mobile,https://www.fasta.co.za/apply,direct,,,1424,,0
4922,682,JustMoney,19,2026-01-02 10:38:45,MOBILE,https://debtbusters.co.za/apply,facebook.com,,,717,16,1
4923,210,FASTA,,2025-10-16 19:23:14,desktop,https://www.fasta.co.za/,bing.com,,,1194,3,0
4924,,DebtBusters,39,2025-09-14 09:35:57,MOBILE,https://justmoney.co.za/loans,google.com,,,,15,0
4925,,FASTA,45,2025-09-07 20:30:07,desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,1407,6,0
4926,1966,JustMoney,,2025-03-29 07:37:37,Mobile,https://www.fasta.co.za/,google.com,,,261,12,0
4927,1289,FASTA,53,2025-10-29 16:52:47,Desktop,https://debtbusters.co.za/apply,google.com,,,1767,13,0
4928,,FASTA,7,2026-04-23 10:58:55,Mobile,https://justmoney.co.za/loans,,,,814,12,0
4929,352,FASTA,60,2026-01-04 22:59:14,Desktop,https://www.fasta.co.za/calculator,bing.com,,,,1,0
4930,,JustMoney,29,2026-02-22 19:18:24,mobile,https://www.fasta.co.za/apply,,,,1499,8,0
4931,1200,FASTA,23,2025-12-10 21:46:07,Tablet,https://justmoney.co.za/loans,,,,1251,11,0
4932,438,FASTA,57,2026-04-08 12:22:50,desktop,https://justmoney.co.za/loans,google.com,,,1791,,1
4933,,JustMoney,26,2026-01-08 12:51:24,mobile,https://debtbusters.co.za/apply,google.com,,,145,9,0
4934,630,JustMoney,13,2025-11-15 16:58:40,MOBILE,https://justmoney.co.za/loans,bing.com,,,,,0
4935,1428,FASTA,47,2025-03-22 11:30:33,Mobile,https://debtbusters.co.za/apply,,,,449,4,0
4936,910,FASTA,,2025-02-20 13:20:53,mobile,https://www.fasta.co.za/apply,bing.com,,,522,25,0
4937,,DebtBusters,35,2026-01-03 13:25:09,desktop,https://debtbusters.co.za/apply,facebook.com,,,884,5,0
4938,,JustMoney,52,2025-12-15 19:50:32,Desktop,https://www.fasta.co.za/apply,,,,1091,,0
4939,1073,FASTA,60,2025-04-05 16:50:18,MOBILE,https://www.fasta.co.za/calculator,google.com,,,,13,0
4940,,FASTA,,2025-10-30 10:45:25,Tablet,https://justmoney.co.za/loans,instagram.com,,,254,10,0
4941,1338,DebtBusters,,2025-04-21 16:44:25,MOBILE,https://justmoney.co.za/loans,bing.com,,fbclid_ovkgi0lio5,785,7,0
4942,1931,FASTA,30,2025-09-21 22:42:08,MOBILE,https://justmoney.co.za/loans,bing.com,gclid_72mukvlct0,,1207,8,0
4943,1475,JustMoney,59,2025-12-27 11:20:42,MOBILE,https://justmoney.co.za/loans,,,,1424,1,0
4944,1443,DebtBusters,14,2026-04-06 14:14:31,desktop,https://justmoney.co.za/loans,email,gclid_k83vpa8bol,,208,23,0
4945,,FASTA,16,2026-05-21 13:52:35,MOBILE,https://www.fasta.co.za/,direct,,,243,12,0
4946,609,FASTA,50,2026-01-29 13:21:39,Desktop,https://www.fasta.co.za/calculator,,,,1628,18,0
4947,158,FASTA,,2025-03-23 16:37:58,desktop,https://www.fasta.co.za/,,,,468,7,0
4948,1305,FASTA,58,2026-05-01 22:57:49,Tablet,https://justmoney.co.za/loans,direct,gclid_fky9xxe4fq,,533,22,0
4949,,DebtBusters,56,2025-09-22 16:36:37,MOBILE,https://debtbusters.co.za/apply,google.com,,fbclid_ha0zozek9o,776,2,0
4950,1079,FASTA,8,2025-01-22 12:25:06,MOBILE,https://justmoney.co.za/loans,facebook.com,,fbclid_riera13bc4,1469,21,0
4951,625,JustMoney,37,2026-05-21 13:16:49,Tablet,https://www.fasta.co.za/calculator,facebook.com,,,1686,,0
4952,1385,FASTA,21,2025-11-26 11:59:00,Desktop,https://www.fasta.co.za/calculator,bing.com,gclid_l4rmim6d57,,339,20,0
4953,,FASTA,40,2025-02-03 21:51:02,Tablet,https://www.fasta.co.za/calculator,email,,,500,2,0
4954,,FASTA,57,2025-07-18 15:50:41,Mobile,https://www.fasta.co.za/,email,,,487,2,1
4955,,FASTA,21,2025-07-07 18:38:31,Desktop,https://justmoney.co.za/loans,google.com,gclid_cyi2nvrreg,,1652,1,0
4956,109,FASTA,,2025-07-06 15:56:28,Mobile,https://debtbusters.co.za/apply,instagram.com,gclid_ie0fh474vd,,,20,0
4957,,FASTA,57,2025-02-10 14:47:36,mobile,https://www.fasta.co.za/apply,email,,,912,6,0
4958,192,DebtBusters,24,2025-06-05 20:39:11,Desktop,https://www.fasta.co.za/,instagram.com,,,1415,2,0
4959,1671,DebtBusters,13,2025-07-21 10:12:05,Mobile,https://debtbusters.co.za/apply,justmoney.co.za,,fbclid_xrihql4x6y,1127,20,0
4960,,FASTA,1,2025-06-10 09:28:10,Tablet,https://justmoney.co.za/loans,bing.com,,fbclid_aqw85d4b7g,574,2,0
4961,1272,DebtBusters,23,2025-02-13 18:58:05,Tablet,https://justmoney.co.za/loans,email,,,502,20,0
4962,1991,FASTA,2,2025-08-19 14:44:59,mobile,https://debtbusters.co.za/apply,,,,1687,14,0
4963,320,DebtBusters,15,2025-05-27 07:29:01,Mobile,https://justmoney.co.za/loans,direct,,fbclid_a6nroy3zxm,1255,10,0
4964,1069,FASTA,7,2025-01-19 19:15:40,Tablet,https://www.fasta.co.za/,facebook.com,,,1340,18,0
4965,1806,FASTA,39,2026-05-31 16:23:10,mobile,https://www.fasta.co.za/,,,,1025,10,0
4966,647,FASTA,,2026-04-03 15:53:31,mobile,https://justmoney.co.za/loans,bing.com,gclid_qzar33gan4,,1099,19,0
4967,1514,FASTA,,2025-07-06 10:39:44,Mobile,https://justmoney.co.za/loans,,gclid_afgfwkpsp5,,916,8,0
4968,1832,DebtBusters,30,2025-06-23 22:54:02,mobile,https://justmoney.co.za/loans,instagram.com,gclid_3tixlsd55v,fbclid_fa3s00jorg,613,2,0
4969,429,FASTA,31,2025-03-28 19:47:49,Mobile,https://debtbusters.co.za/apply,,,,1216,1,0
4970,1529,FASTA,50,2025-05-25 08:17:18,Desktop,https://debtbusters.co.za/apply,justmoney.co.za,,,1722,8,0
4971,1452,FASTA,,2025-02-17 20:51:45,desktop,https://www.fasta.co.za/apply,instagram.com,,,645,6,0
4972,45,FASTA,34,2026-01-16 16:38:31,desktop,https://debtbusters.co.za/apply,debtbusters.co.za,,,1027,25,0
4973,562,DebtBusters,9,2025-09-18 12:33:40,mobile,https://debtbusters.co.za/apply,facebook.com,,,265,15,0
4974,700,JustMoney,58,2026-04-30 09:22:34,Desktop,https://www.fasta.co.za/calculator,email,,,306,,0
4975,,JustMoney,42,2026-04-14 10:12:16,Desktop,https://debtbusters.co.za/apply,,gclid_smmlo09flw,fbclid_59kqo3455r,808,23,1
4976,1091,JustMoney,5,2025-11-22 07:55:20,mobile,https://www.fasta.co.za/calculator,google.com,,,1132,6,0
4977,1268,FASTA,50,2025-02-06 13:26:48,mobile,https://www.fasta.co.za/calculator,facebook.com,,,51,22,0
4978,1799,FASTA,18,2026-02-08 20:55:58,Desktop,https://www.fasta.co.za/calculator,facebook.com,,,834,13,0
4979,,JustMoney,,2025-04-30 22:12:22,MOBILE,https://debtbusters.co.za/apply,bing.com,,,852,22,0
4980,1172,DebtBusters,20,2026-02-13 21:56:03,Desktop,https://justmoney.co.za/loans,bing.com,,fbclid_bczwfais5m,411,13,0
4981,81,FASTA,,2025-03-26 12:05:10,Desktop,https://debtbusters.co.za/apply,instagram.com,,,1749,9,0
4982,124,DebtBusters,33,2026-03-15 12:28:59,MOBILE,https://justmoney.co.za/loans,bing.com,,,27,10,0
4983,586,FASTA,41,2025-10-27 21:48:35,mobile,https://www.fasta.co.za/apply,,,,927,2,0
4984,,JustMoney,29,2025-12-06 15:30:49,desktop,https://debtbusters.co.za/apply,google.com,,,1315,,0
4985,1542,JustMoney,3,2025-04-20 16:13:36,desktop,https://justmoney.co.za/loans,instagram.com,gclid_o8g3u3b7pd,,1338,4,0
4986,467,JustMoney,49,2026-05-21 19:55:30,desktop,https://www.fasta.co.za/apply,direct,,,,6,0
4987,539,FASTA,8,2025-10-01 19:18:23,MOBILE,https://www.fasta.co.za/apply,,gclid_e2r8dehnrp,,1370,12,0
4988,867,FASTA,56,2025-10-03 12:35:41,Desktop,https://www.fasta.co.za/apply,justmoney.co.za,,,1384,3,0
4989,1833,FASTA,17,2026-03-27 10:00:41,desktop,https://www.fasta.co.za/calculator,,,,197,25,0
4990,,JustMoney,26,2025-11-27 16:27:49,Mobile,https://www.fasta.co.za/apply,,,,556,14,0
4991,1074,DebtBusters,12,2025-04-26 12:21:15,Tablet,https://www.fasta.co.za/,facebook.com,gclid_6p2uzdjk7d,,901,13,0
4992,1046,FASTA,35,2025-02-10 14:15:52,desktop,https://justmoney.co.za/loans,google.com,,,1227,24,0
4993,1578,FASTA,,2026-05-17 16:36:58,mobile,https://www.fasta.co.za/,email,,,1231,,0
4994,,FASTA,46,2025-11-22 09:09:48,mobile,https://www.fasta.co.za/apply,bing.com,,,1604,1,0
4995,1026,FASTA,23,2026-03-14 16:03:37,Mobile,https://www.fasta.co.za/,google.com,gclid_8fh9105igs,,1569,,0
4996,1461,FASTA,,2025-01-04 09:01:52,mobile,https://debtbusters.co.za/apply,google.com,,,707,16,0
4997,355,FASTA,5,2025-12-12 15:12:37,MOBILE,https://www.fasta.co.za/,email,,,,17,0
4998,1131,FASTA,,2025-06-25 19:13:26,MOBILE,https://www.fasta.co.za/calculator,direct,,,826,19,0
4999,,FASTA,,2026-04-15 21:27:13,Mobile,https://www.fasta.co.za/calculator,,,,66,10,0
5000,,FASTA,2,2026-01-10 09:11:12,Mobile,https://justmoney.co.za/loans,instagram.com,,,581,16,0
5001,1882,DebtBusters,17,2025-08-29 22:03:15,Tablet,https://www.fasta.co.za/calculator,justmoney.co.za,,,756,,0
5002,135,FASTA,57,2025-05-06 09:30:30,mobile,https://justmoney.co.za/loans,facebook.com,,,1083,5,1
5003,,FASTA,59,2026-04-17 07:15:12,MOBILE,https://www.fasta.co.za/calculator,google.com,,,237,4,0
5004,1322,DebtBusters,,2025-12-05 22:25:10,desktop,https://www.fasta.co.za/,justmoney.co.za,,fbclid_d1ktiggx2s,35,12,0
5005,1365,FASTA,1,2026-02-08 09:38:58,mobile,https://www.fasta.co.za/,facebook.com,,,387,17,0
5006,,FASTA,30,2026-01-14 10:41:35,Tablet,https://www.fasta.co.za/apply,instagram.com,,,360,17,0
5007,,FASTA,12,2025-06-17 16:21:50,MOBILE,https://debtbusters.co.za/apply,debtbusters.co.za,,,663,,0
5008,1106,FASTA,51,2025-10-20 07:43:29,desktop,https://www.fasta.co.za/apply,facebook.com,gclid_cheeucfwl8,,1623,,1
5009,487,JustMoney,36,2025-11-30 17:21:27,desktop,https://www.fasta.co.za/apply,bing.com,,fbclid_sgmmt2glt8,9,2,0
5010,751,FASTA,11,2025-06-13 21:51:45,desktop,https://debtbusters.co.za/apply,,,fbclid_x29a3mzs0a,778,8,0
5011,566,FASTA,38,2025-12-18 21:56:41,mobile,https://www.fasta.co.za/calculator,direct,,,1032,10,0
5012,1175,FASTA,25,2025-12-18 09:08:38,desktop,https://debtbusters.co.za/apply,,,fbclid_j8bnfob66j,687,11,0
5013,1677,FASTA,,2026-01-29 07:16:24,mobile,https://debtbusters.co.za/apply,direct,gclid_n6botymbat,,130,15,0
5014,,DebtBusters,,2025-07-04 12:08:45,Mobile,https://www.fasta.co.za/apply,bing.com,,,1748,17,0
5015,1617,FASTA,,2026-03-01 14:14:14,Mobile,https://www.fasta.co.za/,,gclid_i8rfgthqdz,,418,11,1
5016,1609,DebtBusters,5,2025-10-28 09:45:52,Mobile,https://www.fasta.co.za/,justmoney.co.za,gclid_04xq5bjbo3,,931,25,0
5017,,FASTA,15,2025-01-26 13:26:05,Desktop,https://justmoney.co.za/loans,email,,,1367,2,0
5018,1135,FASTA,22,2025-08-03 16:05:24,Mobile,https://www.fasta.co.za/,bing.com,,,402,6,0
5019,861,FASTA,38,2026-01-12 13:54:56,Mobile,https://justmoney.co.za/loans,bing.com,,,729,7,0
5020,1030,DebtBusters,,2026-05-07 18:18:23,,https://www.fasta.co.za/,,gclid_bpeu2eoy4c,fbclid_9yfuhw2pmr,1678,4,1
5021,1038,DebtBusters,21,2025-01-13 09:39:41,Desktop,https://justmoney.co.za/loans,,gclid_wk4mv9bn6f,,1618,18,0
5022,1840,FASTA,48,2026-02-06 18:29:39,mobile,https://justmoney.co.za/loans,instagram.com,gclid_b2ao0mm3q9,,518,9,0
5023,162,FASTA,55,2025-05-31 11:41:18,Tablet,https://justmoney.co.za/loans,,,,37,22,0
5024,,JustMoney,47,2025-07-11 15:14:40,desktop,https://www.fasta.co.za/,email,,,957,17,0
5025,952,FASTA,52,2025-08-10 21:26:23,MOBILE,https://debtbusters.co.za/apply,bing.com,,,844,,0
5026,1955,FASTA,50,2025-11-23 17:36:06,MOBILE,https://justmoney.co.za/loans,,,,60,8,0
5027,2000,FASTA,48,2026-01-10 16:13:56,Tablet,https://www.fasta.co.za/calculator,,,fbclid_m3kc7t0pid,1391,23,0
5028,1308,DebtBusters,11,2025-01-12 20:53:20,MOBILE,https://www.fasta.co.za/calculator,google.com,,,1207,19,0
5029,1390,FASTA,38,2025-12-25 21:22:19,Mobile,https://justmoney.co.za/loans,,,,372,12,0
5030,,FASTA,9,2025-11-26 15:19:51,Desktop,https://debtbusters.co.za/apply,,,,173,24,0
5031,,FASTA,,2025-01-10 10:47:22,mobile,https://www.fasta.co.za/,,gclid_wdfr06rqgq,,660,11,0
5032,,JustMoney,,2025-10-04 18:12:04,Desktop,https://debtbusters.co.za/apply,email,,fbclid_l66g7xr21v,405,,1
5033,121,DebtBusters,28,2025-08-20 22:04:34,MOBILE,https://www.fasta.co.za/,,,,,15,0
5034,370,FASTA,12,2025-02-28 09:16:47,Tablet,https://www.fasta.co.za/calculator,facebook.com,gclid_sqh1rhxixy,,1690,25,0
5035,810,DebtBusters,5,2026-04-30 21:43:02,Desktop,https://www.fasta.co.za/,direct,gclid_ylb2ponokr,,760,12,0
5036,,FASTA,,2025-05-30 11:47:51,MOBILE,https://www.fasta.co.za/calculator,google.com,,,944,4,0
5037,,DebtBusters,,2025-11-06 10:09:34,mobile,https://www.fasta.co.za/calculator,direct,,,158,22,0
5038,,JustMoney,34,2025-09-19 20:25:42,Desktop,https://www.fasta.co.za/,facebook.com,,,34,6,1
5039,492,FASTA,,2026-06-02 17:06:08,Desktop,https://www.fasta.co.za/,google.com,,,,17,0
5040,1662,DebtBusters,,2025-06-07 15:10:35,desktop,https://www.fasta.co.za/calculator,,gclid_118a1ibh88,,870,7,0
5041,617,FASTA,26,2025-10-24 18:03:56,Desktop,https://www.fasta.co.za/apply,instagram.com,,,1713,21,0
5042,1845,DebtBusters,3,2025-01-30 12:57:12,MOBILE,https://www.fasta.co.za/calculator,,,,821,6,0
5043,1991,FASTA,46,2025-08-14 12:14:42,Mobile,https://justmoney.co.za/loans,,gclid_qma8t9pttw,fbclid_6m7roq20yt,1225,11,0
5044,1952,FASTA,51,2025-03-05 10:52:40,Mobile,https://www.fasta.co.za/,,,,17,20,0
5045,963,DebtBusters,27,2026-05-17 18:27:39,Mobile,https://justmoney.co.za/loans,facebook.com,,,,19,0
5046,760,FASTA,,2025-11-23 08:30:07,desktop,https://debtbusters.co.za/apply,bing.com,,,,,0
5047,1295,FASTA,40,2026-01-24 21:05:50,MOBILE,https://www.fasta.co.za/,justmoney.co.za,,,988,13,0
5048,,FASTA,14,2025-09-29 16:48:51,mobile,https://justmoney.co.za/loans,,gclid_k8y40rwmlg,,818,10,0
5049,1477,FASTA,41,2025-07-25 18:50:37,Tablet,https://www.fasta.co.za/,instagram.com,gclid_rw6qphjbf4,,,20,0
